 propety , callret-1 ,
 http://es.dbpedia.org/property/traductor , "7" ,
 http://es.dbpedia.org/property/fuerza , "1" ,
 http://es.dbpedia.org/property/equipos , "4" ,
 http://es.dbpedia.org/property/preposicion , "1" ,
 http://es.dbpedia.org/property/p , 48 ,
 http://es.dbpedia.org/property/campeonato , "2" ,
 http://es.dbpedia.org/property/gobernadorgeneral , "2" ,
 http://es.dbpedia.org/property/premiosCondor , "7" ,
 http://es.dbpedia.org/property/mostrarIm�genes , "1" ,
 http://www.w3.org/2002/07/owl#sameAs , 9246 ,
 http://es.dbpedia.org/property/interpretacionesNotables , "1" ,
 http://es.dbpedia.org/property/ditrito , "1" ,
 http://es.dbpedia.org/property/actoresDeDoblajeHispanoam�rica , "1" ,
 http://es.dbpedia.org/property/etiqueta , "9" ,
 http://es.dbpedia.org/property/iglesia , "1" ,
 http://es.dbpedia.org/property/m , "1" ,
 http://es.dbpedia.org/property/cargosOcupados , "1" ,
 http://es.dbpedia.org/property/cargosCriminales , 60 ,
 http://es.dbpedia.org/property/fechanace , "1" ,
 http://dbpedia.org/ontology/militaryCommand , "1" ,
 http://dbpedia.org/property/vicepresident , "1" ,
 http://es.dbpedia.org/property/vicejefe , 10 ,
 http://dbpedia.org/ontology/birthPlace , 7549 ,
 http://es.dbpedia.org/property/fec , "1" ,
 http://es.dbpedia.org/property/diaconadoPor , "1" ,
 http://es.dbpedia.org/property/lugarDeEntierro , 13 ,
 http://dbpedia.org/ontology/region , "3" ,
 http://es.dbpedia.org/property/estatura , 12 ,
 http://es.dbpedia.org/property/2y , 20 ,
 http://es.dbpedia.org/property/data , "4" ,
 http://es.dbpedia.org/property/hijos , 4489 ,
 http://es.dbpedia.org/property/enelcargo , 42 ,
 http://es.dbpedia.org/property/a�oSucesores , 82 ,
 http://es.dbpedia.org/property/bgcolor , "1" ,
 http://es.dbpedia.org/property/leyenda , "1" ,
 http://es.dbpedia.org/property/juantoa , 12 ,
 http://es.dbpedia.org/property/ocupaci�n , 2087 ,
 http://es.dbpedia.org/property/3y , "6" ,
 http://es.dbpedia.org/property/educacion , "1" ,
 http://es.dbpedia.org/property/t�tuloInferior , "6" ,
 http://es.dbpedia.org/property/compa��aDiscogr�fica , 10 ,
 http://es.dbpedia.org/property/batallas/guerras , "4" ,
 http://es.dbpedia.org/property/ci , "2" ,
 http://es.dbpedia.org/property/signature , "1" ,
 http://es.dbpedia.org/property/doblador , "5" ,
 http://es.dbpedia.org/property/entierro , "2" ,
 http://dbpedia.org/property/signature , "2" ,
 http://es.dbpedia.org/property/minicio , "1" ,
 http://es.dbpedia.org/property/c�nyuge(s)_ , "3" ,
 http://es.dbpedia.org/property/carreras , "2" ,
 http://es.dbpedia.org/property/circunscripci�n , "8" ,
 http://es.dbpedia.org/property/tama�oEscudo , "3" ,
 http://es.dbpedia.org/property/instituci�n , "1" ,
 http://es.dbpedia.org/property/ocupaci�nActual , "1" ,
 http://es.dbpedia.org/property/condecoraciones , 77 ,
 http://es.dbpedia.org/property/liberalDeDerechaDistrito , "1" ,
 http://es.dbpedia.org/property/t�tulo , 13162 ,
 http://es.dbpedia.org/property/fallecimiento , "8" ,
 http://es.dbpedia.org/property/mandato , "5" ,
 http://es.dbpedia.org/property/alumnoDe , "4" ,
 http://es.dbpedia.org/property/mostrarNombres , "1" ,
 http://es.dbpedia.org/property/nieto , "3" ,
 http://es.dbpedia.org/property/2a , 34 ,
 http://es.dbpedia.org/property/years , "1" ,
 http://es.dbpedia.org/property/enciclopedia , 23 ,
 http://es.dbpedia.org/property/zar , "1" ,
 http://es.dbpedia.org/property/nacionality , "1" ,
 http://es.dbpedia.org/property/nombrereal , "1" ,
 http://es.dbpedia.org/property/smallimage , "1" ,
 http://es.dbpedia.org/property/listatecnicas , "3" ,
 http://dbpedia.org/property/almaMater , "4" ,
 http://es.dbpedia.org/property/nombreJaLatino , "2" ,
 http://es.dbpedia.org/property/actividad , "4" ,
 http://es.dbpedia.org/property/sub�tulo , "1" ,
 http://es.dbpedia.org/property/preposici�n , "2" ,
 http://es.dbpedia.org/property/pie , "7" ,
 http://es.dbpedia.org/property/licenciatura , "1" ,
 http://es.dbpedia.org/property/label , "4" ,
 http://es.dbpedia.org/property/c�nyuge , "1" ,
 http://es.dbpedia.org/property/others , "4" ,
 http://es.dbpedia.org/property/luarmuerte , "1" ,
 http://es.dbpedia.org/property/website , 40 ,
 http://es.dbpedia.org/property/ordenaci�n , "2" ,
 http://dbpedia.org/property/caption , "4" ,
 http://es.dbpedia.org/property/obispo , "1" ,
 http://dbpedia.org/property/commons , "1" ,
 http://es.dbpedia.org/property/otrosPartidos , "1" ,
 http://es.dbpedia.org/property/almam�terSas , "1" ,
 http://es.dbpedia.org/property/pieimagen , 4039 ,
 http://es.dbpedia.org/property/ref , 72 ,
 http://es.dbpedia.org/property/anchoBarra , "2" ,
 http://es.dbpedia.org/property/posgrados , "1" ,
 http://es.dbpedia.org/property/direcci�n , "2" ,
 http://es.dbpedia.org/property/exCargo , "1" ,
 http://es.dbpedia.org/property/fecha , 325 ,
 http://es.dbpedia.org/property/maestr�a , "4" ,
 http://es.dbpedia.org/property/trabajos , "1" ,
 http://es.dbpedia.org/property/consejero , "2" ,
 http://es.dbpedia.org/property/origen�tnico , "1" ,
 http://es.dbpedia.org/property/piefirma , "1" ,
 http://es.dbpedia.org/property/relativos , "3" ,
 http://es.dbpedia.org/property/incio , "1" ,
 http://es.dbpedia.org/property/apellidosEditor , 11 ,
 http://es.dbpedia.org/property/sinpp , "1" ,
 http://es.dbpedia.org/property/embajadorDe , "1" ,
 http://es.dbpedia.org/property/4y , "1" ,
 http://es.dbpedia.org/property/enlaceAutor , "5" ,
 http://es.dbpedia.org/property/inscritos , "1" ,
 http://es.dbpedia.org/property/red , "1" ,
 http://es.dbpedia.org/property/distritro , "1" ,
 http://es.dbpedia.org/property/presidenteDeLaRepublica , "1" ,
 http://es.dbpedia.org/property/estado , "7" ,
 http://es.dbpedia.org/property/insignia , "3" ,
 http://es.dbpedia.org/property/apellidos , 1108 ,
 http://es.dbpedia.org/property/comidaFavorita , "1" ,
 http://es.dbpedia.org/property/per�odoDeActividad , "1" ,
 http://es.dbpedia.org/property/enElCargo , "1" ,
 http://es.dbpedia.org/property/c , "9" ,
 http://es.dbpedia.org/property/kNom , "1" ,
 http://es.dbpedia.org/property/perrow , "1" ,
 http://es.dbpedia.org/property/author , 26 ,
 http://es.dbpedia.org/property/especializaci�n , "1" ,
 http://es.dbpedia.org/property/ended , "1" ,
 http://es.dbpedia.org/property/imagentama�o , "1" ,
 http://es.dbpedia.org/property/exC�nyuge , "1" ,
 http://es.dbpedia.org/property/jr/sr , "1" ,
 http://es.dbpedia.org/property/consorte , "2" ,
 http://es.dbpedia.org/property/z , "1" ,
 http://es.dbpedia.org/property/estadoCivil , 10 ,
 http://es.dbpedia.org/property/nombrecompleto , 10 ,
 http://dbpedia.org/ontology/religion , 218 ,
 http://dbpedia.org/property/birthPlace , 15 ,
 http://es.dbpedia.org/property/editorial , 3500 ,
 http://es.dbpedia.org/property/auteur , "1" ,
 http://es.dbpedia.org/property/n , "2" ,
 http://es.dbpedia.org/property/colega , 95 ,
 http://es.dbpedia.org/property/nacer , "4" ,
 http://es.dbpedia.org/property/jefeDeEstado , "1" ,
 http://es.dbpedia.org/property/autores , "1" ,
 http://es.dbpedia.org/property/5data , 10 ,
 http://dbpedia.org/property/education , "7" ,
 http://es.dbpedia.org/property/t�aAbuela , "1" ,
 http://es.dbpedia.org/property/detalle , "2" ,
 http://es.dbpedia.org/property/conexiones , "3" ,
 http://es.dbpedia.org/property/publicaci�n , 1196 ,
 http://dbpedia.org/property/relatives , "4" ,
 http://es.dbpedia.org/property/generoBisexual(noBinario)Pareja , "1" ,
 http://es.dbpedia.org/property/lugarDeNac , "1" ,
 http://es.dbpedia.org/property/cargo , 13757 ,
 http://es.dbpedia.org/property/accesso , "2" ,
 http://es.dbpedia.org/property/wikiqoutes , "1" ,
 http://purl.org/linguistics/gold/hypernym , "4" ,
 http://es.dbpedia.org/property/titulos , "1" ,
 http://es.dbpedia.org/property/enOficina , "1" ,
 http://es.dbpedia.org/property/reporter , "1" ,
 http://es.dbpedia.org/property/fechanac , 427 ,
 http://es.dbpedia.org/property/rangoMilitar , "3" ,
 http://es.dbpedia.org/property/�lmaM�ter , "3" ,
 http://es.dbpedia.org/property/cargoActual , "1" ,
 http://dbpedia.org/ontology/spouse , "8" ,
 http://es.dbpedia.org/property/nietas , "1" ,
 http://es.dbpedia.org/property/tama�oDeFoto , "2" ,
 http://es.dbpedia.org/property/editor1Last , 11 ,
 http://es.dbpedia.org/property/estudiosPrimariosYSecundarios , "1" ,
 http://es.dbpedia.org/property/vicepresidenta , 18 ,
 http://es.dbpedia.org/property/width , 14 ,
 http://dbpedia.org/property/stateSenate , "1" ,
 http://es.dbpedia.org/property/volume , 30 ,
 http://es.dbpedia.org/property/fechaDeFallecimineto , "1" ,
 http://es.dbpedia.org/property/pieImagen , 15 ,
 http://es.dbpedia.org/property/lugarDeFallecimiento , 3257 ,
 http://es.dbpedia.org/property/alm�mater , "1" ,
 http://dbpedia.org/property/spouse , "7" ,
 http://es.dbpedia.org/property/asociaciones , "1" ,
 http://es.dbpedia.org/property/author1First , "1" ,
 http://es.dbpedia.org/property/2loc , "1" ,
 http://es.dbpedia.org/property/pages , 30 ,
 http://es.dbpedia.org/property/votosNulos , "1" ,
 http://es.dbpedia.org/property/miembroDe , 44 ,
 http://es.dbpedia.org/property/anchoTotal , "1" ,
 http://es.dbpedia.org/property/lemaFamiliar , "1" ,
 http://dbpedia.org/ontology/education , "6" ,
 http://es.dbpedia.org/property/suplente , "1" ,
 http://dbpedia.org/property/honorificSuffix , "1" ,
 http://es.dbpedia.org/property/finMandato , 17 ,
 http://es.dbpedia.org/property/pedroPreciado , "1" ,
 http://es.dbpedia.org/property/page , "8" ,
 http://es.dbpedia.org/property/en , "1" ,
 http://es.dbpedia.org/property/archiveUrl , "1" ,
 http://es.dbpedia.org/property/hijos/as , "1" ,
 http://es.dbpedia.org/property/apodo , 389 ,
 http://es.dbpedia.org/property/conyugue , "3" ,
 http://schema.org/sameAs , "6" ,
 http://es.dbpedia.org/property/dobladorHispanoam�rica , "5" ,
 http://es.dbpedia.org/property/coautores , 19 ,
 http://es.dbpedia.org/property/bg , "1" ,
 http://es.dbpedia.org/property/tratamiento , 286 ,
 http://es.dbpedia.org/property/type , "1" ,
 http://es.dbpedia.org/property/fechaElecci�n , "1" ,
 http://es.dbpedia.org/property/coordinadoraGeneral , "1" ,
 http://es.dbpedia.org/property/align , "3" ,
 http://es.dbpedia.org/property/alineaci�nTexto , "4" ,
 http://es.dbpedia.org/property/pp , "6" ,
 http://es.dbpedia.org/property/lugarDeNacimiento , 9549 ,
 http://es.dbpedia.org/property/canon , "1" ,
 http://es.dbpedia.org/property/coautor , "2" ,
 http://www.w3.org/2000/01/rdf-schema#label , 23491 ,
 http://es.dbpedia.org/property/ocupacion , 13 ,
 http://es.dbpedia.org/property/nombradoPor , "1" ,
 http://es.dbpedia.org/property/campo1Nombre , "1" ,
 http://dbpedia.org/property/branch , "1" ,
 http://dbpedia.org/ontology/primeMinister , "4" ,
 http://es.dbpedia.org/property/imageSize , "2" ,
 http://es.dbpedia.org/property/3ps , "1" ,
 http://es.dbpedia.org/property/secretarioDelAyuntamiento , "1" ,
 http://es.dbpedia.org/property/nombrename , 37 ,
 http://es.dbpedia.org/property/agency , "3" ,
 http://dbpedia.org/property/fec , "1" ,
 http://es.dbpedia.org/property/vecesInternacional , "5" ,
 http://es.dbpedia.org/property/t�tuloTesis , 15 ,
 http://es.dbpedia.org/property/vicepresiente , "1" ,
 http://es.dbpedia.org/property/cabecera , 13 ,
 http://es.dbpedia.org/property/art�culo , "2" ,
 http://es.dbpedia.org/property/bandera , "2" ,
 http://es.dbpedia.org/property/oclc , 243 ,
 http://es.dbpedia.org/property/nombramiento , "2" ,
 http://es.dbpedia.org/property/pSon30ieimagen , "1" ,
 http://es.dbpedia.org/property/morir , "4" ,
 http://es.dbpedia.org/property/mascota , "1" ,
 http://es.dbpedia.org/property/nombres , "1" ,
 http://es.dbpedia.org/property/campos , "6" ,
 http://es.dbpedia.org/property/piedemagen , "1" ,
 http://es.dbpedia.org/property/sucesivo , "1" ,
 http://es.dbpedia.org/property/rr , 25 ,
 http://es.dbpedia.org/property/lugarmuerte , 650 ,
 http://es.dbpedia.org/property/listaextra , "2" ,
 http://dbpedia.org/ontology/wikiPageID , 23434 ,
 http://dbpedia.org/property/by , "1" ,
 http://es.dbpedia.org/property/nominator , "1" ,
 http://dbpedia.org/property/birthName , "2" ,
 http://dbpedia.org/ontology/abstract , 23162 ,
 http://es.dbpedia.org/property/sucesora , 447 ,
 http://es.dbpedia.org/property/area , "2" ,
 http://dbpedia.org/property/nativeNameLang , "1" ,
 http://es.dbpedia.org/property/nombreEditor , 129 ,
 http://es.dbpedia.org/property/escudoAlmaM�ter , "1" ,
 http://es.dbpedia.org/property/voz , "5" ,
 http://es.dbpedia.org/property/dedicaci�n , "1" ,
 http://es.dbpedia.org/property/almaMater , 174 ,
 http://es.dbpedia.org/property/fondo , "1" ,
 http://es.dbpedia.org/property/nacionalidates , "1" ,
 http://es.dbpedia.org/property/procuradora , "1" ,
 http://es.dbpedia.org/property/edici�n , 84 ,
 http://es.dbpedia.org/property/precedesor , "1" ,
 http://es.dbpedia.org/property/educado , "1" ,
 http://es.dbpedia.org/property/sepultura , "4" ,
 http://es.dbpedia.org/property/proyectosRepresentativos , "2" ,
 http://es.dbpedia.org/property/lealtad , 185 ,
 http://es.dbpedia.org/property/color , 13 ,
 http://es.dbpedia.org/property/4p , "1" ,
 http://es.dbpedia.org/property/author1Last , "1" ,
 http://es.dbpedia.org/property/fechaFallecimiento , "5" ,
 http://es.dbpedia.org/property/ocupaciones , "1" ,
 http://es.dbpedia.org/property/c�nyuge , 7867 ,
 http://es.dbpedia.org/property/relacionados , 15 ,
 http://es.dbpedia.org/property/archivedate , 11 ,
 http://es.dbpedia.org/property/volumen , 280 ,
 http://es.dbpedia.org/property/posici�nTabla , "5" ,
 http://es.dbpedia.org/property/imagenTama�o , "4" ,
 http://es.dbpedia.org/property/relaciones , "1" ,
 http://es.dbpedia.org/property/honorificSuffix , 14 ,
 http://es.dbpedia.org/property/vuelta , "1" ,
 http://es.dbpedia.org/property/otros , 223 ,
 http://es.dbpedia.org/property/predeceso , "4" ,
 http://es.dbpedia.org/property/termino , "1" ,
 http://es.dbpedia.org/property/series , "5" ,
 http://es.dbpedia.org/property/t�tuloTrad , 30 ,
 http://dbpedia.org/ontology/citizenship , "1" ,
 http://es.dbpedia.org/property/institutoDeSeguridadYServiciosSocialesDeLosTrabajadoresDelEstado , "1" ,
 http://es.dbpedia.org/property/educadaEn , "2" ,
 http://es.dbpedia.org/property/lugarDeDescanso , 65 ,
 http://dbpedia.org/property/video , "1" ,
 http://es.dbpedia.org/property/nationalidad , "5" ,
 http://dbpedia.org/ontology/award , 99 ,
 http://es.dbpedia.org/property/motivo , "1" ,
 http://es.dbpedia.org/property/padre , 26 ,
 http://dbpedia.org/property/viaf , "1" ,
 http://es.dbpedia.org/property/par , "1" ,
 http://es.dbpedia.org/property/sucesorInterino , "1" ,
 http://es.dbpedia.org/property/liga , "2" ,
 http://es.dbpedia.org/property/edition , "8" ,
 http://es.dbpedia.org/property/comentario , "1" ,
 http://es.dbpedia.org/property/issue , 13 ,
 http://es.dbpedia.org/property/fechaDeDefunci�n , "4" ,
 http://dbpedia.org/ontology/militaryService , "1" ,
 http://es.dbpedia.org/property/conocidoPor , 39 ,
 http://es.dbpedia.org/property/colorDeCabello , "7" ,
 http://es.dbpedia.org/property/fuente , "1" ,
 http://es.dbpedia.org/property/sangre , "2" ,
 http://dbpedia.org/property/jr/sr , "1" ,
 http://dbpedia.org/property/birthDate , "6" ,
 http://es.dbpedia.org/property/distrtito , "1" ,
 http://dbpedia.org/property/deathDate , "3" ,
 http://es.dbpedia.org/property/hijo , "7" ,
 http://es.dbpedia.org/property/duraci�n , "1" ,
 http://es.dbpedia.org/property/alumno , "3" ,
 http://dbpedia.org/property/state , "2" ,
 http://es.dbpedia.org/property/funci�n , "4" ,
 http://es.dbpedia.org/property/posici�nTexto , "1" ,
 http://es.dbpedia.org/property/etnia , 24 ,
 http://dbpedia.org/ontology/nationality , 256 ,
 http://es.dbpedia.org/property/work , "4" ,
 http://es.dbpedia.org/property/retiro , "7" ,
 http://es.dbpedia.org/property/plataforma , "1" ,
 http://es.dbpedia.org/property/cantidad , "2" ,
 http://es.dbpedia.org/property/ch , "1" ,
 http://es.dbpedia.org/property/group , "9" ,
 http://es.dbpedia.org/property/similares , "1" ,
 http://es.dbpedia.org/property/alt , "8" ,
 http://es.dbpedia.org/property/raza , "4" ,
 http://es.dbpedia.org/property/des , "1" ,
 http://es.dbpedia.org/property/fechanacimiento , "6" ,
 http://es.dbpedia.org/property/candidato , "1" ,
 http://es.dbpedia.org/property/particip�En , "1" ,
 http://es.dbpedia.org/property/urlcap�tulo , "5" ,
 http://es.dbpedia.org/property/a�oPredecesores , 81 ,
 http://dbpedia.org/ontology/almaMater , "9" ,
 http://es.dbpedia.org/property/shortlink , "1" ,
 http://es.dbpedia.org/property/luganac , "2" ,
 http://es.dbpedia.org/property/vicealcalde , 25 ,
 http://es.dbpedia.org/property/bgcolour , "1" ,
 http://es.dbpedia.org/property/golesClubes , "3" ,
 http://es.dbpedia.org/property/d , "1" ,
 http://es.dbpedia.org/property/vicecanciller , 12 ,
 http://es.dbpedia.org/property/peri�dico , 14 ,
 http://es.dbpedia.org/property/otrosMandos , "2" ,
 http://es.dbpedia.org/property/blog , "3" ,
 http://es.dbpedia.org/property/hermanas , "1" ,
 http://es.dbpedia.org/property/3p , "7" ,
 http://es.dbpedia.org/property/a�oInicio , 14 ,
 http://es.dbpedia.org/property/ej�rcito , "1" ,
 http://es.dbpedia.org/property/volgende , "2" ,
 http://es.dbpedia.org/property/medio , "4" ,
 http://dbpedia.org/ontology/deathDate , "7" ,
 http://es.dbpedia.org/property/cargoOcupado , 67 ,
 http://es.dbpedia.org/property/alias , "9" ,
 http://es.dbpedia.org/property/a�oNacimiento , "1" ,
 http://es.dbpedia.org/property/primera , "5" ,
 http://es.dbpedia.org/property/iterSuce , "5" ,
 http://es.dbpedia.org/property/imagenLeyenda , "1" ,
 http://es.dbpedia.org/property/termEnd , "3" ,
 http://es.dbpedia.org/property/imdbId , "2" ,
 http://es.dbpedia.org/property/fecgaDeNacimiento , "1" ,
 http://es.dbpedia.org/property/species , "1" ,
 http://es.dbpedia.org/property/abstenci�n , "1" ,
 http://es.dbpedia.org/property/membres�as , "1" ,
 http://es.dbpedia.org/property/imdb , 13 ,
 http://es.dbpedia.org/property/last , 237 ,
 http://es.dbpedia.org/property/predecesor , 27822 ,
 http://es.dbpedia.org/property/sitoweb , "1" ,
 http://es.dbpedia.org/property/vicerectorextension , "2" ,
 http://es.dbpedia.org/property/a�o , 355 ,
 http://es.dbpedia.org/property/p�ginas , 697 ,
 http://es.dbpedia.org/property/abreviaturaEnBot�nica , "1" ,
 http://es.dbpedia.org/property/1y , 28 ,
 http://es.dbpedia.org/property/vueltasR�pidas , "1" ,
 http://es.dbpedia.org/property/prefesi�n , "1" ,
 http://es.dbpedia.org/property/cargocargo , "1" ,
 http://es.dbpedia.org/property/a�osActividad , "1" ,
 http://es.dbpedia.org/property/nacionlidad , "1" ,
 http://es.dbpedia.org/property/list , 15 ,
 http://es.dbpedia.org/property/w , 30 ,
 http://es.dbpedia.org/property/coronaci�n , "1" ,
 http://es.dbpedia.org/property/porcentajeParticipaci�n , "2" ,
 http://es.dbpedia.org/property/enemigos , 14 ,
 http://es.dbpedia.org/property/imagenPie , "1" ,
 http://es.dbpedia.org/property/editorFirst , 10 ,
 http://es.dbpedia.org/property/tp , "1" ,
 http://es.dbpedia.org/property/madre , 19 ,
 http://es.dbpedia.org/property/lugarDefunci�n , "1" ,
 http://es.dbpedia.org/property/transTitle , "4" ,
 http://es.dbpedia.org/property/fechaDeFallecimient , "1" ,
 http://es.dbpedia.org/property/a�oFin , 14 ,
 http://es.dbpedia.org/property/battles , "3" ,
 http://es.dbpedia.org/property/�ltima , "2" ,
 http://es.dbpedia.org/property/parientes , "2" ,
 http://es.dbpedia.org/property/unidad , 54 ,
 http://es.dbpedia.org/property/lijst , "2" ,
 http://es.dbpedia.org/property/porcentaje , 19 ,
 http://es.dbpedia.org/property/occupation , "2" ,
 http://es.dbpedia.org/property/year , 89 ,
 http://es.dbpedia.org/property/valore , "2" ,
 http://es.dbpedia.org/property/posici�n , "9" ,
 http://es.dbpedia.org/property/per�odo , 1068 ,
 http://es.dbpedia.org/property/resumen , "3" ,
 http://es.dbpedia.org/property/nombreCompleto , 391 ,
 http://es.dbpedia.org/property/occupaci�n , "1" ,
 http://es.dbpedia.org/property/novia , "1" ,
 http://es.dbpedia.org/property/lugarDeNacimento , "2" ,
 http://es.dbpedia.org/property/logo , "2" ,
 http://es.dbpedia.org/property/labels , "1" ,
 http://dbpedia.org/property/class , "1" ,
 http://es.dbpedia.org/property/ali�s , "1" ,
 http://es.dbpedia.org/property/long , "4" ,
 http://es.dbpedia.org/property/apartado , "2" ,
 http://es.dbpedia.org/property/fechaDeFallecimietno , "1" ,
 http://es.dbpedia.org/property/formato , 25 ,
 http://es.dbpedia.org/property/vicesecretariaGeneralDeEstudiosYProgramasDelPartidoPopular , "1" ,
 http://es.dbpedia.org/property/medioDeComunicaci�n , 26 ,
 http://es.dbpedia.org/property/birthDate , "3" ,
 http://es.dbpedia.org/property/lugarfallecimientoc , "1" ,
 http://es.dbpedia.org/property/legislatura , "2" ,
 http://es.dbpedia.org/property/a�osactivo , "2" ,
 http://es.dbpedia.org/property/especie , "2" ,
 http://es.dbpedia.org/property/cwidth , "1" ,
 http://es.dbpedia.org/property/autor , 847 ,
 http://dbpedia.org/ontology/occupation , 628 ,
 http://es.dbpedia.org/property/t , 47 ,
 http://es.dbpedia.org/property/sitioweb , 1238 ,
 http://es.dbpedia.org/property/topic , "1" ,
 http://es.dbpedia.org/property/a�osDeServicio , 106 ,
 http://es.dbpedia.org/property/canciler , "1" ,
 http://es.dbpedia.org/property/causamuerte , "1" ,
 http://dbpedia.org/property/website , "1" ,
 http://es.dbpedia.org/property/dialecto , "1" ,
 http://es.dbpedia.org/property/fechaNac , "1" ,
 http://es.dbpedia.org/property/apellido , 1633 ,
 http://es.dbpedia.org/property/premiosGloboDeOro , "2" ,
 http://es.dbpedia.org/property/condecoraci�n , "1" ,
 http://es.dbpedia.org/property/d�aFallecimiento , "1" ,
 http://es.dbpedia.org/property/otrosT�tulos , "1" ,
 http://es.dbpedia.org/property/label2Size , "1" ,
 http://es.dbpedia.org/property/oficio , "3" ,
 http://dbpedia.org/property/wikiPageUsesTemplate , 120 ,
 http://es.dbpedia.org/property/lugarDeFalleicmiento , "1" ,
 http://dbpedia.org/property/occupation , "6" ,
 http://es.dbpedia.org/property/web , 76 ,
 http://dbpedia.org/property/residence , "2" ,
 http://es.dbpedia.org/property/premio , "8" ,
 http://es.dbpedia.org/property/titular , "5" ,
 http://es.dbpedia.org/property/pieEscudo , "2" ,
 http://es.dbpedia.org/property/predecesor4&nbsp;&nbsp;_ , "1" ,
 http://es.dbpedia.org/property/almamater , 27 ,
 http://es.dbpedia.org/property/causaDeFallecimiento , "2" ,
 http://es.dbpedia.org/property/deathPlace , "2" ,
 http://es.dbpedia.org/property/alamaMater , "1" ,
 http://es.dbpedia.org/property/carg , "1" ,
 http://es.dbpedia.org/property/escudo , 4335 ,
 http://es.dbpedia.org/property/deathDate , "1" ,
 http://es.dbpedia.org/property/sucesor , 27406 ,
 http://es.dbpedia.org/property/partidopol�tico , "2" ,
 http://dbpedia.org/property/children , "4" ,
 http://es.dbpedia.org/property/movimiento , "7" ,
 http://es.dbpedia.org/property/educadoEn , "3" ,
 http://es.dbpedia.org/property/a�oOriginal , 65 ,
 http://es.dbpedia.org/property/position , "1" ,
 http://es.dbpedia.org/property/presidenciaDe , "1" ,
 http://es.dbpedia.org/property/diputados , "2" ,
 http://es.dbpedia.org/property/fechaPublicaci�n , "2" ,
 http://es.dbpedia.org/property/primo , "2" ,
 http://es.dbpedia.org/property/sede , "1" ,
 http://es.dbpedia.org/property/insignias , "1" ,
 http://es.dbpedia.org/property/diputado , "6" ,
 http://es.dbpedia.org/property/imagenEscudo , "1" ,
 http://es.dbpedia.org/property/g�nero , 34 ,
 http://es.dbpedia.org/property/lugarnc , "1" ,
 http://es.dbpedia.org/property/predecesora , 434 ,
 http://es.dbpedia.org/property/mados , "1" ,
 http://es.dbpedia.org/property/distrito , 2779 ,
 http://es.dbpedia.org/property/hija , "4" ,
 http://es.dbpedia.org/property/surname , "2" ,
 http://es.dbpedia.org/property/apodo(s)_ , "1" ,
 http://es.dbpedia.org/property/appointed , "1" ,
 http://es.dbpedia.org/property/pipieimagen , "1" ,
 http://dbpedia.org/property/alt , "2" ,
 http://es.dbpedia.org/property/departamento , "1" ,
 http://es.dbpedia.org/property/relacionado , "1" ,
 http://es.dbpedia.org/property/persona , "2" ,
 http://es.dbpedia.org/property/publicationPlace , "3" ,
 http://es.dbpedia.org/property/captura , "1" ,
 http://es.dbpedia.org/property/nativeNameLang , "1" ,
 http://es.dbpedia.org/property/projecto , "1" ,
 http://es.dbpedia.org/property/d�aNacimiento , "1" ,
 http://es.dbpedia.org/property/embajadorde , 78 ,
 http://es.dbpedia.org/property/canalYoutube , "1" ,
 http://es.dbpedia.org/property/lugarrec , "1" ,
 http://es.dbpedia.org/property/label3Size , "1" ,
 http://es.dbpedia.org/property/fanpage , "1" ,
 http://es.dbpedia.org/property/alma�ater , "1" ,
 http://es.dbpedia.org/property/otrosNombres , 46 ,
 http://es.dbpedia.org/property/debutInternacional , "1" ,
 http://es.dbpedia.org/property/embajador , "2" ,
 http://es.dbpedia.org/property/p�gina , 192 ,
 http://es.dbpedia.org/property/a�osActivos , "1" ,
 http://es.dbpedia.org/property/cir , "4" ,
 http://es.dbpedia.org/property/congress , "1" ,
 http://es.dbpedia.org/property/fechamue , "1" ,
 http://es.dbpedia.org/property/nacionalidad , 383 ,
 http://es.dbpedia.org/property/ciuadan�a , "1" ,
 http://es.dbpedia.org/property/programa , 14 ,
 http://es.dbpedia.org/property/podios , "2" ,
 http://www.w3.org/2003/01/geo/wgs84_pos#long , "3" ,
 http://es.dbpedia.org/property/secretario , "3" ,
 http://www.w3.org/2000/01/rdf-schema#comment , 23161 ,
 http://es.dbpedia.org/property/ignoreIsbnError , "1" ,
 http://es.dbpedia.org/property/6data , "9" ,
 http://es.dbpedia.org/property/d�aRatificado , "3" ,
 http://es.dbpedia.org/property/organizaci�n , "4" ,
 http://es.dbpedia.org/property/pagina , "1" ,
 http://dbpedia.org/property/nationality , "2" ,
 http://es.dbpedia.org/property/lugarDeDefunci�n , "4" ,
 http://es.dbpedia.org/property/nietos , 21 ,
 http://es.dbpedia.org/property/authormask , "1" ,
 http://es.dbpedia.org/property/apoodo , "1" ,
 http://es.dbpedia.org/property/idioma , 46 ,
 http://es.dbpedia.org/property/wikiquote , "2" ,
 http://es.dbpedia.org/property/episodio , "2" ,
 http://es.dbpedia.org/property/juntoA , 19 ,
 http://es.dbpedia.org/property/4a , "2" ,
 http://es.dbpedia.org/property/vicerectoradministrativo , "2" ,
 http://es.dbpedia.org/property/golesInternacional , "2" ,
 http://es.dbpedia.org/property/urlAccess , "1" ,
 http://es.dbpedia.org/property/poj , "3" ,
 http://es.dbpedia.org/property/hermanos , 28 ,
 http://es.dbpedia.org/property/sexo , "3" ,
