Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
4640;;MARQUESINA MOD XXI 4-M STD;MORATALAZ;PICO DE LOS ARTILLEROS;CALLE;52;FTE. Nº 15;C/ ENCOM. PALACIOS;PICO DE LOS ARTILLEROS, CALLE Nº52 FTE. Nº 15 C/ ENCOM. PALACIOS;445801;4473425;SI;30, 32;445691,556;4473217,461;-3.640055917;40.40789511
4642;;MARQUESINA MOD XXI 5-M REDUCIDA ;CHAMBERI;JOSE ABASCAL;CALLE;26;ESQ C/ ALONSO CANO;Pº CASTELLANA;JOSE ABASCAL, CALLE Nº26 ESQ C/ ALONSO CANO Pº CASTELLANA;440899;4476843;SI;12;440789,596;4476635,528;-3.698143864;40.43835241
4653;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;SOMBRA;CALLE;25;FRTE PZA PARROQUIA;C/PADRE AMIGO;SOMBRA, CALLE Nº25 FRTE PZA PARROQUIA C/PADRE AMIGO;437143,9063;4470371;SI;108;437034,498;4470163,545;-3.741777931;40.37977457
4657;;MARQUESINA MOD XXI 4-M REDUCIDA;PUENTE DE VALLECAS;VILLACARRILLO;CALLE;2;ESQ. AV. ENTRECRUCES;C/ CAZORLA;VILLACARRILLO, CALLE Nº2 ESQ. AV. ENTRECRUCES C/ CAZORLA;443899;4470005;SI;102, 103, N11;443789,549;4469797,482;-3.662169875;40.37695971
4661;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;BRAGANZA;CALLE;2;ESQ. C/ESTORIL;VIA LUSITANA;BRAGANZA, CALLE Nº2 ESQ. C/ESTORIL VIA LUSITANA;438901;4470866;SI;47, 247;438791,587;4470658,533;-3.721126806;40.3843645
4662;;MARQUESINA MOD XXI 5-M STD;VILLAVERDE;ANDALUCIA;AV;0;ANTES C/ BOHEMIOS;AV  ANDALUCIA;ANDALUCIA, AV Nº0  ANTES C/ BOHEMIOS AV  ANDALUCIA;441226;4468007,5;SI;22, 59, 79, 85;441116,544;4467800,008;-3.693472706;40.35878083
4663;;MARQUESINA MOD XXI 5-M STD;VILLAVERDE;ANDALUCIA;AV;0;ANT AV DE LA  FELICIDAD;M - 30;ANDALUCIA, AV Nº0 ANTES AV DE LA  FELICIDAD M - 30;441260;4467958;SI;22, 59, 79, 85;441150,543;4467750,508;-3.693067748;40.3583373
4671;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;GENERAL RICARDOS;CALLE;171;ESQ C/ MANUEL LAMELA;GTA MARQUES VADILLO;GENERAL RICARDOS, CALLE Nº171  ESQ C/ MANUEL LAMELA GTA MARQUES VADILLO;437796,4375;4471158,5;SI;34, 35, N17;437687,034;4470951,041;-3.734168007;40.38691772
4673;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;PUERTO DE BEJAR;CALLE;0;FRENTE Nº 14A;C/ EMBAJADORES;PUERTO DE BEJAR, CALLE Nº0 FRENTE Nº 14A C/ EMBAJADORES;441669;4471160;SI;62;441559,576;4470952,514;-3.688544222;40.38721145
4675;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;SANTA ENGRACIA;CALLE;20;ESQ. C/CARACAS;GTA CUATRO CAMINOS;SANTA ENGRACIA, CALLE Nº20 ESQ. C/CARACAS GTA CUATRO CAMINOS;441014;4476005;SI;3;440904,593;4475797,526;-3.696710192;40.43081149
4680;;MARQUESINA MOD XXI 5-M REDUCIDA;PUENTE DE VALLECAS;ALBUFERA;AV;0;ESQ TRANVIA DE ARGANDA;AV DEMOCRACIA;ALBUFERA, AV Nº0 ESQ TRANVIA DE ARGANDA VILLA DE VALLECAS;446435;4470746;SI;58, 103, 142, 143;446325,538;4470538,448;-3.632358752;40.38380203
4682;;MARQUESINA MOD XXI 4-M STD;PUENTE DE VALLECAS;VICALVARO A VALLECAS;CTRA;0;ESQ. AV. DE LA DEMOCRACIA;AV. DEMOCRACIA;VICALVARO A VALLECAS, CTRA Nº0 ESQ. AV. DE LA DEMOCRACIA AV. DEMOCRACIA;446963;4470699;SI;54, 58, 103, 142, 143;446853,535;4470491,44;-3.626134492;40.38341241
4685;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;CONGOSTO;CALLE;3;ESQ Cº DE LA SUERTE;C/ MONTES BARBANZA;CONGOSTO, CALLE Nº3 ESQ Cº DE LA SUERTE C/ MONTES BARBANZA;447460;4469860;SI;54;447350,527;4469652,43;-3.620210204;40.37588562
4691;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;ENRIQUE GARCIA ALVAREZ;CALLE;;ESQ  C/VASARES;C/VASARES;ENRIQUE GARCIA ALVAREZ, CALLE Nº ESQ  C/VASARES C/VASARES;447885;4470743;SI;58, N9;447775,532;4470535,424;-3.61527609;40.38386698
4694;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;SAN JAIME;CALLE;19;ESQ PZA SAN JAIME;CTRA VILLAVERDE;SAN JAIME, CALLE Nº19 ESQ PZA SAN JAIME CTRA VILLAVERDE;447063;4470466;SI;130, T31;446953,533;4470258,438;-3.624937043;40.38131975
4698;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;PEÑA CERVERA;CALLE;0;ESQ. C/ PEÑA NEVADA;C/ FUENTIDUEÑA;PEÑA CERVERA, CALLE Nº0 ESQ. C/ PEÑA NEVADA C/ FUENTIDUEÑA;447404,6875;4469256,5;SI;142;447295,21;4469048,93;-3.620811966;40.37044538
4699;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;FUENTIDUEÑA;CALLE;35;ESQ C/PEÑA SORRAPIA;C/PUERTO PORZUNA;FUENTIDUEÑA, CALLE Nº35 ESQ C/PEÑA SORRAPIA C/PUERTO PORZUNA;447305,8438;4469439;SI;142, N9;447196,368;4469231,432;-3.621991298;40.37208323
4700;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;PUERTO PORZUNA;CALLE;;ESQ. C/PEÑAS DEL CASTILLO;C/MONTES DE BARBANZA;PUERTO PORZUNA, CALLE Nº ESQ. C/PEÑAS DEL CASTILLO C/MONTES DE BARBANZA;447251,875;4469722,5;SI;103, 142;447142,401;4469514,933;-3.622650452;40.37463377
4708;10841;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;INSTITUCION LIBRE DE ENSEÑANZA;AV;128;ESQ. C/GANDHI;PZA ALSACIA;INSTITUCION LIBRE DE ENSEÑANZA, AV Nº128 ESQ. C/GANDHI PZA ALSACIA;446709,7813;4475424;SI;4, 38, 48, 70, 109, N6;446600,341;4475216,451;-3.629513285;40.425962
4715;;MARQUESINA MOD XXI 4-M REDUCIDA;RETIRO;DR. ESQUERDO;CALLE;117;ESQ C/DE PEZ VOLADOR;PZA MANUEL BECERRA;DR. ESQUERDO, CALLE Nº117 ESQ C/DE PEZ VOLADOR PZA MANUEL BECERRA;443309;4474035;SI;30, 56, 143, 156;443199,574;4473827,496;-3.669478699;40.41322431
4717;;MARQUESINA MOD XXI 4-M REDUCIDA;RETIRO;DR. ESQUERDO;CALLE;177;FRT AL Nº 136;PZA MANUEL BECERRA;DR. ESQUERDO, CALLE Nº177 FRT AL Nº 136 PZA MANUEL BECERRA;443234;4473243;SI;56, 156;443124,572;4473035,497;-3.670291987;40.40608443
4728;;MARQUESINA MOD XXI 5-M STD;VILLAVERDE;ANDALUCIA;AV;;JUNTO C/DEL CIRCULO;M-30;ANDALUCIA, AV Nº JUNTO C/DEL CIRCULO M-30;441229,3125;4468366;SI;18, 86, N13, N14;441119,861;4468158,509;-3.693466729;40.36201064
4733;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;PEÑA DEL AGUILA;CALLE;0;ANTES C/ CERRO DE LA CARRASQUETA;C/ VALLE DE PINARES;PEÑA DEL AGUILA, CALLE Nº0 ANTES C/ CERRO DE LA CARRASQUETA C/ VALLE DE PINARES;438632,5625;4482225,5;SI;49;438523,199;4482018,072;-3.725386274;40.48667568
4735;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;CERRO MINGUETE;CALLE;88;ESQ C/ RISCOS DE POLANCO;C/ PICO DEL AGUILA;CERRO MINGUETE, CALLE Nº88 ESQ C/ RISCOS DE POLANCO  C/ PICO DEL AGUILA;438902;4482263;SI;49, N21;438792,635;4482055,57;-3.722210877;40.48703338
4737;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;VENTISQUERO DE LA CONDESA;AV;0;ESQ C/ VALLE DE ENMEDIO;AV CARDENAL HERRERA;VENTISQUERO DE LA CONDESA, AVD Nº0 ESQ C/ VALLE DE ENMEDIO AV CARDENAL HERRERA;439384,2188;4482439;SI;49;439274,852;4482231,565;-3.716538121;40.4886542
4745;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ERMITA DEL SANTO;Pº;;ESQ Pº SAN ILLAN;GTA PUENTE SEGOVIA;ERMITA DEL SANTO, Pº Nº ESQ Pº SAN ILLAN GTA PUENTE SEGOVIA;438618;4472842;SI;25;438508,598;4472634,54;-3.724651255;40.40214442
4746;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ERMITA DEL SANTO;Pº;;FTE. Pº 15 DE MAYO;VIA CARPETANA;ERMITA DEL SANTO, Pº Nº FTE. Pº 15 DE MAYO VIA CARPETANA;438526;4472628;SI;25;438416,598;4472420,54;-3.725714708;40.40020982
4758;;MARQUESINA MOD XXI 5-M STD;MORATALAZ;DR. GARCIA TAPIA;AV;;ESQ. C/RABAT;M-30;DR. GARCIA TAPIA, AVD Nº ESQ. C/RABAT M-30;446822;4473337;SI;30, 100;446712,55;4473129,446;-3.628015923;40.40716822
4766;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;NTRA. SRA. DE VALVANERA;AV;131;DESP VIA CARPETANA;C/ LA OCA;NTRA. SRA. DE VALVANERA, AV Nº131 DESP VIA CARPETANA  C/ LA OCA;437242,25;4471823;SI;55, 119;437132,852;4471615,547;-3.740762496;40.39286225
4780;;MARQUESINA MOD XXI 4-M STD;CENTRO;TOLEDO;CALLE;;C/ CAPITAN SALAZAR MARTINEZ;PLAZA MAYOR;TOLEDO, CALLE Nº C/ CAPITAN SALAZAR MARTINEZ PLAZA MAYOR;439770;4473442;SI;17, 18, 23, 35;439660,593;4473234,532;-3.711132933;40.40763366
4782;;MARQUESINA MOD XXI 4-M STD;LATINA;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;CALLE;;FRT AL Nº 142;C/CARAMUEL;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, CALLE Nº FRT AL Nº 142 C/CARAMUEL;436473,0625;4472621;SI;55, N18;436363,675;4472413,558;-3.749904873;40.39999263
4784;;MARQUESINA MOD XXI 5-M STD;SAN BLAS-CANILLEJAS;ARCENTALES;AV;;AV. DE NIZA ESQ.;M-40;ARCENTALES, AV Nº AV. DE NIZA ESQ. M-40;448486;4476414;SI;38, 140;448376,56;4476206,423;-3.608654849;40.43499244
4787;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;FUENTESPINA;CALLE;0;ESQ. AV. MEDITERRANEO;C/REAL DE ARGANDA;FUENTESPINA, CALLE Nº0 ESQ. AV. MEDITERRANEO C/REAL DE ARGANDA;448872;4470369;SI;58, 63;448762,525;4470161,406;-3.603618213;40.38055889
4792;;MARQUESINA MOD XXI 4-M STD;MONCLOA-ARAVACA;GOLONDRINA;CALLE;18;ESQ C/ GALASIA;C/ ROSAS DE ARAVACA;GOLONDRINA, CALLE Nº18 ESQ C/ GALASIA C/ ROSAS DE ARAVACA;433620,8438;4478862;SI;160, 161, N28;433511,498;4478654,614;-3.784165448;40.45599083
4815;;MARQUESINA MOD XXI 4-M STD;USERA;RAFAELA YBARRA;AV;;FRE POLIDEPORTIVO ORCASITAS;C/MARCELO USERA;RAFAELA YBARRA, AVD Nº FRE POLIDEPORTIVO ORCASITAS C/MARCELO USERA;439668;4469940;SI;6, 60, 81, N15;439558,574;4469732,525;-3.712003218;40.37607853
4837;;MARQUESINA MOD XXI 5-M STD;PUENTE DE VALLECAS;ENTREVIAS;AV;;JUNTO CERCANIAS EL POZO;M-30;ENTREVIAS, AV. Nº JUNTO CERCANIAS EL POZO M-30;444307,4375;4469908;SI;102, 103, 310, T31;444197,983;4469700,476;-3.657350129;40.37611328
4849;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;PRINCIPE DE VERGARA;CALLE;254;PROX. C/URUGUAY;AVD PIO XII;PRINCIPE DE VERGARA, CALLE Nº254 PROX. C/URUGUAY AVD PIO XII;442715;4478778;SI;7, 16, 29, 51;442605,594;4478570,513;-3.676907139;40.45591092
4859;;MARQUESINA MOD XXI 4-M REDUCIDA;LATINA;ILLESCAS;CALLE;;ESQ C/LOS YEBENES;Pº EXTREMADURA;ILLESCAS, CALLE Nº ESQ C/LOS YEBENES Pº EXTREMADURA;436274;4471495;SI;31;436164,61;4471287,556;-3.752137828;40.38983395
4865;;MARQUESINA MOD XXI 4-M STD;USERA;ROSALES (DE LOS);AV;20;DESP. C/ SILVINA;S. MARTIN DE LA VEGA;ROSALES (DE LOS), AV Nº20  DESP. C/ SILVINA S. MARTIN DE LA VEGA;441512,6875;4468898;SI;23, N12;441403,24;4468690,508;-3.69017821;40.36682313
4867;;MARQUESINA MOD XXI 4-M STD;USERA;ROSALES (DE LOS);AV;;ANTES C/ SILVINA;S. MARTIN DE LA VEGA;ROSALES (DE LOS), AV Nº ANTES C/ SILVINA S. MARTIN DE LA VEGA;441645,8438;4468803;SI;23, N12;441536,394;4468595,507;-3.688601221;40.36597665
4885;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;ANDES (DE LOS);AV;0;JUNTO HIPERCOR;CAMPO LAS NACIONES;ANDES (DE LOS), AV Nº0  JUNTO HIPERCOR CAMPO LAS NACIONES;447700;4478859;SI;104, 112, 122;447590,577;4478651,444;-3.61812307;40.45696935
4900;;MARQUESINA MOD XXI 4-M REDUCIDA;HORTALEZA;AREQUIPA;CALLE;;ESQ. C/ EMIGRANTES;M-40;AREQUIPA, CALLE Nº ESQ. C/ EMIGRANTES M-40;446081,6563;4480199,5;SI;104, 171, T11;445972,245;4479991,973;-3.637323268;40.46894183
4901;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;AREQUIPA;CALLE;;FRENTE CONSEJO SUPERIOR DEPORTES;M-40;AREQUIPA, CALLE Nº FRENTE CONSEJO SUPERIOR DEPORTES M-40;446331,5;4480164;SI;104, 171, T11;446222,088;4479956,469;-3.634373156;40.46863821
4903;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;VEINTICINCO DE SEPT;AV;;FRENTE PLAZA DE LAS OLIVAS;C/ ALCALA;VEINTICINCO DE SEPT, AVD Nº FRENTE PLAZA DE LAS OLIVAS C/ ALCALA;447036,0313;4477599,5;SI;104;446926,601;4477391,95;-3.625848681;40.44558101
4913;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;MACHUPICHU;AV;73;ESQ C/ JOSE JOAQUIN ORTIZ;AV. DE LOS ANDES;MACHUPICHU, AV Nº73  ESQ C/ JOSE JOAQUIN ORTIZ AV. DE LOS ANDES;446447,8125;4479291,5;SI;112, 122, 153;446338,395;4479083,965;-3.632927522;40.46078578
4922;;MARQUESINA MOD XXI 5-M STD;BARAJAS;LOGROÑO;AV;0;FTE Nº 227-DESP.C/TINTIN Y MILU;BARAJAS PUEBLO;LOGROÑO, AV Nº0 FTE Nº 227-DESP.C/TINTIN Y MILU BARAJAS PUEBLO;450265;4479512;SI;105, 112, 115, N4;450155,577;4479304,404;-3.587923148;40.46300947
4924;;MARQUESINA MOD XXI 5-M STD;BARAJAS;LOGROÑO;AV;;DESP. C/BAHIA DE CARTAGENA;AVD AMERICA;LOGROÑO, AV Nº DESP. C/BAHIA DE CARTAGENA AVD AMERICA;449829,25;4479290;SI;105, 112, 115, 151, N4, SE BARAJAS - HOSPITAL RAMON Y CAJAL;449719,826;4479082,41;-3.59304521;40.46098336
4935;;MARQUESINA MOD XXI 4-M REDUCIDA;CIUDAD LINEAL;ARTURO SORIA;CALLE;301;ESQ. C/ CALERUEGA;PZA. CIUDAD LINEAL;ARTURO SORIA, CALLE Nº301 ESQ. C/ CALERUEGA PZA. CIUDAD LINEAL;443402,875;4481212;SI;125, N1;443293,48;4481004,512;-3.669011858;40.47788465
4979;;MARQUESINA MOD XXI 4-M STD;MORATALAZ;VINATEROS;Cº;125;FTE. C/ DE LA CAÑADA;AV. MORATALAZ;VINATEROS, CAMINO Nº125 FTE. C/ DE LA CAÑADA AV. MORATALAZ;445535,8438;4473261,5;SI;71;445426,401;4473053,964;-3.643166823;40.4064049
4980;;MARQUESINA MOD XXI 4-M STD;VILLAVERDE;EDUARDO MARISTANY;CALLE;0;FTE Nº 9;C/ VICENTE CARBALL;EDUARDO MARISTANY, CALLE Nº0 FTE Nº 9 C/ VICENTE CARBALL;442085;4467365;SI;85, 123;441975,531;4467157,498;-3.683298396;40.35305292
4982;;MARQUESINA MOD XXI 4-M STD;VILLAVERDE;ROSALES (DE LOS);AV;;ESQ. C/ MIGUEL SOLAS;SAN MARTIN DE LA VEG;ROSALES (DE LOS), AV Nº ESQ. C/ MIGUEL SOLAS SAN MARTIN DE LA VEG;442518;4467207;SI;85, 123, N12;442408,528;4466999,492;-3.678185377;40.35165952
4984;;MARQUESINA MOD XXI 4-M STD;VILLAVERDE;BERROCAL (DEL);CALLE;;ESQ. C/ CANCHAL;AV. DE LOS ROSALES;BERROCAL (DEL), CALLE Nº ESQ. C/ CANCHAL AV. DE LOS ROSALES;442634;4466622;SI;85, 123, N12;442524,521;4466414,489;-3.676766864;40.34639746
5011;;MARQUESINA MOD XXI 4-M STD;USERA;SIMCA;CALLE;0;FTE. C/ HORIZON;AV. RAFAELA YBARRA;SIMCA, CALLE Nº0  FTE. C/ HORIZON AV. RAFAELA YBARRA;439921;4468888;SI;60;439811,561;4468680,521;-3.70892388;40.36661983
5017;;MARQUESINA MOD XXI 4-M STD;TETUAN;ASTURIAS;AV;;ESQ. C/ CAÑAVERAL;PZA. CASTILLA;ASTURIAS, AV. Nº ESQ. C/ CAÑAVERAL PZA. CASTILLA;441254,4688;4480179;SI;42, N23;441145,079;4479971,535;-3.694261464;40.46842973
5018;;MARQUESINA MOD XXI 4-M STD;TETUAN;ASTURIAS;AV;;ESQ. C/ MONTOYA;C/ SINESIO DELGADO;ASTURIAS, AV. Nº ESQ. C/ MONTOYA C/ SINESIO DELGADO;441097,1875;4480364;SI;42, N23;440987,8;4480156,538;-3.696133864;40.47008515
5019;;MARQUESINA MOD XXI 4-M STD;TETUAN;ASTURIAS;AV;;ESQ. C/ MONTOYA;PZA. CASTILLA;ASTURIAS, AV. Nº ESQ. C/ MONTOYA PZA. CASTILLA;441077,2813;4480349,5;SI;42, N23;440967,893;4480142,038;-3.696367329;40.46995311
5020;;MARQUESINA MOD XXI 4-M STD;TETUAN;ASTURIAS;AV;0;ESQ. C/ VIA LIMITE;C/ SIRERIO DELGADO;ASTURIAS, AV. Nº0 ESQ. C/ VIA LIMITE C/ SIRERIO DELGADO;440866,4375;4480583,5;SI;42, 177, N23;440757,052;4480376,041;-3.698876222;40.47204609
5033;;MARQUESINA MOD XXI 4-M STD;VICALVARO;TREN DE ARGANDA;CALLE;0;ESQ BULEVAR INDALECIO PRIETO;BULEVAR INDALEC;TREN DE ARGANDA, CALLE Nº0 ESQ BULEVAR INDALECIO PRIETO BULEVAR INDALEC;447544;4472971;SI;8;447434,545;4472763,433;-3.619476951;40.40391687
5040;;MARQUESINA MOD XXI 4-M REDUCIDA;CIUDAD LINEAL;GENERAL ARANAZ;CALLE;93;ESQ. C/ JOSEFA  VALCARCEL;C/ ALCALA;GENERAL ARANAZ, CALLE Nº93 ESQ. C/ JOSEFA  VALCARCEL C/ ALCALA;445263,0625;4477888,5;SI;21;445153,642;4477680,975;-3.646779924;40.44806961
5052;;MARQUESINA MOD XXI 4-M STD;VILLA DE VALLECAS;VILLA DE VALLECAS (DE LA);AV;;FTE. C/ CONGOSTO;C/ CONGOSTO;VILLA DE VALLECAS (DE LA), AVDA Nº FTE. C/ CONGOSTO C/ CONGOSTO;447694,5313;4469187,5;SI;142;447585,052;4468979,925;-3.617392336;40.36984203
5055;;MARQUESINA MOD XXI 4-M REDUCIDA;PUENTE DE VALLECAS;BENJAMIN PALENCIA;CALLE;;FTE. C/ HUMANES;AV. PABLO NERUDA;BENJAMIN PALENCIA, CALLE Nº FTE. C/ HUMANES AV. PABLO NERUDA;445263;4471936;SI;54;445153,554;4471728,467;-3.646268269;40.3944461
5057;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;POBLADOS (DE LOS);AV;;ANTES DE VIA LUSITANA;N-V;POBLADOS (DE LOS), AVD Nº ANTES DE VIA LUSITANA N-V;437908,9063;4469696,5;SI;116, 121, 131, 155;437799,487;4469489,038;-3.73270052;40.37375573
5059;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ANTONIA RGUEZ SACRISTAN;CALLE;;DESP. C/ GUAYABA (2ª MQ);AVD DE LOS POBLADOS;ANTONIA RGUEZ SACRISTAN, CALLE Nº DESP. C/ GUAYABA (2ª MQ) AVD DE LOS POBLADOS;436704,4375;4469614;SI;108, 118, N16;436595,027;4469406,548;-3.746879678;40.3729219
5073;;MARQUESINA MOD XXI 4-M STD;VILLAVERDE;BERROCAL (DEL);CALLE;;FTE. Nº 70;AV. DE LOS ROSALES;BERROCAL (DEL), CALLE FTE Nº 70 AV. DE LOS ROSALES;442791;4466067;SI;85, 123, N12;442681,514;4465859,485;-3.674868554;40.34140844
5076;;MARQUESINA MOD XXI 4-M STD;SAN BLAS-CANILLEJAS;ALCALA;CALLE;438;ESQ. C/ ALBARRACIN;NII;ALCALA, CALLE Nº438 ESQ. C/ ALBARRACIN NII;446177,3125;4476817;SI;77, 104, N5;446067,882;4476609,461;-3.635908157;40.43847666
5078;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;ANTONIO LEYVA;CALLE;13;ESQ. C/ JACINTO VERDAGUER;GTA. MARQUES VADILLO;ANTONIO LEYVA, CALLE Nº13 ESQ. C/ JACINTO VERDAGUER GTA. MARQUES VADILLO;439424;4472126;SI;116;439314,591;4471918,532;-3.715085268;40.3957534
5079;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ANTONIO LEYVA;CALLE;78;ESQ. C/ ANTOÑITA JIMENEZ;PZA. ELIPTICA;ANTONIO LEYVA, CALLE Nº78 ESQ. C/ ANTOÑITA JIMENEZ PZA. ELIPTICA;439324;4471455;SI;116;439214,59;4471247,531;-3.716199616;40.38970142
5080;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;ANTONIO LEYVA;CALLE;25;-;G MARQUES DE VADILLO;ANTONIO LEYVA, CALLE Nº25 - G MARQUES DE VADILLO;439392,5;4471931;SI;116;439283,091;4471723,532;-3.715437866;40.39399445
5082;;MARQUESINA MOD XXI 4-M STD;PUENTE DE VALLECAS;EMBAJADORES;CALLE;;FTE. VIVEROS RAGA;GTA. EMBAJADORES;EMBAJADORES, CALLE Nº FTE. VIVEROS RAGA GTA. EMBAJADORES;442118,2813;4470114,5;SI;T32;442008,843;4469907,007;-3.683156068;40.37782435
5087;;MARQUESINA MOD XXI 4-M STD;USERA;PARQUE DE LA PALOMA;CALLE;;C/ CERRO DE LOS ANGELES;C/ AVENA;PARQUE DE LA PALOMA, CALLE Nº C/ CERRO DE LOS ANGELES C/ AVENA;439619,5313;4470174;SI;78;439510,107;4469966,526;-3.712596322;40.37818301
5099;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;VIA LUSITANA;;0;JTO CEMENTERIO CARABANCHEL (GLORIETA);PZA. ELIPTICA;VIA LUSITANA Nº0 JTO CEMENTERIO CARABANCHEL (GLORIETA) PZA. ELIPTICA;437228,5;4469010,5;SI;108;437119,078;4468803,043;-3.740647437;40.36752494
5105;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;SANT CUGAT DEL VALLES;CALLE;28;PROX. C/ BRAILLE;AFUERAS VALVERD;SANT CUGAT DEL VALLES, CALLE Nº28 PROX. C/ BRAILLE  AFUERAS VALVERD;441116;4483324;SI;66;441006,627;4483116,548;-3.69618691;40.49675129
5108;;MARQUESINA MOD XXI 4-M STD;VICALVARO;GRAN VIA DEL ESTE;AV;;ESQ C/ SAN CIPRIANO;C/ SNA CIPRIANO;GRAN VIA DEL ESTE, AV. Nº ESQ C/ SAN CIPRIANO C/ SNA CIPRIANO;449502,2813;4472815,5;SI;100, N7;449392,818;4472607,899;-3.596387208;40.40263712
5112;;MARQUESINA MOD XXI 4-M STD;VICALVARO;MINERVA;CALLE;;FTE. Nº57;AV. COMUNIDADES;MINERVA, CALLE Nº FTE. Nº57 AV. COMUNIDADES;448997;4472524;SI;71, 100, E3, N7;448887,538;4472316,407;-3.602318238;40.39998029
5114;;MARQUESINA MOD XXI 4-M STD;VICALVARO;MINERVA;CALLE;;FTE. Nº81;AV. LAS COMUNIDADES;MINERVA, CALLE Nº FTE. Nº81 AV. LAS COMUNIDADES;448774;4472301;SI;71, 100, E3;448664,537;4472093,411;-3.604928088;40.39795766
5133;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;BACARES;CALLE;0;DESP. C/ VELEZRUBIO (2ª MARQUESINA);CUEVAS DE ALMANZORA;BACARES, CALLE Nº0 DESP. C/ VELEZRUBIO (2ª MARQUESINA) CUEVAS DE ALMANZORA;443945,0938;4481066,5;SI;129;443835,697;4480859,004;-3.662602276;40.4766107
5146;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;ALCALA;CALLE;213;-;PUERTA DEL SOL;ALCALA, CALLE Nº213 - PUERTA DEL SOL;443631;4475866;SI;21, 38, 53, 106, 110, 146, 210;443521,578;4475658,494;-3.665845921;40.42974082
5163;;MARQUESINA MOD XXI 5-M STD;VILLA DE VALLECAS;SIERRA DE GUADALUPE;CALLE;11;ESQ C/ PICOS DE URBION;AV ALBUFERA;SIERRA DE GUADALUPE, CALLE Nº11 ESQ C/ PICOS DE URBION AV ALBUFERA;447138;4470474;SI;54, 58, 103, 142, 143, N9, N25;447028,532;4470266,436;-3.624054167;40.38139658
5179;;MARQUESINA MOD XXI 5-M STD;LATINA;CAMARENA;CALLE;57;FTE. Nº 68;C/DUQUESA DE PARCENT;CAMARENA, CALLE Nº57 FTE. Nº 68 C/DUQUESA DE PARCENT;436039;4472130;SI;25, N18;435929,615;4471922,561;-3.754970307;40.39553627
5186;;MARQUESINA MOD XXI 4-M STD;LATINA;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;;;ESQ. C/ SEPULVEDA;C/ SEPULVEDA;CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN Nº ESQ. C/ SEPULVEDA C/ SEPULVEDA;436091;4472658;SI;55;435981,616;4472450,563;-3.75441061;40.4002967
5192;;MARQUESINA MOD XXI 4-M STD;LATINA;SEPULVEDA;CALLE;0;ESQ. C/ LOS YEBENES;Pº ERMITA DEL SANTO;SEPULVEDA, CALLE Nº0 ESQ. C/ LOS YEBENES Pº ERMITA DEL SANTO;435957;4472440;SI;55;435847,617;4472232,563;-3.75596767;40.39832257
