PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,pistas,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TIPO
4557257,Instalación Deportiva Municipal Básica Medio Amposta,,, Pistas polideportivas,Pista polideportiva,"Metro:  San BlasBus: 38 , 48 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5289695ed9e1110VgnVCM1000000b205a0aRCRD,alberique,0,MADRID,MADRID,28037,AMPOSTA,SAN BLAS-CANILLEJAS,447671,4475767,40.42900772144501,-3.6182140003992127,InstalacionesDeportivasBasicas
4541764,Instalación Deportiva Municipal Básica Mercedes Arteaga,,, Pista polideportiva,Pista polideportiva,"Metro: UrgelBus: 34 , 35 , 108 , 118 , 119",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=483d9d7a55961110VgnVCM1000000b205a0aRCRD,mercedes arteaga,0,MADRID,MADRID,28019,OPAÑEL,CARABANCHEL,438699,4471613,40.39285448180102,-3.7223142167649614,InstalacionesDeportivasBasicas
4633352,Instalación Deportiva Municipal Básica Miguel Aracil,,,Pista de fútbol sala (tierra).,Pista de fútbol ,"Metro: Barrio del Pilar Bus: 49 , 83 , 128 , 132 , 134 , 137",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d75730fdedac4110VgnVCM1000000b205a0aRCRD,joaquin lorenzo,39,MADRID,MADRID,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,438346,4480649,40.47423740722562,-3.727338140512541,CamposEstadiosFutbol
4583054,Instalación Deportiva Municipal Básica Miguel Hernández,,, Pista de balonmano Pista de baloncesto,"Pista de balonmano ,Pista de baloncesto ","Metro: Miguel HernándezBus: 54 , 58 , 103 , 142 , 143",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3118c53477db2110VgnVCM1000000b205a0aRCRD,miguel hernandez,0,MADRID,MADRID,28038,PALOMERAS SURESTE,PUENTE DE VALLECAS,446213,4471280,40.38850190847638,-3.6350217118786703,InstalacionesDeportivasBasicas
4541784,Instalación Deportiva Municipal Básica Miguel Riesco,,, Pista de baloncesto,Pista de baloncesto ,"Metro: CanillasBus: 73 , 112 , 120 , 122",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7559d7a55961110VgnVCM1000000b205a0aRCRD,miguel riesco,7,MADRID,MADRID,28043,CANILLAS,HORTALEZA,446403,4479325,40.46287029502265,-3.6321749881222796,InstalacionesDeportivasBasicas
4670020,Instalación Deportiva Municipal Básica Miguel Riesco - Ramón Power,,, Pista de bolos y petanca Pistas de chito,"Pista de bolos ,Pistas de chito ","Metro: CanillasBus: 73 , 112 , 120 , 122 , 153.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b66d141f97c5110VgnVCM1000000b205a0aRCRD,miguel riesco,1,MADRID,MADRID,28043,PIOVERA,HORTALEZA,446405,4479221,40.46193413382862,-3.632148755414652,InstalacionesDeportivasBasicas
4557035,Instalación Deportiva Municipal Básica Miguel Yuste,,, Pista de baloncesto Pista de fútbol sala,"Pista de baloncesto ,Pista de fútbol ","Metro: SuancesBus: 28 , 105 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=264d8d498a5e1110VgnVCM1000000b205a0aRCRD,miguel yuste,0,MADRID,MADRID,28037,SIMANCAS,SAN BLAS-CANILLEJAS,447307,4476361,40.434344810420576,-3.6225544602449005,CamposEstadiosFutbol
4541798,Instalación Deportiva Municipal Básica Minaya,,, Pista de Baloncesto,Pista de baloncesto ,"Metro: Mar de CristalBus: 73 , 87 , 104 , 112 , 120 , 125",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=493e5a1006961110VgnVCM1000000b205a0aRCRD,minaya,5,MADRID,MADRID,28043,CANILLAS,HORTALEZA,446072,4479932,40.46831590638329,-3.6361385381321285,InstalacionesDeportivasBasicas
4547376,Instalación Deportiva Municipal Básica Mirador de la Reina (Cerro Minguete),,, Pista de fútbol  (césped artificial)  Pista polideportiva (con marcajes de baloncesto longitudinal y transversal y balonmano)  Pistas de tenis  Pistas de padel (de césped artificial)  Pista de bolos y petanca  Pistas de tenis de mesa,"Pista de fútbol ,Pistas de tenis ,Pistas de pádel ,Pista de bolos ,Pistas de tenis ,Pista polideportiva","Metro: Arroyo del Fresno , LacomaBus: 49",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=72360e45fe291110VgnVCM2000000c205a0aRCRD,mirador de la reina,2,MADRID,MADRID,28035,MIRASIERRA,FUENCARRAL-EL PARDO,438500,4482327,40.48749191925204,-3.7269620439910502,CamposEstadiosFutbol
6298067,Instalación Deportiva Municipal Básica Mirasierra,,,Pista de baloncesto y pista polideportiva.,"Pista de baloncesto ,Pista polideportiva","Metro: FuencarralBus: 133, 134",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=beda96e321f05310VgnVCM1000000b205a0aRCRD,nuria,83,MADRID,MADRID,28034,MIRASIERRA,FUENCARRAL-EL PARDO,439675,4482931,40.49489198180427,-3.711889917152989,CamposEstadiosFutbol
5701215,Instalación Deportiva Municipal Básica Molino,,, Pistas de bolos y petanca.,Pista de bolos ,"Metro: LegazpiBus: 6 , 18 , 22 , 45 , 47 , 59 , 62 , 76 , 78 , 79 , 85 , 86 , 88 , 123 , 148.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=43cd6650164d8210VgnVCM2000000c205a0aRCRD,molino,2,MADRID,MADRID,28045,LEGAZPI,ARGANZUELA,441083,4471330,40.390487119657564,-3.6941878490165,InstalacionesDeportivasBasicas
6308364,Instalación Deportiva Municipal Básica Mondariz,,,Pista de fútbol sala y pista de balonmano.,"Pista de fútbol ,Pista de balonmano ","Metro: Barrio del PilarBus: 128, 132, 137, 49, 83",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c117d9359e735310VgnVCM2000000c205a0aRCRD,mondariz,1,MADRID,MADRID,28029,EL PILAR,FUENCARRAL-EL PARDO,440209,4481143,40.478823680515,-3.70542012801282,InstalacionesDeportivasBasicas
6330956,Instalación Deportiva Municipal Básica Monovar,,, Pista de patinaje,Pista de patinaje ,"Metro: ManoterasBus: 7 , 29 , 107 , 125 , 129",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=823c018d9d9a5310VgnVCM2000000c205a0aRCRD,monovar,3,MADRID,MADRID,28033,APOSTOL SANTIAGO,HORTALEZA,444318,4480735,40.4754249166852,-3.656909774001053,PistasPatinaje
4670011,Instalación Deportiva Municipal Básica Montalbos,,, Pista de patinaje Pistas de chito,"Pista de patinaje ,Pistas de chito ","Metro: CanillasBus: 73 , 112 , 120 , 122 , 153.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b19d141f97c5110VgnVCM1000000b205a0aRCRD,montalbos,14,MADRID,MADRID,28043,CANILLAS,HORTALEZA,445981,4479502,40.46443633174865,-3.637175309306409,PistasPatinaje
178423,Instalación Deportiva Municipal Básica Montecarmelo,,,Pista de baloncesto. Pista de fútbol  (césped artificial). Pista de fútbol sala,"Pista de baloncesto ,Pista de fútbol ,Pista de fútbol ",Bus: 704,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc56395961e4f010VgnVCM2000000c205a0aRCRD,monasterio de el paular,138,MADRID,MADRID,28049,MIRASIERRA,FUENCARRAL-EL PARDO,440643,4483540,40.500438927851775,-3.700512809058562,CamposEstadiosFutbol
10966950,Instalación Deportiva Municipal Básica Montecarmelo McDonald´s,,,Pista polideportiva.,Pista polideportiva,Bus: 704,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f9419106482b610VgnVCM2000001f4a900aRCRD,montecarmelo,1,MADRID,MADRID,28049,MIRASIERRA,FUENCARRAL-EL PARDO,440948,4483692,40.50184008646731,-3.6969247603864392,CamposEstadiosFutbol
5870223,Instalación Deportiva Municipal Básica Mozart,,, Pista de fútbol ,Pista de fútbol ,"Metro: Príncipe Pío.Bus: 25 , 33 , 39 , 41 , 46 , 62 , 75 , 138 , C.Renfe: Príncipe Pío.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3416f80f8de5c210VgnVCM1000000b205a0aRCRD,mozart,0,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,438926,4475306,40.4242665417876,-3.7212709022034463,CamposEstadiosFutbol
4528327,Instalación Deportiva Municipal Básica Mártires Maristas,,, Pista de baloncesto.,Pista de baloncesto ,"Metro: ValdezarzaBus: 64 , 82 , 126 ,  127 , 132 , 137.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=745473fc54ff0110VgnVCM1000000b205a0aRCRD,martires maristas,2,MADRID,MADRID,28035,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439086,4479520,40.46223975914155,-3.719777931388968,InstalacionesDeportivasBasicas
4541310,Instalación Deportiva Municipal Básica Nevado de Cumbal,,, Pista de fútbol  de césped artificial (con  marcajes de fútbol ),Pista de fútbol ,"Metro: Mar de CristalBus: 87 , 104 , 112 ,  120 , 125 , 153 , 172",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c03a3c00a6a51110VgnVCM1000000b205a0aRCRD,nevado del cumbal,4,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,446493,4480037,40.469280016703586,-3.63118145043629,CamposEstadiosFutbol
4557490,Instalación Deportiva Municipal Básica Nicolasa Gómez,,, Pista polideportiva,Pista polideportiva,"Metro: Torre AriasBus: 77 , 105 , 140 , 153",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0afcfc5e5ae1110VgnVCM1000000b205a0aRCRD,nicolasa gomez,1,MADRID,MADRID,28022,CANILLEJAS,SAN BLAS-CANILLEJAS,447943,4477482,40.44448358264842,-3.615148388183279,InstalacionesDeportivasBasicas
4583223,Instalación Deportiva Municipal Básica Novecento,,, Pistas de baloncesto,Pista de baloncesto ,"Bus: 10, 57 , 102 , 136 , 144 , 310Renfe: El Pozo",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2444df453adb2110VgnVCM1000000b205a0aRCRD,novecento,6,MADRID,MADRID,28018,PALOMERAS BAJAS,PUENTE DE VALLECAS,444619,4470066,40.37746079137422,-3.653695563861612,InstalacionesDeportivasBasicas
4555858,Instalación Deportiva Municipal Básica Nuestra Señora de Loreto,,, Pista de baloncesto,Pista de baloncesto ,"Metro: BarajasBus: 101 , 105 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50e8afe6d20e1110VgnVCM1000000b205a0aRCRD,timon,16,MADRID,MADRID,28042,TIMON,BARAJAS,450343,4480383,40.472636002948775,-3.585807144623962,InstalacionesDeportivasBasicas
6206650,Instalación Deportiva Municipal Básica Nuestra Señora de la Paloma,,, Pista Polideportiva,,"Metro: DeliciasBus: 8 , 19 , 45 , 47 , 59 , 62 , 76 , 85 , 86 , 247Renfe: Delicias",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8163d840e4623310VgnVCM2000000c205a0aRCRD,san francisco,4,MADRID,MADRID,28005,PALACIO,CENTRO,439570,4473641,40.411196405684876,-3.712232920009733,InstalacionesDeportivasBasicas
4542521,Instalación Deportiva Municipal Básica Nueva Esperanza,,, Pista de polideportiva Pista de patinaje,"Pista polideportiva,Pista de patinaje ","Metro: Villaverde Bajo CruceBus: 18 , 22 , 76 , 86 , 116 , 130Renfe: Puente Alcocer",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5fbfdaa18e61110VgnVCM1000000b205a0aRCRD,anoeta,1,MADRID,MADRID,28041,LOS ANGELES,VILLAVERDE,441085,4467127,40.35262335736215,-3.6937759829159402,CamposEstadiosFutbol
4660151,Instalación Deportiva Municipal Básica Ontanilla,,, Pista de fútbol ,Pista de fútbol ,"Metro: Pan BenditoBus: 108 , 116 , 118 , 121 , 131 , 155",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7036d915a1f65110VgnVCM1000000b205a0aRCRD,los poblados,0,MADRID,MADRID,28025,ABRANTES,CARABANCHEL,438264,4469788,40.37450904700692,-3.728526373827137,CamposEstadiosFutbol
6342577,Instalación Deportiva Municipal Básica Orcasur,,, Pistas Baloncesto Pistas Balonmano,,"Bus: 81 , 121",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2058da3da4ce5310VgnVCM1000000b205a0aRCRD,orcasur,53,MADRID,MADRID,28041,ORCASUR,USERA,440522,4468768,40.36548482367132,-3.7018344445764195,CamposEstadiosFutbol
4555889,Instalación Deportiva Municipal Básica Orión-Jupiter,,, Pista de fútbol sala,Pista de fútbol ,"Metro: BarajasBus: 101 , 105 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=52e3b49e430e1110VgnVCM1000000b205a0aRCRD,orion,52,MADRID,MADRID,28042,CASCO H.BARAJAS,BARAJAS,450837,4480780,40.47625087283375,-3.579998848197848,CamposEstadiosFutbol
4564065,Instalación Deportiva Municipal Básica Oscar y Jesús,,, Pista de fútbol (de tierra)  Pista de fútbol sala (con equipamiento para baloncesto también) Tenis de mesa,"Pista de fútbol ,Pista de fútbol ","Bus: 17 , 34 , 39 , 117, 139",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98bb53a201322110VgnVCM1000000b205a0aRCRD,soledad cazorla,22,MADRID,MADRID,28044,LAS AGUILAS,LATINA,434561,4469726,40.375549835763444,-3.770874016639184,CamposEstadiosFutbol
4557531,Instalación Deportiva Municipal Básica Oyarzun,,, Pistas de petanca Pista  golf,Pista de petanca ,"Bus: 6 , 60 , 78 , 81 , 116 , 131",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=494c39d8c6ae1110VgnVCM1000000b205a0aRCRD,oyarzun,1,MADRID,MADRID,28041,ORCASITAS,USERA,439322,4469089,40.36828992969283,-3.7159977494418186,InstalacionesDeportivasBasicas
4544631,Instalación Deportiva Municipal Básica P.A.R. Antonio López,,, Pista Polideportiva,,"Metro: Marqués de VadilloBus:  23 , 34 , 35 , 116 , 118 , 119",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=647b204ea5971110VgnVCM1000000b205a0aRCRD,antonio lopez,27,MADRID,MADRID,28019,COMILLAS,CARABANCHEL,439515,4472008,40.39647249197412,-3.7127376145987063,CamposEstadiosFutbol
4549978,Instalación Deportiva Municipal Básica P.A.R. Avda. Marqués de Corbera,,, Pista de patinaje,Pista de patinaje ,"Metro: La ElipaBus: 15 , 28 , 106 , 110 , 113 , 210",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=120225f8c62a1110VgnVCM1000000b205a0aRCRD,marques de corbera,62,MADRID,MADRID,28017,VENTAS,CIUDAD LINEAL,445014,4475590,40.42725047921714,-3.6495207954387707,PistasPatinaje
6296652,Instalación Deportiva Municipal Básica P.A.R. Ramón Gómez de la Serna,,, pista de baloncesto,Pista de baloncesto ,Metro: LacomaBus: 49,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e76446a13a05310VgnVCM1000000b205a0aRCRD,ramon gomez de la serna,49,MADRID,MADRID,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,438681,4481891,40.483568695572096,-3.7247841639257406,CamposEstadiosFutbol
4556996,Instalación Deportiva Municipal Básica PAR Manuel Noya,,, Pista de balonmano,Pista de balonmano ,"Metro: UseraBus: 55 , 60 , 116",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=69561776595e1110VgnVCM1000000b205a0aRCRD,manuel noya,2,MADRID,MADRID,28026,MOSCARDO,USERA,439676,4471393,40.38907128615593,-3.7120469132313425,InstalacionesDeportivasBasicas
4556602,Instalación Deportiva Municipal Básica PAR Rafaela Ybarra,,, Pista de balonmano,Pista de balonmano ,"Metro: Plaza ElípticaBus: 6 , 60 , 78 , 81",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b03e6ec3035e1110VgnVCM1000000b205a0aRCRD,rafaela ybarra,51,MADRID,MADRID,28026,PRADOLONGO,USERA,439743,4470456,40.38063517341089,-3.7111687792815276,InstalacionesDeportivasBasicas
4580267,Instalación Deportiva Municipal Básica Pablo Casals,,, Pista de Fútbol Sala,Pista de fútbol ,"Metro: Puerta del ÁngelBus: 25 , 31 , 33 , 36 , 39 , 50 , 62 , 65 , 138.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d75d8672e92b2110VgnVCM1000000b205a0aRCRD,ermita del santo,10,MADRID,MADRID,28011,PUERTA DEL ANGEL,LATINA,438693,4473970,40.41221418658154,-3.7238765894181416,CamposEstadiosFutbol
6271846,Instalación Deportiva Municipal Básica Padre Claret,,, Pistas de Fútbol-Sala.,Pista de Fútbol-Sala ,"Bus: 29 , 52 , 70 , 107.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6151b0ae3654310VgnVCM1000000b205a0aRCRD,padre claret,18,MADRID,MADRID,28002,PROSPERIDAD,CHAMARTIN,443788,4478082,40.44961759191476,-3.6641939594197392,CamposEstadiosFutbol
4546986,Instalación Deportiva Municipal Básica Padre Damián,,, Pistas de Pádel,Pistas de pádel ,"Metro: Santiago Bernabéu , CuzcoBus:  5 , 11 , 14 , 27 , 40 , 126 , 147 , 150.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbf5c8d56fd81110VgnVCM1000000b205a0aRCRD,padre damian,26,MADRID,MADRID,28036,HISPANOAMERICA,CHAMARTIN,441838,4478670,40.45666161091837,-3.6859641722636525,PistasPadel
4582873,Instalación Deportiva Municipal Básica Palomeras Bajas,,, Pista de fútbol,Pista de fútbol ,"Bus: 24 , 57 , 102 , 136 , 144Renfe: El Pozo",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f3800dcb2db2110VgnVCM1000000b205a0aRCRD,puerto de balbaran,0,MADRID,MADRID,28053,PALOMERAS BAJAS,PUENTE DE VALLECAS,444050,4470152,40.37819745002066,-3.660405647355635,CamposEstadiosFutbol
177331,Instalación Deportiva Municipal Básica Parque Adelfas,,, Pista de Fútbol (de césped artificial)   Pistas de chito   Pista de Baloncesto  Pista de pádel (cristal) Tenis de mesa,"Pista de fútbol ,Pistas de chito ,Pista de baloncesto ,Pistas de pádel ","Metro: Conde Casal , PacíficoBus: 8 , 10 , 14 , 24 , 32, 37 , 54 , 56 , 57 , 63 , 136 , 141 , 143 , 145 , 310",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=71041c7a2c61c010VgnVCM1000000b205a0aRCRD,martinez corrochano esquina  con calle luis mitjans,26,MADRID,MADRID,28007,ADELFAS,RETIRO,443258,4472734,40.40327621720137,-3.6686877898019556,CamposEstadiosFutbol
4629936,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún I,,, pistas fútbol-sala pistas baloncesto,,"Bus: 49 , 128",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c51553332b794110VgnVCM1000000b205a0aRCRD,capitan blanco argibay,0,MADRID,MADRID,28039,VALDEACEDERAS,TETUAN,439954,4480105,40.46757296045154,-3.7095960821382836,CamposEstadiosFutbol
4549250,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún II,,, Pistas de fútbol sala  Pistas de baloncesto Pista de patinaje  Pistas de bolos y petanca Tenis de mesa,"Pista de fútbol ,Pista de baloncesto ,Pista de patinaje ,Pista de bolos ","Bus: 49 , 42",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb9f22cad8d91110VgnVCM2000000c205a0aRCRD,sinesio delgado,30,MADRID,MADRID,28029,ALMENARA,TETUAN,441799,4480811,40.47406445678991,-3.687898995406082,CamposEstadiosFutbol
6310206,Instalación Deportiva Municipal Básica Parque Alfredo Kraus,,, Pista de chito,Pistas de chito ,"Metro: Mar de Cristal Bus: 8, 4",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8cc23b3737d35310VgnVCM2000000c205a0aRCRD,mar adriatico,7,MADRID,MADRID,28033,PINAR DEL REY,HORTALEZA,445842,4480136,40.470138614017166,-3.638880685402964,InstalacionesDeportivasBasicas
4560975,Instalación Deportiva Municipal Básica Parque Aluche,,, Pista de fútbol (de tierra)  Pista de fútbol (de césped artificial)  Pista de fútbol sala  Pistas de baloncesto  Pistas de bolos y petanca  Pistas de chito (en recinto cerrado) Tenis de Mesa Pista de bicicletas,"Pista de fútbol ,Pista de fútbol ,Pista de fútbol ,Pista de baloncesto ,Pista de bolos ,Pistas de chito ,Pista de bicicletas ","Metro: AlucheBus: 25 , 121, 138",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=228a8244ca902110VgnVCM1000000b205a0aRCRD,valmojado,4,MADRID,MADRID,28047,ALUCHE,LATINA,435712,4472070,40.396755209740476,-3.757541291696218,CamposEstadiosFutbol
6308759,Instalación Deportiva Municipal Básica Parque Arroyo Fresno,,, Pista Polideportiva Pista Baloncesto,,Bus: 49,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee3f106d5835310VgnVCM1000000b205a0aRCRD,ventisquero de la condesa,43,MADRID,MADRID,28035,MIRASIERRA,FUENCARRAL-EL PARDO,439357,4482915,40.49284296962057,-3.7169069720385446,CamposEstadiosFutbol
4527839,Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,,, Pistas de baloncesto  Pista de baloncesto x  Pista de fútbol sala Tenis de mesa,"Pista de baloncesto ,Pista de baloncesto ,Pista de fútbol ","Bus: 160 , 161 , I",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3a23f1d46adf0110VgnVCM1000000b205a0aRCRD,arroyo de pozuelo,10,MADRID,MADRID,28023,ARAVACA,MONCLOA-ARAVACA,434463,4478158,40.451500510488586,-3.772885180717082,CamposEstadiosFutbol
4628264,Instalación Deportiva Municipal Básica Parque Boadilla,,, Pista polideportiva Pista de baloncesto Pista de petanca,"Pista de baloncesto ,Pista de petanca ,Pista polideportiva","Bus: 25 , 36 , 39 , 65",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0d5dc38d4884110VgnVCM1000000b205a0aRCRD,boadilla del monte,1,MADRID,MADRID,28024,CAMPAMENTO,LATINA,435046,4472514,40.39882092157157,-3.76670867691338,InstalacionesDeportivasBasicas
68718,Instalación Deportiva Municipal Básica Parque Breogán,,, Pista de fútbol  (césped artificial) Pista de baloncesto Pista de fútbol sala Pistas de pádel Pista de footing Tenis de mesa,"Pista de fútbol ,Pista de baloncesto ,Pista de fútbol ,Pistas de pádel ,Pista de footing ","Metro: Parque de las AvenidasBus:  43 , 53 , 74 , 114 , 115 , 122.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5aa6395961e4f010VgnVCM2000000c205a0aRCRD,brasilia,2,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,443948,4476487,40.437141038651475,-3.660887719467943,CamposEstadiosFutbol
4580177,Instalación Deportiva Municipal Básica Parque Calle Onil,,, Pista de Fútbol Sala,Pista de fútbol ,"Bus: 17 , 117 , 139.Renfe: Fanjul",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fce6339f272b2110VgnVCM1000000b205a0aRCRD,navia,12,MADRID,MADRID,28044,LAS AGUILAS,LATINA,434821,4471104,40.38610150059709,-3.7692152839405386,CamposEstadiosFutbol
4561114,Instalación Deportiva Municipal Básica Parque Caramuel,,, Pista de patinaje,Pista de patinaje ,"Bus: 25 , 119 , 138",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d0001ebdb902110VgnVCM1000000b205a0aRCRD,sepulveda,0,MADRID,MADRID,28011,LOS CARMENES,LATINA,438244,4473335,40.40646058007316,-3.7291064770611655,PistasPatinaje
