ID,CALLE,DISTRITO,CODIGOPOSTAL,COORDENADA-X,COORDENADA-Y
429025.68-4480588.24,"AVENIDA ESTACION, 11",MONCLOA-ARAVACA,28221.0,429025.68,4480588.24
429056.6-4480646.12,"CALLE FEDERICO ORIOL, 12",MONCLOA-ARAVACA,28221.0,429056.6,4480646.12
429083.98-4480673.45,"CALLE ALVARO CABALLERO, 33",MONCLOA-ARAVACA,28221.0,429083.98,4480673.45
429090.77-4480669.53,"CALLE ALVARO CABALLERO, 33",MONCLOA-ARAVACA,28221.0,429090.77,4480669.53
429117.31-4480572.25,"CALLE CUEVAS DEL VALLE, 30",MONCLOA-ARAVACA,28221.0,429117.31,4480572.25
429120.77-4480712.8,"CALLE FERNANDO ORIOL, 12",MONCLOA-ARAVACA,28221.0,429120.77,4480712.8
429136.87-4480648.22,"CALLE ALVARO CABALLERO, 34",MONCLOA-ARAVACA,28221.0,429136.87,4480648.22
429171.75-4480632.02,"CALLE ALVARO CABALLERO, 30",MONCLOA-ARAVACA,28221.0,429171.75,4480632.02
429228.95-4480622.43,"CALLE ALVARO CABALLERO, 24",MONCLOA-ARAVACA,28221.0,429228.95,4480622.43
429250.83-4480658.62,"CALLE DOMINGO ALVAREZ, 4",MONCLOA-ARAVACA,28221.0,429250.83,4480658.62
429258.29-4480718.85,"AVENIDA VICTORIA, 79",MONCLOA-ARAVACA,28224.0,429258.29,4480718.85
429274.75-4480542.79,"CALLE CUEVAS DEL VALLE, 20",MONCLOA-ARAVACA,28221.0,429274.75,4480542.79
429282.48-4480614.7,"CALLE ALVARO CABALLERO, 18",MONCLOA-ARAVACA,28221.0,429282.48,4480614.7
429298.03-4480698.94,"Avenida  Victoria, 77 ",MONCLOA-ARAVACA,28224.0,429298.03,4480698.94
429303.24-4480710.42,"AVENIDA VICTORIA, 132",MONCLOA-ARAVACA,28221.0,429303.24,4480710.42
429329.91-4480682.56,"AVENIDA VICTORIA, 73",MONCLOA-ARAVACA,28023.0,429329.91,4480682.56
429343.87-4480595.95,"CALLE ALVARO CABALLERO, 17",MONCLOA-ARAVACA,28221.0,429343.87,4480595.95
429368.23-4480537.94,"CALLE BURGOHONDO, 8",MONCLOA-ARAVACA,28221.0,429368.23,4480537.94
429381.6-4480656.62,"AVENIDA VICTORIA, 67",MONCLOA-ARAVACA,28023.0,429381.6,4480656.62
429443.31-4480578.53,"CALLE ALVARO CABALLERO, 9",MONCLOA-ARAVACA,28221.0,429443.31,4480578.53
429474.38-4480635.22,"CALLE FEDERICO AGUSTI, 39",MONCLOA-ARAVACA,28221.0,429474.38,4480635.22
429567.67-4480562.49,"AVENIDA VICTORIA, 55",MONCLOA-ARAVACA,28221.0,429567.67,4480562.49
429608.2-4480554.44,"CALLE AURELIO DE LA TORRE, 2",MONCLOA-ARAVACA,28023.0,429608.2,4480554.44
429695.89-4480497.6,"AVENIDA VICTORIA, 47",MONCLOA-ARAVACA,28023.0,429695.89,4480497.6
429706.25-4480494.76,"AVENIDA VICTORIA, 45",MONCLOA-ARAVACA,28023.0,429706.25,4480494.76
429730.13-4480580.97,"CALLE GINES NAVARRO, 4",MONCLOA-ARAVACA,28221.0,429730.13,4480580.97
429837.11-4480305.61,"CARRETERA MONTE DEL PILAR, 1",MONCLOA-ARAVACA,28224.0,429837.11,4480305.61
429852.01-4480535.64,"CALLE RAFAEL VILLA, 63",MONCLOA-ARAVACA,28224.0,429852.01,4480535.64
429910.31-4480404.78,"AVENIDA VICTORIA, 76",MONCLOA-ARAVACA,28224.0,429910.31,4480404.78
430025.36-4480335.7,"AVENIDA VICTORIA, 68",MONCLOA-ARAVACA,28221.0,430025.36,4480335.7
430032.24-4480440.27,"CALLE RAFAEL VILLA, 74",MONCLOA-ARAVACA,28224.0,430032.24,4480440.27
430070.25-4480359.36,"CALLE WALMAN, 1",MONCLOA-ARAVACA,28224.0,430070.25,4480359.36
430101.38-4480405.47,"CALLE RAFAEL VILLA, 35",MONCLOA-ARAVACA,28224.0,430101.38,4480405.47
430107.95-4480303.92,"AVENIDA VICTORIA, 64",MONCLOA-ARAVACA,28224.0,430107.95,4480303.92
430136.41-4480346.98,"CALLE SAINZ DE LA CALLEJA, 10",MONCLOA-ARAVACA,28224.0,430136.41,4480346.98
430166.07-4480381.82,"CALLE RAFAEL VILLA, 58",MONCLOA-ARAVACA,28224.0,430166.07,4480381.82
430186.77-4480601.96,"AVENIDA VASCONGADAS, 3",MONCLOA-ARAVACA,28224.0,430186.77,4480601.96
430192.48-4480431.1,"CALLE SAINZ DE LA CALLEJA, 13",MONCLOA-ARAVACA,28224.0,430192.48,4480431.1
430232.73-4480240.71,"CALLE SEGUNDO ANCA, 1",MONCLOA-ARAVACA,28224.0,430232.73,4480240.71
430267.29-4480308.93,"CALLE SEGUNDO ANCA, 14",MONCLOA-ARAVACA,28224.0,430267.29,4480308.93
430288.52-4480385.88,"CALLE DURANGO, 42",MONCLOA-ARAVACA,28224.0,430288.52,4480385.88
430293.61-4480209.87,"AVENIDA VICTORIA, 50",MONCLOA-ARAVACA,28224.0,430293.61,4480209.87
430334.31-4480276.43,"CALLE RAFAEL VILLA, 17",MONCLOA-ARAVACA,28224.0,430334.31,4480276.43
430364.04-4480186.35,"CALLE PILAR ANDRADE, 2",MONCLOA-ARAVACA,28224.0,430364.04,4480186.35
430364.36-4480334.95,"CALLE DURANGO, 35",MONCLOA-ARAVACA,28224.0,430364.36,4480334.95
430365.55-4480265.46,"CALLE RAFAEL VILLA, 15",MONCLOA-ARAVACA,28224.0,430365.55,4480265.46
430370.03-4480207.74,"CALLE PILAR ANDRADE, 1",MONCLOA-ARAVACA,28224.0,430370.03,4480207.74
430431.95-4480157.32,"CALLE VIRGEN DE LOS OLMOS, 1",MONCLOA-ARAVACA,28224.0,430431.95,4480157.32
430433.42-4480286.66,"CALLE PILAR ANDRADE, 10",MONCLOA-ARAVACA,28224.0,430433.42,4480286.66
430453.42-4480113.54,"AVENIDA VICTORIA, 36",MONCLOA-ARAVACA,28221.0,430453.42,4480113.54
430454.22-4480217.98,"CALLE VIRGEN DE LOS OLMOS, 9",MONCLOA-ARAVACA,28224.0,430454.22,4480217.98
430529.01-4480250.56,"CALLE PILAR ANDRADE, 23",MONCLOA-ARAVACA,28224.0,430529.01,4480250.56
430535.41-4480187.52,"CALLE RAFAEL VILLA, 2",MONCLOA-ARAVACA,28224.0,430535.41,4480187.52
430630.73-4480087.14,"CALLE MARTIN PESCADOR, 13",MONCLOA-ARAVACA,28224.0,430630.73,4480087.14
430664.21-4480118.69,"CALLE OCHANDIANO, 33",MONCLOA-ARAVACA,28023.0,430664.21,4480118.69
430683.81-4480106.41,"CALLE OCHANDIANO, 29",MONCLOA-ARAVACA,28023.0,430683.81,4480106.41
430717.26-4480085.5,"CALLE OCHANDIANO, 19",MONCLOA-ARAVACA,28224.0,430717.26,4480085.5
430782.06-4480046.8,"CALLE OCHANDIANO, 1",MONCLOA-ARAVACA,28224.0,430782.06,4480046.8
430962.44-4479914.78,"AVENIDA VICTORIA, 31",MONCLOA-ARAVACA,28224.0,430962.44,4479914.78
430993.48-4470010.64,"AUTOVIA M-40, 3400",LATINA,28925.0,430993.48,4470010.64
431094.29-4480040.01,"CALLE SOPELANA, 13",MONCLOA-ARAVACA,28334.0,431094.29,4480040.01
431428.0-4479786.85,"AVENIDA VICTORIA, 7",MONCLOA-ARAVACA,28334.0,431428.0,4479786.85
431487.9-4479680.55,"CALLE RAFAEL BOTI, 64",MONCLOA-ARAVACA,28334.0,431487.9,4479680.55
431495.41-4479680.91,"CALLE RAFAEL BOTI, 64",MONCLOA-ARAVACA,28334.0,431495.41,4479680.91
431537.0-4479849.0,EL BARRIAL Nº0 JTO ESTACION RENFE N - VI,MONCLOA-ARAVACA,28334.0,431537.0,4479849.0
431774.29-4479704.84,"AUTOVIA A-6, 1200",MONCLOA-ARAVACA,28023.0,431774.29,4479704.84
431808.52-4479915.49,"CALLE BASAURI, 20",MONCLOA-ARAVACA,28023.0,431808.52,4479915.49
431869.56-4480046.85,"CALLE SOMERA, 5",MONCLOA-ARAVACA,28023.0,431869.56,4480046.85
431982.55-4481709.35,"CALLE DEUSTO, 10",FUENCARRAL-EL PARDO,28023.0,431982.55,4481709.35
431988.99-4468877.58,"AUTOVIA M-40, 3200",LATINA,28024.0,431988.99,4468877.58
431997.68-4479868.69,"CALLE BASAURI, 6",MONCLOA-ARAVACA,28023.0,431997.68,4479868.69
431999.22-4479471.32,"CALLE RAFAEL BOTI, 24",MONCLOA-ARAVACA,28023.0,431999.22,4479471.32
432023.5-4479902.44,"CALLE MUSGO, 1",MONCLOA-ARAVACA,28023.0,432023.5,4479902.44
432036.42-4479909.83,"CALLE MUSGO, 3",MONCLOA-ARAVACA,28023.0,432036.42,4479909.83
432054.27-4480100.8,"AVENIDA MIRAVALLES, 1",MONCLOA-ARAVACA,28023.0,432054.27,4480100.8
432083.5-4479942.27,"CALLE PROCION, 12",MONCLOA-ARAVACA,28023.0,432083.5,4479942.27
432085.71-4479861.62,"CALLE BASAURI, 4",MONCLOA-ARAVACA,28023.0,432085.71,4479861.62
432144.33-4479147.29,"CALLE PEÑALARA DE ARAVACA, 19",MONCLOA-ARAVACA,28023.0,432144.33,4479147.29
432183.13-4470351.48,"AVENIDA ARQUEROS, 41",LATINA,28024.0,432183.13,4470351.48
432261.4-4469992.97,"AVENIDA ARQUEROS, 55",LATINA,28024.0,432261.4,4469992.97
432283.47-4469904.4,"CALLE CORACEROS, 8",LATINA,28925.0,432283.47,4469904.4
432284.9-4469892.24,"CALLE CORACEROS, 6",LATINA,28925.0,432284.9,4469892.24
432310.57-4470028.03,"AVENIDA ARQUEROS, 51",LATINA,28024.0,432310.57,4470028.03
432312.73-4470028.74,"AVENIDA ARQUEROS, 51",LATINA,28024.0,432312.73,4470028.74
432314.28-4470189.36,"AVENIDA ARQUEROS, 41",LATINA,28024.0,432314.28,4470189.36
432337.93-4469734.51,"COLONIA MILITAR DE CUATRO VIENTOS, 67",LATINA,28925.0,432337.93,4469734.51
432338.72-4469852.68,"CALLE CORACEROS, 2",LATINA,28925.0,432338.72,4469852.68
432351.26-4470067.37,"AVENIDA ARQUEROS, 41",LATINA,28024.0,432351.26,4470067.37
432355.28-4470076.01,"AVENIDA ARQUEROS, 41",LATINA,28024.0,432355.28,4470076.01
432374.5313-4470135.5,"CORACEROS, CALLE Nº8  AV ARQUEROS",LATINA,28024.0,432374.5313,4470135.5
432391.36-4479154.71,"CALLE CARRIL DE LOS CALEROS, 29",MONCLOA-ARAVACA,28023.0,432391.36,4479154.71
432393.77-4469707.01,"COLONIA MILITAR DE CUATRO VIENTOS, 65",LATINA,28925.0,432393.77,4469707.01
432424.37-4470139.11,"AVENIDA ARQUEROS, 37",LATINA,28024.0,432424.37,4470139.11
432424.51-4470142.71,"AVENIDA ARQUEROS, 37",LATINA,28024.0,432424.51,4470142.71
432436.68-4469751.65,"PASEO HUSARES, 56",LATINA,28925.0,432436.68,4469751.65
432440.93-4469754.98,"COLONIA MILITAR DE CUATRO VIENTOS, 52",LATINA,28925.0,432440.93,4469754.98
432441.09-4469932.61,"COLONIA MILITAR DE CUATRO VIENTOS, 33",LATINA,28925.0,432441.09,4469932.61
432443.14-4469929.47,"COLONIA MILITAR DE CUATRO VIENTOS, 33",LATINA,28925.0,432443.14,4469929.47
432458.11-4469947.2,"COLONIA MILITAR DE CUATRO VIENTOS, 33",LATINA,28925.0,432458.11,4469947.2
432464.66-4470178.61,"AVENIDA ARQUEROS, 27",LATINA,28024.0,432464.66,4470178.61
432497.72-4478970.97,"CALLE DOCTOR BALMIS, 46",MONCLOA-ARAVACA,28023.0,432497.72,4478970.97
432506.5-4470233.81,"AVENIDA ARQUEROS, 23",LATINA,28024.0,432506.5,4470233.81
432518.0-4469828.7,"PASEO HUSARES, 54",LATINA,28925.0,432518.0,4469828.7
432530.85-4479226.97,"CALLE FERNANDO VIZCAINO CASAS, 12",MONCLOA-ARAVACA,28023.0,432530.85,4479226.97
432546.86-4470035.78,"PASEO ALABARDEROS, 24",LATINA,28925.0,432546.86,4470035.78
432553.54-4470029.61,"COLONIA MILITAR DE CUATRO VIENTOS, 5",LATINA,28925.0,432553.54,4470029.61
432565.22-4469879.25,"PASEO HUSARES, 52",LATINA,28925.0,432565.22,4469879.25
432577.11-4479985.14,"CALLE VALLE DE TORANZO, 3",MONCLOA-ARAVACA,28023.0,432577.11,4479985.14
432577.83-4470064.29,"PASEO ALABARDEROS, 10",LATINA,28925.0,432577.83,4470064.29
432582.01-4470227.12,"PASEO LANCEROS, 5",LATINA,28917.0,432582.01,4470227.12
432592.6-4470213.12,"PASEO LANCEROS, 4",LATINA,28917.0,432592.6,4470213.12
432606.3-4469919.62,"PASEO HUSARES, 50",LATINA,28925.0,432606.3,4469919.62
432620.84-4479992.22,"CALLE CABELLERA DE BERENICE, 73",MONCLOA-ARAVACA,28023.0,432620.84,4479992.22
432650.31-4470116.68,"COLONIA MILITAR DE CUATRO VIENTOS, 10",LATINA,28925.0,432650.31,4470116.68
432654.3042-4470153.43,"Paseo  Lanceros, 2 ",LATINA,28917.0,432654.3042,4470153.43
432654.89-4469970.12,"COLONIA MILITAR DE CUATRO VIENTOS, 9",LATINA,28925.0,432654.89,4469970.12
432659.97-4469971.61,"COLONIA MILITAR DE CUATRO VIENTOS, 1",LATINA,28925.0,432659.97,4469971.61
432667.26-4470127.82,"PASEO LANCEROS, 2",LATINA,28917.0,432667.26,4470127.82
432675.15-4470116.07,"PASEO LANCEROS, 2",LATINA,28917.0,432675.15,4470116.07
432683.7188-4470495.0,"ARQUEROS, AV Nº ESQ Pº LANZEROS AV AVIACION",LATINA,28024.0,432683.7188,4470495.0
432685.9-4470362.25,"AVENIDA ARQUEROS, 9",LATINA,28024.0,432685.9,4470362.25
432694.46-4470136.92,"Paseo  Lanceros, 2 ",LATINA,28917.0,432694.46,4470136.92
432700.07-4470425.28,"AVENIDA ARQUEROS, 7",LATINA,28024.0,432700.07,4470425.28
432706.01-4470315.53,"AVENIDA ARQUEROS, 19",LATINA,28024.0,432706.01,4470315.53
432706.7-4470431.68,"AVENIDA ARQUEROS, 7",LATINA,28024.0,432706.7,4470431.68
432711.44-4470023.03,"COLONIA MILITAR DE CUATRO VIENTOS, 6",LATINA,28925.0,432711.44,4470023.03
432724.75-4479916.79,"AVENIDA VALDEMARIN, 165",MONCLOA-ARAVACA,28023.0,432724.75,4479916.79
432758.5-4470092.47,"PASEO HUSARES, 44",LATINA,28024.0,432758.5,4470092.47
432764.9-4470097.59,"PASEO HUSARES, 44",LATINA,28024.0,432764.9,4470097.59
432794.02-4470126.3,"PASEO HUSARES, 40",LATINA,28024.0,432794.02,4470126.3
432795.24-4479082.5,"CALLE DOCTOR BALMIS, 24",MONCLOA-ARAVACA,28023.0,432795.24,4479082.5
432801.47-4470524.37,"CALLE GRANADEROS, 23",LATINA,28024.0,432801.47,4470524.37
432813.04-4470535.75,"CALLE GRANADEROS, 23",LATINA,28024.0,432813.04,4470535.75
432815.09-4470146.03,"PASEO HUSARES, 38",LATINA,28024.0,432815.09,4470146.03
432841.62-4479740.66,"CALLE AGUARON, 21",MONCLOA-ARAVACA,28023.0,432841.62,4479740.66
432853.47-4470189.11,"PASEO HUSARES, 30",LATINA,28024.0,432853.47,4470189.11
432867.99-4470198.48,"AUTOVIA A-5, 900",LATINA,28024.0,432867.99,4470198.48
432869.58-4479026.19,"CALLE ALMANZORA, 13",MONCLOA-ARAVACA,28023.0,432869.58,4479026.19
432895.24-4470225.31,"PASEO HUSARES, 24",LATINA,28024.0,432895.24,4470225.31
432898.23-4470229.72,"PASEO HUSARES, 24",LATINA,28024.0,432898.23,4470229.72
432906.56-4477862.55,"CALLE ARA, 13",MONCLOA-ARAVACA,28023.0,432906.56,4477862.55
432918.625-4470724.5,"ARQUEROS, AV Nº0 ESQ C/ GRANADEROS AV AVIACION",LATINA,28024.0,432918.625,4470724.5
432935.45-4470482.86,"CALLE GRANADEROS, 5",LATINA,28024.0,432935.45,4470482.86
432938.71-4470479.49,"CALLE GRANADEROS, 5",LATINA,28024.0,432938.71,4470479.49
432949.42-4480088.14,"CAMINO ZARZUELA, 38",MONCLOA-ARAVACA,28023.0,432949.42,4480088.14
432958.11-4478380.1,"CALLE ESCULTOR PERESEJO, 74",MONCLOA-ARAVACA,28023.0,432958.11,4478380.1
432959.16-4478103.69,"CALLE RIO SELLA, 63",MONCLOA-ARAVACA,28023.0,432959.16,4478103.69
432964.84-4470452.96,"CALLE GRANADEROS, 2",LATINA,28024.0,432964.84,4470452.96
432982.63-4479912.84,"AVENIDA VALDEMARIN, 121",MONCLOA-ARAVACA,28023.0,432982.63,4479912.84
432983.49-4478591.85,"CALLE ALFAR, 50",MONCLOA-ARAVACA,28023.0,432983.49,4478591.85
432988.77-4478039.4,"CALLE RIO SELLA, 51",MONCLOA-ARAVACA,28023.0,432988.77,4478039.4
432988.93-4478024.3,"CALLE RIO SELLA, 47",MONCLOA-ARAVACA,28023.0,432988.93,4478024.3
432989.55-4477959.55,"CALLE RIO SELLA, 35",MONCLOA-ARAVACA,28023.0,432989.55,4477959.55
432991.31-4477811.62,"CALLE RIO SELLA, 5",MONCLOA-ARAVACA,28023.0,432991.31,4477811.62
432992.91-4470321.15,"PASEO HUSARES, 4",LATINA,28024.0,432992.91,4470321.15
433000.14-4470328.03,"PASEO HUSARES, 4",LATINA,28024.0,433000.14,4470328.03
433005.3-4470411.2,"CALLE GRANADEROS, 1",LATINA,28024.0,433005.3,4470411.2
433026.08-4478095.84,"CALLE UNICORNIO, 48",MONCLOA-ARAVACA,28023.0,433026.08,4478095.84
433026.11-4478039.94,"CALLE UNICORNIO, 34",MONCLOA-ARAVACA,28023.0,433026.11,4478039.94
433026.88-4477959.7,"CALLE UNICORNIO, 18",MONCLOA-ARAVACA,28023.0,433026.88,4477959.7
433027.61-4477893.74,"CALLE UNICORNIO, 2",MONCLOA-ARAVACA,28023.0,433027.61,4477893.74
433070.11-4478106.96,"CALLE AVE DEL PARAISO, 45",MONCLOA-ARAVACA,28023.0,433070.11,4478106.96
433076.8-4479102.15,"CALLE PICO OCEJON, 11",MONCLOA-ARAVACA,28023.0,433076.8,4479102.15
433081.77-4477424.1,"AVENIDA EUROPA, 29",MONCLOA-ARAVACA,28023.0,433081.77,4477424.1
433088.13-4478149.43,"COLONIA SANTA MARIA, 21",MONCLOA-ARAVACA,28023.0,433088.13,4478149.43
433099.4-4478464.14,"CALLE BRUJULA, 75",MONCLOA-ARAVACA,28023.0,433099.4,4478464.14
433123.91-4478045.62,"CALLE PAVO REAL, 33",MONCLOA-ARAVACA,28023.0,433123.91,4478045.62
433125.16-4477918.46,"CALLE PAVO REAL, 4",MONCLOA-ARAVACA,28023.0,433125.16,4477918.46
433151.11-4478436.5,"CALLE ESCULTOR PERESEJO, 7",MONCLOA-ARAVACA,28023.0,433151.11,4478436.5
433161.65-4477881.18,"CALLE PAVO REAL, 2",MONCLOA-ARAVACA,28023.0,433161.65,4477881.18
433173.74-4477586.54,"CALLE CERRO DE VALDECAHONDE, 29",MONCLOA-ARAVACA,28023.0,433173.74,4477586.54
433176.08-4477636.03,"CALLE CERRO DE VALDECAHONDE, 19",MONCLOA-ARAVACA,28023.0,433176.08,4477636.03
433208.72-4479654.11,"CALLE AGUARON, 4",MONCLOA-ARAVACA,28023.0,433208.72,4479654.11
433213.45-4477480.08,"AVENIDA EUROPA, 27",MONCLOA-ARAVACA,28023.0,433213.45,4477480.08
433214.2-4478455.4,"CALLE ESCULTOR PERESEJO, 38",MONCLOA-ARAVACA,28023.0,433214.2,4478455.4
433228.51-4479679.9,"CALLE AGUARON, 4",MONCLOA-ARAVACA,28023.0,433228.51,4479679.9
433239.09-4478037.22,"CALLE CORONA AUSTRAL, 32",MONCLOA-ARAVACA,28023.0,433239.09,4478037.22
433240.04-4477936.64,"CALLE CORONA AUSTRAL, 12",MONCLOA-ARAVACA,28023.0,433240.04,4477936.64
433261.62-4479978.89,"AVENIDA VALDEMARIN, 128",MONCLOA-ARAVACA,28023.0,433261.62,4479978.89
433279.14-4480435.04,"CALLE JOSE BASTOS, 11",MONCLOA-ARAVACA,28023.0,433279.14,4480435.04
433283.63-4478479.18,"CALLE ESCULTOR PERESEJO, 26",MONCLOA-ARAVACA,28023.0,433283.63,4478479.18
433297.05-4478481.37,"CALLE ESCULTOR PERESEJO, 3",MONCLOA-ARAVACA,28023.0,433297.05,4478481.37
433302.2-4479280.7,"CALLE ANITA VINDEL, 27",MONCLOA-ARAVACA,28023.0,433302.2,4479280.7
433305.0-4478147.64,"CALLE VALTRAVIESO, 34",MONCLOA-ARAVACA,28023.0,433305.0,4478147.64
433316.11-4479045.11,"AVENIDA OSA MAYOR, 98",MONCLOA-ARAVACA,28023.0,433316.11,4479045.11
433316.83-4477483.23,"AVENIDA EUROPA, 27",MONCLOA-ARAVACA,28023.0,433316.83,4477483.23
433318.5-4477881.94,"CALLE RIO TIETAR, 1",MONCLOA-ARAVACA,28023.0,433318.5,4477881.94
433319.5313-4470562.5,"AVIACION, AV Nº0 ESQ C/ MEDINA DEL CAMPO JOAQUIN TURINA",LATINA,28024.0,433319.5313,4470562.5
433324.65-4478737.6,"CALLE ACAMAR, 19",MONCLOA-ARAVACA,28023.0,433324.65,4478737.6
433333.26-4477518.91,"AVENIDA EUROPA, 32",MONCLOA-ARAVACA,28023.0,433333.26,4477518.91
433356.15-4478193.99,"CALLE ARROYO DE POZUELO, 111",MONCLOA-ARAVACA,28023.0,433356.15,4478193.99
433370.48-4478937.0,"Calle  Zarza, 20 ",MONCLOA-ARAVACA,28023.0,433370.48,4478937.0
433371.58-4479048.45,"CALLE ZARZA, 8",MONCLOA-ARAVACA,28023.0,433371.58,4479048.45
433371.77-4477965.77,"CALLE RIO ESLA, 1",MONCLOA-ARAVACA,28023.0,433371.77,4477965.77
433372.26-4479175.96,"CALLE ESTUDIO, 35",MONCLOA-ARAVACA,28023.0,433372.26,4479175.96
433372.57-4478764.6,"CALLE ERIDANO, 6",MONCLOA-ARAVACA,28023.0,433372.57,4478764.6
433377.42-4478123.52,"CALLE VALTRAVIESO, 24",MONCLOA-ARAVACA,28023.0,433377.42,4478123.52
433381.22-4478124.87,"CALLE VALTRAVIESO, 24",MONCLOA-ARAVACA,28023.0,433381.22,4478124.87
433381.46-4479664.14,"CAMINO ZARZUELA, 15",MONCLOA-ARAVACA,28023.0,433381.46,4479664.14
433385.85-4479172.37,"CALLE ESTUDIO, 6",MONCLOA-ARAVACA,28023.0,433385.85,4479172.37
433387.0-4479245.0,"MARIA REINA, GTA Nº0 ESQ C/ ACAMAR C/ OSA MAYOR",MONCLOA-ARAVACA,28023.0,433387.0,4479245.0
433415.36-4480341.44,"CALLE CABELLERA DE BERENICE, 39",MONCLOA-ARAVACA,28023.0,433415.36,4480341.44
433419.84-4478028.71,"CALLE GOLONDRINA, 66",MONCLOA-ARAVACA,28023.0,433419.84,4478028.71
433423.0-4470522.0,"AVIACION, AV Nº0 PROX. ACCESO N-V CTRA. EXTREMADURA",LATINA,28024.0,433423.0,4470522.0
433423.33-4479000.78,"AVENIDA GALAXIA, 1",MONCLOA-ARAVACA,28023.0,433423.33,4479000.78
433423.41-4477946.46,"CALLE GOLONDRINA, 102",MONCLOA-ARAVACA,28023.0,433423.41,4477946.46
433424.52-4477724.42,"Calle  Golondrina,  Frente a Avenida del Talgo, 234",MONCLOA-ARAVACA,28023.0,433424.52,4477724.42
433428.82-4479036.06,"PLAZA ROLLO, 2",MONCLOA-ARAVACA,28023.0,433428.82,4479036.06
433430.42-4478877.59,"AVENIDA GALAXIA, 19",MONCLOA-ARAVACA,28023.0,433430.42,4478877.59
433430.6-4478882.72,"AVENIDA GALAXIA, 19",MONCLOA-ARAVACA,28023.0,433430.6,4478882.72
433436.61-4479633.0,"CAMINO ZARZUELA, 3",MONCLOA-ARAVACA,28023.0,433436.61,4479633.0
433438.13-4477770.36,"AVENIDA TALGO, 204",MONCLOA-ARAVACA,28023.0,433438.13,4477770.36
433438.54-4478206.4,"CALLE GOLONDRINA, 29",MONCLOA-ARAVACA,28023.0,433438.54,4478206.4
433438.7-4477370.37,"AVENIDA EUROPA, 25",MONCLOA-ARAVACA,28023.0,433438.7,4477370.37
433444.01-4479159.48,"CALLE ESTUDIO, 15",MONCLOA-ARAVACA,28023.0,433444.01,4479159.48
433448.85-4479001.11,"CALLE CAROLI, 4",MONCLOA-ARAVACA,28023.0,433448.85,4479001.11
433457.44-4470133.38,"CALLE MONROY, 42",LATINA,28024.0,433457.44,4470133.38
433462.23-4478806.55,"AVENIDA GALAXIA, 23",MONCLOA-ARAVACA,28023.0,433462.23,4478806.55
433463.55-4477446.73,"AVENIDA EUROPA, 30",MONCLOA-ARAVACA,28023.0,433463.55,4477446.73
433464.07-4478813.58,"AVENIDA GALAXIA, 23",MONCLOA-ARAVACA,28023.0,433464.07,4478813.58
433467.98-4478126.38,"CALLE RIO ADAJA, 42",MONCLOA-ARAVACA,28023.0,433467.98,4478126.38
433477.16-4470054.13,"CALLE MONROY, 28",LATINA,28024.0,433477.16,4470054.13
433479.35-4478940.17,"CALLE CAROLI, 10",MONCLOA-ARAVACA,28023.0,433479.35,4478940.17
433491.52-4478915.79,"TRAVESIA CAROLI, 3",MONCLOA-ARAVACA,28023.0,433491.52,4478915.79
433494.48-4478706.07,"CALLE RIAZA, 55",MONCLOA-ARAVACA,28023.0,433494.48,4478706.07
433497.9-4477671.09,"AVENIDA TALGO, 121",MONCLOA-ARAVACA,28023.0,433497.9,4477671.09
433515.85-4479069.23,"CALLE PLEYADES, 4",MONCLOA-ARAVACA,28023.0,433515.85,4479069.23
433517.43-4477740.48,"AVENIDA TALGO, 212",MONCLOA-ARAVACA,28023.0,433517.43,4477740.48
433525.0-4478547.0,"GOLONDRINA, CALLE Nº FTE  C/ VIRGEN DE LOS ROSALES C/ROSAS DE ARAVACA",MONCLOA-ARAVACA,28023.0,433525.0,4478547.0
433525.87-4477961.09,"CALLE VIA LACTEA, 5",MONCLOA-ARAVACA,28023.0,433525.87,4477961.09
433526.13-4478178.48,"CALLE VIA LACTEA, 45",MONCLOA-ARAVACA,28023.0,433526.13,4478178.48
433529.58-4478387.76,"CALLE VIRGEN DE LOS ROSALES, 106",MONCLOA-ARAVACA,28023.0,433529.58,4478387.76
433544.26-4478809.99,"CALLE CAROLI, 16",MONCLOA-ARAVACA,28023.0,433544.26,4478809.99
433547.26-4480155.5,"AVENIDA VALDEMARIN, 94",MONCLOA-ARAVACA,28023.0,433547.26,4480155.5
433548.31-4478585.23,"CALLE VELETA, 40",MONCLOA-ARAVACA,28023.0,433548.31,4478585.23
433548.62-4478456.87,"CALLE VELETA, 5",MONCLOA-ARAVACA,28023.0,433548.62,4478456.87
433548.77-4478513.51,"CALLE VELETA, 24",MONCLOA-ARAVACA,28023.0,433548.77,4478513.51
433549.58-4478942.87,"PLAZA MARQUES DE CAMARINES, 8",MONCLOA-ARAVACA,28023.0,433549.58,4478942.87
433552.41-4478916.15,"CALLE PEREZ DE VICTORIA, 3",MONCLOA-ARAVACA,28023.0,433552.41,4478916.15
433557.94-4478939.95,"PLAZA MARQUES DE CAMARINES, 5",MONCLOA-ARAVACA,28023.0,433557.94,4478939.95
433561.13-4478776.96,"CALLE CAROLI, 20",MONCLOA-ARAVACA,28023.0,433561.13,4478776.96
433564.75-4470595.64,"CALLE FUENTE DEL TIRO, 36",LATINA,28024.0,433564.75,4470595.64
433565.0-4470890.0,"EXTREMADURA, Pº Nº0 ESQ. FUENTE DE LIMA M-30",LATINA,28024.0,433565.0,4470890.0
