ID,CALLE,DISTRITO,CODIGOPOSTAL,COORDENADA-X,COORDENADA-Y
439010.2-4471143.96,"CALLE DE MIGUEL MAYOR, 14",CARABANCHEL,28019.0,439010.2,4471143.96
439010.3-4472888.88,"CALLE DE COBOS DE SEGOVIA, 21",ARGANZUELA,28005.0,439010.3,4472888.88
439012.87-4479992.51,"CALLE ANTONIO MACHADO, 53",MONCLOA-ARAVACA,28039.0,439012.87,4479992.51
439016.32-4481511.04,"PLAZA PICO SALVAGUARDIA, 1",FUENCARRAL-EL PARDO,28035.0,439016.32,4481511.04
439016.59-4480445.3,"CALLE LA SERNA DEL MONTE, 2",FUENCARRAL-EL PARDO,28035.0,439016.59,4480445.3
439017.3-4470941.54,"CALLE DE SANTA LUCRECIA, 8",CARABANCHEL,28019.0,439017.3,4470941.54
439019.02-4482030.84,"Calle  Cerro de Minguete, 9 ",FUENCARRAL,28929.0,439019.02,4482030.84
439021.25-4469337.25,"CALLE DE GAINZA, 19",USERA,28041.0,439021.25,4469337.25
439021.25-4480497.96,"CALLE LA SERNA DEL MONTE, 4",FUENCARRAL-EL PARDO,28035.0,439021.25,4480497.96
439021.92-4482035.92,"CALLE CERRO MINGUETE, 9",FUENCARRAL-EL PARDO,28929.0,439021.92,4482035.92
439022.19-4473745.75,"CALLE DE MORENO NIETO, 4",ARGANZUELA,28005.0,439022.19,4473745.75
439022.28-4469338.24,"CALLE DE GAINZA, 19",USERA,28041.0,439022.28,4469338.24
439023.0-4473481.0,"MELANCOLICOS (DE LOS), Pº Nº12 DESP C/ RUY GONZALEZ CLAVIJO Pº PONTONES",ARGANZUELA,28005.0,439023.0,4473481.0
439024.6-4470706.5,"Calle  Vía Lusitana, 100 ",CARABANCHEL,28025.0,439024.6,4470706.5
439025.72-4472196.85,"CALLE DE SANTA SATURNINA, 2",CARABANCHEL,28019.0,439025.72,4472196.85
439026.62-4471879.47,"CALLE DE JACINTO VERDAGUER, 25",CARABANCHEL,28019.0,439026.62,4471879.47
439027.38-4479726.98,"Calle  Antonio Machado, 12 IDM Ciudad de los Poetas",MONCLOA-ARAVACA,28035.0,439027.38,4479726.98
439027.59-4480553.05,"CALLE LA SERNA DEL MONTE, 6",FUENCARRAL-EL PARDO,28035.0,439027.59,4480553.05
439027.65-4471880.46,"CALLE DE JACINTO VERDAGUER, 25",CARABANCHEL,28019.0,439027.65,4471880.46
439028.0-4480879.0,"JUAN SANCHEZ, CALLE Nº3 ANTES C/ CESAR MANRIQUE C/ ISLA MALAITA",FUENCARRAL-EL PARDO,28035.0,439028.0,4480879.0
439028.8-4472157.86,"PASEO DEL QUINCE DE MAYO, 15",CARABANCHEL,28019.0,439028.8,4472157.86
439029.15-4472044.29,"CALLE DE ARMENGOT, 4",CARABANCHEL,28019.0,439029.15,4472044.29
439029.83-4472158.85,"PASEO DEL QUINCE DE MAYO, 15",CARABANCHEL,28019.0,439029.83,4472158.85
439030.18-4472045.28,"CALLE DE ARMENGOT, 4",CARABANCHEL,28019.0,439030.18,4472045.28
439030.48-4480842.73,"AVENIDA MONFORTE DE LEMOS, 193",FUENCARRAL-EL PARDO,28035.0,439030.48,4480842.73
439031.64-4472235.65,"CALLE DE SANTA SATURNINA, 5",CARABANCHEL,28019.0,439031.64,4472235.65
439033.35-4477500.17,"PASEO JUAN XXIII, 5",CHAMBERI,28040.0,439033.35,4477500.17
439034.1-4469320.49,"CALLE DE GAÍNZA, 17",USERA,28041.0,439034.1,4469320.49
439035.23-4470765.67,"AVENIDA DE OPORTO, 4",CARABANCHEL,28025.0,439035.23,4470765.67
439035.48-4469688.24,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 55",USERA,28026.0,439035.48,4469688.24
439036.32-4479403.05,"CALLE AGUILAR DE CAMPOO, 7",MONCLOA-ARAVACA,28040.0,439036.32,4479403.05
439036.5-4469689.23,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 55",USERA,28026.0,439036.5,4469689.23
439037.17-4479352.58,"CALLE AGUILAR DE CAMPOO, 1",MONCLOA-ARAVACA,28040.0,439037.17,4479352.58
439037.51-4473594.55,"PASEO DE LOS MELANCOLICOS, 2",ARGANZUELA,28005.0,439037.51,4473594.55
439038.01-4479728.99,"Calle  Antonio Machado, 12 ",MONCLOA-ARAVACA,28039.0,439038.01,4479728.99
439038.66-4480139.26,"CALLE ANTONIO MACHADO, 36",MONCLOA-ARAVACA,28039.0,439038.66,4480139.26
439038.69-4480564.71,"CALLE CHANTADA, 51",FUENCARRAL-EL PARDO,28035.0,439038.69,4480564.71
439038.87-4475776.71,"CALLE MARTIN DE LOS HEROS, 68",MONCLOA-ARAVACA,28008.0,439038.87,4475776.71
439040.31-4469771.13,"CALLE DE LA ARENARIA, 2",USERA,28026.0,439040.31,4469771.13
439042.19-4475252.4,"PASEO PINTOR ROSALES, 14",MONCLOA-ARAVACA,28008.0,439042.19,4475252.4
439042.88-4480036.21,"CALLE ANTONIO MACHADO, 32",MONCLOA-ARAVACA,28039.0,439042.88,4480036.21
439043.0-4475829.0,"FERRAZ, CALLE Nº0 FTE  Nº 41 Pº MORET",MONCLOA-ARAVACA,28008.0,439043.0,4475829.0
439044.44-4469768.09,"CALLE DE LA ARENARIA, 2",USERA,28026.0,439044.44,4469768.09
439044.88-4481188.61,"CALLE FERMIN CABALLERO, 87",FUENCARRAL-EL PARDO,28035.0,439044.88,4481188.61
439045.0938-4471061.0,C/LA VIA ANT C/SANTA LUCRECIA,CARABANCHEL,28019.0,439045.0938,4471061.0
439045.42-4480434.83,"CALLE LA CABRERA, 33",FUENCARRAL-EL PARDO,28035.0,439045.42,4480434.83
439045.47-4469769.09,"CALLE DE LA ARENARIA, 2",USERA,28026.0,439045.47,4469769.09
439045.69-4472878.26,"PASEO DE LOS PONTONES, 22",ARGANZUELA,28005.0,439045.69,4472878.26
439046.02-4471049.98,"CALLE DE EVORA, 5",CARABANCHEL,28019.0,439046.02,4471049.98
439047.05-4471050.97,"CALLE DE EVORA, 5",CARABANCHEL,28019.0,439047.05,4471050.97
439048.02-4471890.73,"CALLE DE JACINTO VERDAGUER, 32",CARABANCHEL,28019.0,439048.02,4471890.73
439048.12-4471893.39,"CALLE DE JACINTO VERDAGUER, 32",CARABANCHEL,28019.0,439048.12,4471893.39
439048.48-4466802.54,"PASEO PLATA Y CASTAÑAR, 24",VILLAVERDE,28021.0,439048.48,4466802.54
439049.04-4471891.72,"CALLE DE JACINTO VERDAGUER, 32",CARABANCHEL,28019.0,439049.04,4471891.72
439051.1-4467198.81,"CALLE DE VERDE VIENTO, 14",VILLAVERDE,28919.0,439051.1,4467198.81
439051.41-4475921.76,"CALLE TUTOR, 55",MONCLOA-ARAVACA,28008.0,439051.41,4475921.76
439051.4688-4473727.0,"JUAN DUQUE, CALLE Nº34 ESQ. C/ PIZARRA Pº MELANCOLICOS",ARGANZUELA,28005.0,439051.4688,4473727.0
439051.61-4469866.5,"CALLE DEL MIJO, 1",USERA,28026.0,439051.61,4469866.5
439051.7-4467135.97,"CALLE DE VERDE VIENTO, 16",VILLAVERDE,28919.0,439051.7,4467135.97
439052.0-4467151.85,"CALLE DE VERDE VIENTO, 16",VILLAVERDE,28919.0,439052.0,4467151.85
439052.49-4472086.07,"CALLE DE VICENTA PARRA, 6",CARABANCHEL,28019.0,439052.49,4472086.07
439054.11-4476324.29,"Plaza  Moncloa, 1 ",MONCLOA-ARAVACA,28008.0,439054.11,4476324.29
439054.49-4482378.19,"CALLE COLLADO DE MARICHIVA, 12",FUENCARRAL-EL PARDO,28929.0,439054.49,4482378.19
439054.73-4472674.94,"CALLE DE ALEJANDRO DUMAS, 24",ARGANZUELA,28005.0,439054.73,4472674.94
439054.88-4479446.88,"CALLE AGUILAR DE CAMPOO, 13",MONCLOA-ARAVACA,28040.0,439054.88,4479446.88
439055.65-4471378.26,"CALLE DE ANTONIO GONZALEZ PORRAS, 27",CARABANCHEL,28019.0,439055.65,4471378.26
439056.23-4478140.03,"AVENIDA MORERAS, 1",MONCLOA-ARAVACA,28040.0,439056.23,4478140.03
439056.31-4471103.63,"CALLE DE EVORA, 1",CARABANCHEL,28019.0,439056.31,4471103.63
439056.78-4474790.79,"PASEO REY, 12",MONCLOA-ARAVACA,28008.0,439056.78,4474790.79
439057.33-4471104.62,"CALLE DE EVORA, 1",CARABANCHEL,28019.0,439057.33,4471104.62
439057.83-4468739.18,"CALLE DE BEASAIN, 43",USERA,28041.0,439057.83,4468739.18
439058.25-4480785.0,"CHANTADA, CALLE Nº DESP. C/ CESAR MANRIQUE C/ RIBADAVIA",FUENCARRAL-EL PARDO,28035.0,439058.25,4480785.0
439058.54-4477325.49,"CALLE SIERRA, 2",CHAMBERI,28040.0,439058.54,4477325.49
439059.07-4481466.05,"AVENIDA CARDENAL HERRERA ORIA, 239",FUENCARRAL-EL PARDO,28929.0,439059.07,4481466.05
439059.09-4479488.45,"CALLE AGUILAR DE CAMPOO, 17",MONCLOA-ARAVACA,28035.0,439059.09,4479488.45
439059.45-4479530.61,"CALLE AGUILAR DE CAMPOO, 23",MONCLOA-ARAVACA,28035.0,439059.45,4479530.61
439060.08-4471307.18,"CALLE DE ANTOÑITA JIMENEZ, 28",CARABANCHEL,28019.0,439060.08,4471307.18
439061.61-4466043.15,"PASEO DE LOS FERROVIARIOS, 71",VILLAVERDE,28021.0,439061.61,4466043.15
439062.0-4480635.0,"CESAR MANRIQUE, CALLE Nº0 JTO C/ CABRERA AV ILUSTRACION",FUENCARRAL-EL PARDO,28035.0,439062.0,4480635.0
439062.37-4472268.59,"CALLE DE SANTA SATURNINA, 8",CARABANCHEL,28019.0,439062.37,4472268.59
439062.47-4480545.76,"CALLE CHANTADA, 51",FUENCARRAL-EL PARDO,28035.0,439062.47,4480545.76
439063.08-4479584.07,"CALLE AGUILAR DE CAMPOO, 29",MONCLOA-ARAVACA,28035.0,439063.08,4479584.07
439063.4688-4474060.5,"JUAN DUQUE, CALLE Nº14 ESQ C/ MANZANARES Pº MELANCOLICOS",ARGANZUELA,28013.0,439063.4688,4474060.5
439063.95-4472284.56,"CALLE DE SANTA SATURNINA, 10",CARABANCHEL,28019.0,439063.95,4472284.56
439065.31-4473664.48,"RONDA DE SEGOVIA, 23",ARGANZUELA,28005.0,439065.31,4473664.48
439067.04-4479487.02,"CALLE AGUILAR DE CAMPOO, 16",MONCLOA-ARAVACA,28035.0,439067.04,4479487.02
439067.09-4472305.52,"CALLE DE SANTA SATURNINA, 10",CARABANCHEL,28019.0,439067.09,4472305.52
439067.375-4477654.5,"MARQUES DE COMILLAS, PZA. Nº3 ESQ. Pº JUAN XXIII ISAC PERAL",MONCLOA-ARAVACA,28040.0,439067.375,4477654.5
439068.87-4480544.77,"CALLE CHANTADA, 51",FUENCARRAL-EL PARDO,28035.0,439068.87,4480544.77
439070.76-4472287.95,"CALLE DE SANTA SATURNINA, 10",CARABANCHEL,28019.0,439070.76,4472287.95
439070.92-4472212.68,"AVENIDA DE LA EMPERATRIZ ISABEL, 9",CARABANCHEL,28019.0,439070.92,4472212.68
439073.43-4482136.71,"CALLE SENDA DEL INFANTE, 16",FUENCARRAL-EL PARDO,28929.0,439073.43,4482136.71
439073.67-4470240.97,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 14",USERA,28026.0,439073.67,4470240.97
439074.69-4470241.96,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 12",USERA,28026.0,439074.69,4470241.96
439076.01-4472578.41,"PASEO DE LOS MELANCOLICOS, 77",ARGANZUELA,28005.0,439076.01,4472578.41
439076.88-4472142.48,"PASEO DEL QUINCE DE MAYO, 10",CARABANCHEL,28019.0,439076.88,4472142.48
439077.91-4472143.47,"PASEO DEL QUINCE DE MAYO, 10",CARABANCHEL,28019.0,439077.91,4472143.47
439079.36-4472218.17,"AVENIDA DE LA EMPERATRIZ ISABEL, 7",CARABANCHEL,28019.0,439079.36,4472218.17
439079.93-4476244.18,"CALLE ARCIPRESTE DE HITA, 14",CHAMBERI,28015.0,439079.93,4476244.18
439080.22-4479409.0,"CALLE AGUILAR DE CAMPOO, 2",MONCLOA-ARAVACA,28040.0,439080.22,4479409.0
439080.43-4478381.56,"CALLE PIRINEOS, 53",MONCLOA-ARAVACA,28040.0,439080.43,4478381.56
439080.51-4473662.15,"RONDA SEGOVIA, 23",CENTRO,28005.0,439080.51,4473662.15
439081.86-4473841.84,"CALLE DEL MANZANARES, 1",ARGANZUELA,28005.0,439081.86,4473841.84
439081.99-4480424.72,"CALLE LA HIRUELA, 2",FUENCARRAL-EL PARDO,28035.0,439081.99,4480424.72
439082.14-4466166.87,"PASEO DE LOS FERROVIARIOS, 69",VILLAVERDE,28021.0,439082.14,4466166.87
439082.7-4470276.75,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 12",USERA,28026.0,439082.7,4470276.75
439083.02-4481354.35,"CALLE ISLAS CIES, 12",FUENCARRAL-EL PARDO,28035.0,439083.02,4481354.35
439085.11-4466920.68,"CALLE DE LOS AFLUENTES, 27",VILLAVERDE,28021.0,439085.11,4466920.68
439085.6-4472893.9,"Paseo  Pontones, 19 ",ARGANZUELA,28005.0,439085.6,4472893.9
439085.96-4476361.35,"CALLE ISAAC PERAL, 6",CHAMBERI,28015.0,439085.96,4476361.35
439086.7-4471115.04,"CALLE DEL ARROYO OPAÑEL, 10",CARABANCHEL,28019.0,439086.7,4471115.04
439087.78-4473504.89,"PASEO IMPERIAL, 1",ARGANZUELA,28005.0,439087.78,4473504.89
439089.91-4472064.45,"CALLE DE VICENTA PARRA, 2",CARABANCHEL,28019.0,439089.91,4472064.45
439090.79-4466101.31,"PASEO DE ALBERTO PALACIOS, 86",VILLAVERDE,28021.0,439090.79,4466101.31
439091.71-4471209.88,"Calle  Alejandro Sánchez , 100 B",CARABANCHEL,28019.0,439091.71,4471209.88
439092.03-4481911.0,"CALLE VALLE DE PINARES LLANOS, 3",FUENCARRAL-EL PARDO,28035.0,439092.03,4481911.0
439092.38-4478388.31,"CALLE PIRINEOS, 51",MONCLOA-ARAVACA,28040.0,439092.38,4478388.31
439092.72-4480602.99,"Calle  Cándido Mateos, 17 ",FUENCARRAL,28035.0,439092.72,4480602.99
439093.08-4472172.43,"CALLE DE PABLO MONTESINOS, 10",CARABANCHEL,28019.0,439093.08,4472172.43
439094.9-4473405.6,"Paseo  Imperial , 12 ",ARGANZUELA,28005.0,439094.9,4473405.6
439095.0-4481631.0,"CARDENAL HERRERA ORIA, AV. Nº245 ESQ C/ ISLA DE AROSA AV LLANOS CASTELLANO",FUENCARRAL-EL PARDO,28035.0,439095.0,4481631.0
439095.69-4479358.22,"CALLE ALCALDE MARTIN DE ALZAGA, 5",MONCLOA-ARAVACA,28039.0,439095.69,4479358.22
439097.98-4473935.4,"CALLE DE SEGOVIA, 47",ARGANZUELA,28005.0,439097.98,4473935.4
439098.35-4478418.45,"CALLE PIRINEOS, 49",MONCLOA-ARAVACA,28040.0,439098.35,4478418.45
439100.25-4467237.71,"CALLE DE CAMBORIO, 45",VILLAVERDE,28021.0,439100.25,4467237.71
439101.97-4473320.06,"CALLE DE JEMENUÑO, 2",ARGANZUELA,28005.0,439101.97,4473320.06
439102.16-4472119.85,"PASEO DEL QUINCE DE MAYO, 5",CARABANCHEL,28019.0,439102.16,4472119.85
439103.18-4472120.84,"PASEO DEL QUINCE DE MAYO, 5",CARABANCHEL,28019.0,439103.18,4472120.84
439103.56-4473745.53,"RONDA DE SEGOVIA, 15",ARGANZUELA,28005.0,439103.56,4473745.53
439104.42-4475831.8,"CALLE TUTOR, 47",MONCLOA-ARAVACA,28008.0,439104.42,4475831.8
439104.6-4469335.24,"CALLE DE GAINZA, 11",USERA,28041.0,439104.6,4469335.24
439104.66-4466911.98,"CALLE DE LOS AFLUENTES, 23",VILLAVERDE,28021.0,439104.66,4466911.98
439104.68-4469124.66,"CALLE DE OREJA, 54",USERA,28041.0,439104.68,4469124.66
439104.77-4472169.56,"CALLE DE PABLO MONTESINOS, 13",CARABANCHEL,28019.0,439104.77,4472169.56
439105.63-4469336.23,"CALLE DE GAINZA, 11",USERA,28041.0,439105.63,4469336.23
439105.71-4469125.65,"CALLE DE OREJA, 54",USERA,28041.0,439105.71,4469125.65
439106.0-4474843.0,"SAN VICENTE (DE), CUESTA Nº0 FTE ESTACION PRINCIPE PIO PZA ESPAÑA",CENTRO,28008.0,439106.0,4474843.0
439107.0-4473180.5,"COBOS DE SEGOVIA, 7",ARGANZUELA,28005.0,439107.0,4473180.5
439107.7-4466088.0,"Paseo  Alberto Palacios, 79 ",VILLAVERDE,28021.0,439107.7,4466088.0
439109.02-4472285.86,"CALLE DE CEFEO, 3",CARABANCHEL,28019.0,439109.02,4472285.86
439109.04-4467075.68,"CALLE DE LAS OLAS, 44",VILLAVERDE,28021.0,439109.04,4467075.68
439109.2-4471116.07,"CALLE DEL ARROYO OPAÑEL, 6",CARABANCHEL,28019.0,439109.2,4471116.07
439109.56-4471912.54,"CALLE DE LA IGLESIA, 11",CARABANCHEL,28019.0,439109.56,4471912.54
439109.58-4468828.9,"CALLE DE SEGURA, 10",USERA,28041.0,439109.58,4468828.9
439109.65-4473388.15,"PASEO IMPERIAL, 14",ARGANZUELA,28005.0,439109.65,4473388.15
439110.09-4480635.86,"CALLE CANDIDO MATEOS, 12",FUENCARRAL-EL PARDO,28035.0,439110.09,4480635.86
439110.23-4471117.06,"CALLE DEL ARROYO OPAÑEL, 6",CARABANCHEL,28019.0,439110.23,4471117.06
439110.38-4466108.47,"PASEO DE ALBERTO PALACIOS, 79",VILLAVERDE,28021.0,439110.38,4466108.47
439110.58-4471913.53,"CALLE DE LA IGLESIA, 11",CARABANCHEL,28019.0,439110.58,4471913.53
439110.61-4468829.89,"CALLE DE SEGURA, 10",USERA,28041.0,439110.61,4468829.89
439112.1-4473501.03,"PASEO IMPERIAL, 1",ARGANZUELA,28005.0,439112.1,4473501.03
439112.21-4469320.75,"CALLE DE GAINZA, 11",USERA,28041.0,439112.21,4469320.75
439112.57-4466273.3,"PASEO DE LOS FERROVIARIOS, 59",VILLAVERDE,28021.0,439112.57,4466273.3
439113.09-4466096.69,"PASEO DE ALBERTO PALACIOS, 79",VILLAVERDE,28021.0,439113.09,4466096.69
439113.55-4471285.55,"CALLE DE ANTOÑITA JIMENEZ, 18",CARABANCHEL,28019.0,439113.55,4471285.55
439114.49-4470438.67,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 10",USERA,28026.0,439114.49,4470438.67
439114.9375-4480400.0,"ANTONIO MACHADO, CALLE Nº0 ESQ C/ VALDERODRIGO C/JOAQUIN LORENZO",MONCLOA-ARAVACA,28035.0,439114.9375,4480400.0
439115.37-4481089.13,"CALLE SANTIAGO DE COMPOSTELA, 90",FUENCARRAL-EL PARDO,28035.0,439115.37,4481089.13
439115.51-4470439.66,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 10",USERA,28026.0,439115.51,4470439.66
439115.75-4470437.66,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 10",USERA,28026.0,439115.75,4470437.66
439116.0938-4469695.5,"POBLADOS (DE LOS), AVD Nº0 ESQ CTRA TOLEDO A 40 M CTRA ANDALUCIA",USERA,28026.0,439116.0938,4469695.5
439117.43-4471283.07,"CALLE DE ANTOÑITA JIMENEZ, 18",CARABANCHEL,28019.0,439117.43,4471283.07
439118.45-4480529.92,"CALLE CHANTADA, 49",FUENCARRAL-EL PARDO,28035.0,439118.45,4480529.92
439119.03-4469177.71,"CALLE DE IBARRA, 11",USERA,28041.0,439119.03,4469177.71
439119.28-4469124.21,"CALLE DE IBARRA, 92",USERA,28041.0,439119.28,4469124.21
439119.7188-4481374.5,"FERMIN CABALLERO, CALLE Nº87 FTE C/ ISLAS CIES C/ GINZO DE LIMIA",FUENCARRAL-EL PARDO,28035.0,439119.7188,4481374.5
439120.31-4469125.2,"CALLE DE IBARRA, 92",USERA,28041.0,439120.31,4469125.2
439123.87-4471207.98,"CALLE DE ALEJANDRO SANCHEZ, 100",CARABANCHEL,28019.0,439123.87,4471207.98
439125.32-4469126.05,"CALLE DE IBARRA, 92",USERA,28041.0,439125.32,4469126.05
439125.43-4466100.25,"CALLE DE TORDEGRILLOS, 45",VILLAVERDE,28021.0,439125.43,4466100.25
439127.66-4480210.33,"CALLE VALDERRODRIGO, 55",MONCLOA-ARAVACA,28035.0,439127.66,4480210.33
439128.83-4464757.17,"CALLE DE SAN MAMES, 81",VILLAVERDE,28093.0,439128.83,4464757.17
439128.92-4476883.57,"CALLE ISAAC PERAL, 48",CHAMBERI,28003.0,439128.92,4476883.57
439130.12-4469958.0,"CALLE DEL HENO, 3",USERA,28026.0,439130.12,4469958.0
439131.8-4473247.7,"Paseo  Imperial , 20 ",ARGANZUELA,28005.0,439131.8,4473247.7
439132.2-4472224.51,"CALLE DE PABLO MONTESINOS, 7",CARABANCHEL,28019.0,439132.2,4472224.51
439132.27-4473832.55,"RONDA DE SEGOVIA, 5",ARGANZUELA,28005.0,439132.27,4473832.55
439132.79-4473248.47,"Paseo  Imperial, 20 ",ARGANZUELA,28005.0,439132.79,4473248.47
439132.87-4479360.9,"CALLE ALCALDE MARTIN DE ALZAGA, 7",MONCLOA-ARAVACA,28039.0,439132.87,4479360.9
439133.55-4482288.21,"CALLE COLLADO DE CERRO MALEJO, 8",FUENCARRAL-EL PARDO,28929.0,439133.55,4482288.21
439134.6-4471923.3,"Calle  Jacinto Verdaguer , 16 ",CARABANCHEL,28019.0,439134.6,4471923.3
439135.07-4472232.48,"CALLE DE PABLO MONTESINOS, 5",CARABANCHEL,28019.0,439135.07,4472232.48
439135.1563-4482437.5,C/SENDA INFANTE ANT GTA PRADERA DE LOS CORRALILLOS-GTA PRADERA DE LOS CORRALILLOS,FUENCARRAL-EL PARDO,28929.0,439135.1563,4482437.5
439135.25-4479818.89,"CALLE VALDESANGIL, 9",MONCLOA-ARAVACA,28035.0,439135.25,4479818.89
439135.6563-4475468.0,"PINTOR ROSALES, Pº Nº0 FTE Nº 16 C/ BAILEN",MONCLOA-ARAVACA,28008.0,439135.6563,4475468.0
439135.87-4471431.34,"CALLE DE JOSEFA FERNANDEZ BUTERGA, 6",CARABANCHEL,28019.0,439135.87,4471431.34
439136.29-4471535.68,"CALLE DE LA VERDAD, 20",CARABANCHEL,28019.0,439136.29,4471535.68
439136.4-4469957.95,"CALLE DEL HENO, 3",USERA,28026.0,439136.4,4469957.95
439136.8-4471462.6,"Calle  Verdad, 29 ",CARABANCHEL,28019.0,439136.8,4471462.6
439137.42-4469958.94,"CALLE DEL HENO, 3",USERA,28026.0,439137.42,4469958.94
439137.5-4471914.65,"CALLE DE JACINTO VERDAGUER, 24",CARABANCHEL,28019.0,439137.5,4471914.65
439138.52-4471915.64,"CALLE DE JACINTO VERDAGUER, 24",CARABANCHEL,28019.0,439138.52,4471915.64
439139.04-4469414.66,"CALLE DE TOLOSA, 6",USERA,28041.0,439139.04,4469414.66
439139.52-4466328.92,"PASEO DE LOS FERROVIARIOS, 51",VILLAVERDE,28021.0,439139.52,4466328.92
439140.07-4469415.65,"CALLE DE TOLOSA, 6",USERA,28041.0,439140.07,4469415.65
439140.66-4478332.96,"CALLE TREMP, 48",MONCLOA-ARAVACA,28040.0,439140.66,4478332.96
439140.71-4472102.22,"PASEO DEL QUINCE DE MAYO, 1",CARABANCHEL,28019.0,439140.71,4472102.22
439140.71-4473450.95,"RONDA DE SEGOVIA, 4",ARGANZUELA,28005.0,439140.71,4473450.95
439142.5-4475898.79,"CALLE ALTAMIRANO, 4",MONCLOA-ARAVACA,28008.0,439142.5,4475898.79
439142.98-4468947.07,"CALLE DE IBARRA, 23",USERA,28041.0,439142.98,4468947.07
439143.06-4466179.25,"CALLE DE NUÑO GOMEZ, 10",VILLAVERDE,28021.0,439143.06,4466179.25
439143.68-4472248.28,"CALLE DE PABLO MONTESINOS, 3",CARABANCHEL,28019.0,439143.68,4472248.28
439145.15-4477156.29,"CALLE JULIAN ROMEA, 23",CHAMBERI,28003.0,439145.15,4477156.29
439145.47-4482452.62,"CALLE MIRADOR DE LA REINA, 48",FUENCARRAL-EL PARDO,28929.0,439145.47,4482452.62
439145.56-4473845.09,"RONDA SEGOVIA, 3",CENTRO,28005.0,439145.56,4473845.09
439145.78-4466032.48,"CALLE DE SAN AURELIANO, 11",VILLAVERDE,28021.0,439145.78,4466032.48
439146.41-4479493.02,"CALLE ARTAJONA, 19",MONCLOA-ARAVACA,28035.0,439146.41,4479493.02
439147.9-4466123.2,"Paseo  Alberto Palacios, 68 ",VILLAVERDE,28021.0,439147.9,4466123.2
439147.9-4466357.27,"PASEO DE LOS FERROVIARIOS, 49",VILLAVERDE,28021.0,439147.9,4466357.27
439148.04-4472902.84,"Paseo  Pontones , 14 ",ARGANZUELA,28005.0,439148.04,4472902.84
439148.14-4479434.73,"CALLE ARTAJONA, 19",MONCLOA-ARAVACA,28035.0,439148.14,4479434.73
439148.62-4469769.47,"CALLE DE LA ARENARIA, 14",USERA,28026.0,439148.62,4469769.47
439149.29-4478521.5,"CALLE PIRINEOS, 37",MONCLOA-ARAVACA,28040.0,439149.29,4478521.5
439149.48-4479529.21,"CALLE ARTAJONA, 21",MONCLOA-ARAVACA,28035.0,439149.48,4479529.21
439149.65-4469770.46,"CALLE DE LA ARENARIA, 14",USERA,28026.0,439149.65,4469770.46
439149.77-4469858.38,"CALLE DEL MIJO, 14",USERA,28026.0,439149.77,4469858.38
439150.35-4479453.61,"CALLE ARTAJONA, 2",MONCLOA-ARAVACA,28035.0,439150.35,4479453.61
439150.53-4479588.53,"CALLE ARTAJONA, 35",MONCLOA-ARAVACA,28035.0,439150.53,4479588.53
439150.79-4469859.37,"CALLE DEL MIJO, 14",USERA,28026.0,439150.79,4469859.37
439151.16-4472040.31,"PARTICULAR DEL GENERAL RICARDOS, 2",CARABANCHEL,28019.0,439151.16,4472040.31
439151.38-4479428.93,"CALLE ARTAJONA, 19",MONCLOA-ARAVACA,28035.0,439151.38,4479428.93
439152.15-4470539.71,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 8",USERA,28026.0,439152.15,4470539.71
439152.79-4468943.22,"CALLE DE IBARRA, 23",USERA,28041.0,439152.79,4468943.22
439152.89-4472033.3,"PARTICULAR DEL GENERAL RICARDOS, 2",CARABANCHEL,28019.0,439152.89,4472033.3
439153.08-4479493.93,"CALLE ARTAJONA, 8",MONCLOA-ARAVACA,28035.0,439153.08,4479493.93
439153.18-4470540.7,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 8",USERA,28026.0,439153.18,4470540.7
439153.82-4468944.21,"CALLE DE IBARRA, 23",USERA,28041.0,439153.82,4468944.21
439153.8-4468595.43,"CALLE DE GAINZA, 307",USERA,28041.0,439153.8,4468595.43
439153.91-4472034.29,"PARTICULAR DEL GENERAL RICARDOS, 2",CARABANCHEL,28019.0,439153.91,4472034.29
439154.73-4479654.04,"CALLE ARTAJONA, 45",MONCLOA-ARAVACA,28035.0,439154.73,4479654.04
439155.7-4478515.25,"CALLE PIRINEOS, 37",MONCLOA-ARAVACA,28040.0,439155.7,4478515.25
439155.95-4480765.41,"CALLE LA BAÑEZA, 41",FUENCARRAL-EL PARDO,28035.0,439155.95,4480765.41
439156.24-4466118.43,"PASEO DE ALBERTO PALACIOS, 82",VILLAVERDE,28021.0,439156.24,4466118.43
439156.53-4469865.54,"CALLE DEL MIJO, 14",USERA,28026.0,439156.53,4469865.54
439156.81-4470539.23,"CALLE DE RICARDO BELTRAN Y ROZPIDE, 8",USERA,28026.0,439156.81,4470539.23
439156.89-4481399.9,"CALLE ISLAS CIES, 7",FUENCARRAL-EL PARDO,28035.0,439156.89,4481399.9
