,ID,TIPO,UBICACION,HORARIO
5451,ENVASES-440511.37-4469105.28,ENVASES,440511.37-4469105.28,24 horas
5452,ENVASES-440515.49-4483711.16,ENVASES,440515.49-4483711.16,24 horas
5453,ENVASES-440520.54-4467818.21,ENVASES,440520.54-4467818.21,24 horas
5454,ENVASES-440521.19-4479619.24,ENVASES,440521.19-4479619.24,24 horas
5455,ENVASES-440527.22-4480001.52,ENVASES,440527.22-4480001.52,24 horas
5456,ENVASES-440528.66-4470526.24,ENVASES,440528.66-4470526.24,24 horas
5457,ENVASES-440529.08-4473488.76,ENVASES,440529.08-4473488.76,24 horas
5458,ENVASES-440530.11-4479065.41,ENVASES,440530.11-4479065.41,24 horas
5459,ENVASES-440531.71-4467556.48,ENVASES,440531.71-4467556.48,24 horas
5460,ENVASES-440532.30-4479000.42,ENVASES,440532.3-4479000.42,24 horas
5461,ENVASES-440533.61-4470401.21,ENVASES,440533.61-4470401.21,24 horas
5462,ENVASES-440534.50-4470385.10,ENVASES,440534.5-4470385.1,24 horas
5463,ENVASES-440536.85-4480073.94,ENVASES,440536.85-4480073.94,24 horas
5464,ENVASES-440538.09-4466785.39,ENVASES,440538.09-4466785.39,24 horas
5465,ENVASES-440539.79-4470571.00,ENVASES,440539.79-4470571.0,24 horas
5466,ENVASES-440539.94-4468166.95,ENVASES,440539.94-4468166.95,24 horas
5467,ENVASES-440541.99-4479765.44,ENVASES,440541.99-4479765.44,24 horas
5468,ENVASES-440543.87-4475194.98,ENVASES,440543.87-4475194.98,24 horas
5469,ENVASES-440544.27-4479726.67,ENVASES,440544.27-4479726.67,24 horas
5470,ENVASES-440545.26-4479272.70,ENVASES,440545.26-4479272.7,24 horas
5471,ENVASES-440547.72-4466724.26,ENVASES,440547.72-4466724.26,24 horas
5472,ENVASES-440548.69-4468821.14,ENVASES,440548.69-4468821.14,24 horas
5473,ENVASES-440549.58-4471142.82,ENVASES,440549.58-4471142.82,24 horas
5474,ENVASES-440550.38-4480367.17,ENVASES,440550.38-4480367.17,24 horas
5475,ENVASES-440550.88-4469087.43,ENVASES,440550.88-4469087.43,24 horas
5476,ENVASES-440552.36-4479113.42,ENVASES,440552.36-4479113.42,24 horas
5477,ENVASES-440556.21-4479284.93,ENVASES,440556.21-4479284.93,24 horas
5478,ENVASES-440559.58-4470401.45,ENVASES,440559.58-4470401.45,24 horas
5479,ENVASES-440560.24-4473270.22,ENVASES,440560.24-4473270.22,24 horas
5480,ENVASES-440560.38-4473600.35,ENVASES,440560.38-4473600.35,24 horas
5481,ENVASES-440561.61-4479464.92,ENVASES,440561.61-4479464.92,24 horas
5482,ENVASES-440566.16-4480060.03,ENVASES,440566.16-4480060.03,24 horas
5483,ENVASES-440566.29-4479510.14,ENVASES,440566.29-4479510.14,24 horas
5484,ENVASES-440566.98-4470574.00,ENVASES,440566.98-4470574.0,24 horas
5485,ENVASES-440571.16-4470426.77,ENVASES,440571.16-4470426.77,24 horas
5486,ENVASES-440571.35-4479794.59,ENVASES,440571.35-4479794.59,24 horas
5487,ENVASES-440572.14-4479917.89,ENVASES,440572.14-4479917.89,24 horas
5488,ENVASES-440574.25-4479597.98,ENVASES,440574.25-4479597.98,24 horas
5489,ENVASES-440575.30-4467109.12,ENVASES,440575.3-4467109.12,24 horas
5490,ENVASES-440577.89-4467683.44,ENVASES,440577.89-4467683.44,24 horas
5491,ENVASES-440578.29-4479176.51,ENVASES,440578.29-4479176.51,24 horas
5492,ENVASES-440579.23-4478965.32,ENVASES,440579.23-4478965.32,24 horas
5493,ENVASES-440579.66-4473313.68,ENVASES,440579.66-4473313.68,24 horas
5494,ENVASES-440584.56-4473665.33,ENVASES,440584.56-4473665.33,24 horas
5495,ENVASES-440585.64-4474013.40,ENVASES,440585.64-4474013.4,24 horas
5496,ENVASES-440589.84-4467401.28,ENVASES,440589.84-4467401.28,24 horas
5497,ENVASES-440590.59-4479261.58,ENVASES,440590.59-4479261.58,24 horas
5498,ENVASES-440591.32-4470421.51,ENVASES,440591.32-4470421.51,24 horas
5499,ENVASES-440599.32-4479011.90,ENVASES,440599.32-4479011.9,24 horas
5500,ENVASES-440599.80-4470141.48,ENVASES,440599.8-4470141.48,24 horas
5501,ENVASES-440600.46-4467594.90,ENVASES,440600.46-4467594.9,24 horas
5502,ENVASES-440604.23-4479080.89,ENVASES,440604.23-4479080.89,24 horas
5503,ENVASES-440604.36-4468774.86,ENVASES,440604.36-4468774.86,24 horas
5504,ENVASES-440605.16-4479968.86,ENVASES,440605.16-4479968.86,24 horas
5505,ENVASES-440606.42-4467768.02,ENVASES,440606.42-4467768.02,24 horas
5506,ENVASES-440609.63-4473041.02,ENVASES,440609.63-4473041.02,24 horas
5507,ENVASES-440611.96-4479768.92,ENVASES,440611.96-4479768.92,24 horas
5508,ENVASES-440613.35-4480185.76,ENVASES,440613.35-4480185.76,24 horas
5509,ENVASES-440616.35-4480238.33,ENVASES,440616.35-4480238.33,24 horas
5510,ENVASES-440623.33-4468210.69,ENVASES,440623.33-4468210.69,24 horas
5511,ENVASES-440623.62-4480136.43,ENVASES,440623.62-4480136.43,24 horas
5512,ENVASES-440625.20-4479286.49,ENVASES,440625.2-4479286.49,24 horas
5513,ENVASES-440625.53-4473757.27,ENVASES,440625.53-4473757.27,24 horas
5514,ENVASES-440627.34-4479690.42,ENVASES,440627.34-4479690.42,24 horas
5515,ENVASES-440629.67-4470697.83,ENVASES,440629.67-4470697.83,24 horas
5516,ENVASES-440630.23-4468578.95,ENVASES,440630.23-4468578.95,24 horas
5517,ENVASES-440632.84-4480383.62,ENVASES,440632.84-4480383.62,24 horas
5518,ENVASES-440634.77-4479228.71,ENVASES,440634.77-4479228.71,24 horas
5519,ENVASES-440636.71-4473096.93,ENVASES,440636.71-4473096.93,24 horas
5520,ENVASES-440637.76-4468994.27,ENVASES,440637.76-4468994.27,24 horas
5521,ENVASES-440640.25-4470597.18,ENVASES,440640.25-4470597.18,24 horas
5522,ENVASES-440643.29-4480064.60,ENVASES,440643.29-4480064.6,24 horas
5523,ENVASES-440644.67-4468643.11,ENVASES,440644.67-4468643.11,24 horas
5524,ENVASES-440646.41-4470635.42,ENVASES,440646.41-4470635.42,24 horas
5525,ENVASES-440648.56-4479065.36,ENVASES,440648.56-4479065.36,24 horas
5526,ENVASES-440649.68-4475370.24,ENVASES,440649.68-4475370.24,24 horas
5527,ENVASES-440650.40-4479532.23,ENVASES,440650.4-4479532.23,24 horas
5528,ENVASES-440652.26-4466981.85,ENVASES,440652.26-4466981.85,24 horas
5529,ENVASES-440652.69-4479693.18,ENVASES,440652.69-4479693.18,24 horas
5530,ENVASES-440652.84-4470719.41,ENVASES,440652.84-4470719.41,24 horas
5531,ENVASES-440653.15-4479897.71,ENVASES,440653.15-4479897.71,24 horas
5532,ENVASES-440653.91-4467577.94,ENVASES,440653.91-4467577.94,24 horas
5533,ENVASES-440654.44-4466913.34,ENVASES,440654.44-4466913.34,24 horas
5534,ENVASES-440655.22-4479580.39,ENVASES,440655.22-4479580.39,24 horas
5535,ENVASES-440656.87-4466856.16,ENVASES,440656.87-4466856.16,24 horas
5536,ENVASES-440657.45-4467380.43,ENVASES,440657.45-4467380.43,24 horas
5537,ENVASES-440659.06-4479135.53,ENVASES,440659.06-4479135.53,24 horas
5538,ENVASES-440660.55-4474684.82,ENVASES,440660.55-4474684.82,24 horas
5539,ENVASES-440660.72-4467181.37,ENVASES,440660.72-4467181.37,24 horas
5540,ENVASES-440663.59-4470812.01,ENVASES,440663.59-4470812.01,24 horas
5541,ENVASES-440665.15-4470268.29,ENVASES,440665.15-4470268.29,24 horas
5542,ENVASES-440665.69-4470218.11,ENVASES,440665.69-4470218.11,24 horas
5543,ENVASES-440666.07-4467934.28,ENVASES,440666.07-4467934.28,24 horas
5544,ENVASES-440666.39-4469157.22,ENVASES,440666.39-4469157.22,24 horas
5545,ENVASES-440667.60-4480303.06,ENVASES,440667.6-4480303.06,24 horas
5546,ENVASES-440668.88-4479377.57,ENVASES,440668.88-4479377.57,24 horas
5547,ENVASES-440668.98-4468109.65,ENVASES,440668.98-4468109.65,24 horas
5548,ENVASES-440669.50-4467207.28,ENVASES,440669.5-4467207.28,24 horas
5549,ENVASES-440669.66-4469066.40,ENVASES,440669.66-4469066.4,24 horas
5550,ENVASES-440670.54-4467747.87,ENVASES,440670.54-4467747.87,24 horas
5551,ENVASES-440673.55-4479606.31,ENVASES,440673.55-4479606.31,24 horas
5552,ENVASES-440674.89-4470502.10,ENVASES,440674.89-4470502.1,24 horas
5553,ENVASES-440675.50-4467117.98,ENVASES,440675.5-4467117.98,24 horas
5554,ENVASES-440676.76-4479842.73,ENVASES,440676.76-4479842.73,24 horas
5555,ENVASES-440676.95-4479178.77,ENVASES,440676.95-4479178.77,24 horas
5556,ENVASES-440680.11-4467217.41,ENVASES,440680.11-4467217.41,24 horas
5557,ENVASES-440680.41-4479195.17,ENVASES,440680.41-4479195.17,24 horas
5558,ENVASES-440680.69-4475502.55,ENVASES,440680.69-4475502.55,24 horas
5559,ENVASES-440681.99-4470304.23,ENVASES,440681.99-4470304.23,24 horas
5560,ENVASES-440686.22-4480204.91,ENVASES,440686.22-4480204.91,24 horas
5561,ENVASES-440689.77-4480336.43,ENVASES,440689.77-4480336.43,24 horas
5562,ENVASES-440692.00-4468669.26,ENVASES,440692.0-4468669.26,24 horas
5563,ENVASES-440692.30-4468309.71,ENVASES,440692.3-4468309.71,24 horas
5564,ENVASES-440693.66-4479116.17,ENVASES,440693.66-4479116.17,24 horas
5565,ENVASES-440693.86-4479403.22,ENVASES,440693.86-4479403.22,24 horas
5566,ENVASES-440694.92-4468017.75,ENVASES,440694.92-4468017.75,24 horas
5567,ENVASES-440704.20-4467558.34,ENVASES,440704.2-4467558.34,24 horas
5568,ENVASES-440705.99-4473249.19,ENVASES,440705.99-4473249.19,24 horas
5569,ENVASES-440708.77-4479153.83,ENVASES,440708.77-4479153.83,24 horas
5570,ENVASES-440709.72-4479665.90,ENVASES,440709.72-4479665.9,24 horas
5571,ENVASES-440711.69-4480172.75,ENVASES,440711.69-4480172.75,24 horas
5572,ENVASES-440712.57-4468166.91,ENVASES,440712.57-4468166.91,24 horas
5573,ENVASES-440713.81-4468065.33,ENVASES,440713.81-4468065.33,24 horas
5574,ENVASES-440713.82-4479215.63,ENVASES,440713.82-4479215.63,24 horas
5575,ENVASES-440713.90-4473282.03,ENVASES,440713.9-4473282.03,24 horas
5576,ENVASES-440713.98-4467334.36,ENVASES,440713.98-4467334.36,24 horas
5577,ENVASES-440715.54-4474511.06,ENVASES,440715.54-4474511.06,24 horas
5578,ENVASES-440717.82-4480372.56,ENVASES,440717.82-4480372.56,24 horas
5579,ENVASES-440718.11-4469148.38,ENVASES,440718.11-4469148.38,24 horas
5580,ENVASES-440718.38-4480229.60,ENVASES,440718.38-4480229.6,24 horas
5581,ENVASES-440719.52-4468843.33,ENVASES,440719.52-4468843.33,24 horas
5582,ENVASES-440720.66-4473191.33,ENVASES,440720.66-4473191.33,24 horas
5583,ENVASES-440723.18-4470995.03,ENVASES,440723.18-4470995.03,24 horas
5584,ENVASES-440723.36-4479091.93,ENVASES,440723.36-4479091.93,24 horas
5585,ENVASES-440723.84-4467550.08,ENVASES,440723.84-4467550.08,24 horas
5586,ENVASES-440728.33-4468754.78,ENVASES,440728.33-4468754.78,24 horas
5587,ENVASES-440729.62-4479491.23,ENVASES,440729.62-4479491.23,24 horas
5588,ENVASES-440732.36-4480070.59,ENVASES,440732.36-4480070.59,24 horas
5589,ENVASES-440733.46-4468910.04,ENVASES,440733.46-4468910.04,24 horas
5590,ENVASES-440738.70-4469165.31,ENVASES,440738.7-4469165.31,24 horas
5591,ENVASES-440738.92-4480351.29,ENVASES,440738.92-4480351.29,24 horas
5592,ENVASES-440739.49-4466918.67,ENVASES,440739.49-4466918.67,24 horas
5593,ENVASES-440741.39-4474882.27,ENVASES,440741.39-4474882.27,24 horas
5594,ENVASES-440742.24-4479438.74,ENVASES,440742.24-4479438.74,24 horas
5595,ENVASES-440743.59-4470419.19,ENVASES,440743.59-4470419.19,24 horas
5596,ENVASES-440747.08-4480147.36,ENVASES,440747.08-4480147.36,24 horas
5597,ENVASES-440748.36-4467429.67,ENVASES,440748.36-4467429.67,24 horas
5598,ENVASES-440749.14-4468217.35,ENVASES,440749.14-4468217.35,24 horas
5599,ENVASES-440749.26-4479828.10,ENVASES,440749.26-4479828.1,24 horas
5600,ENVASES-440750.09-4479276.26,ENVASES,440750.09-4479276.26,24 horas
5601,ENVASES-440752.33-4469106.15,ENVASES,440752.33-4469106.15,24 horas
5602,ENVASES-440755.27-4468498.82,ENVASES,440755.27-4468498.82,24 horas
5603,ENVASES-440755.29-4480017.96,ENVASES,440755.29-4480017.96,24 horas
5604,ENVASES-440756.10-4473699.08,ENVASES,440756.1-4473699.08,24 horas
5605,ENVASES-440757.03-4480389.60,ENVASES,440757.03-4480389.6,24 horas
5606,ENVASES-440757.59-4468975.79,ENVASES,440757.59-4468975.79,24 horas
5607,ENVASES-440758.03-4468106.61,ENVASES,440758.03-4468106.61,24 horas
5608,ENVASES-440758.09-4473089.87,ENVASES,440758.09-4473089.87,24 horas
5609,ENVASES-440758.84-4480335.00,ENVASES,440758.84-4480335.0,24 horas
5610,ENVASES-440759.55-4467060.26,ENVASES,440759.55-4467060.26,24 horas
5611,ENVASES-440759.75-4468033.45,ENVASES,440759.75-4468033.45,24 horas
5612,ENVASES-440760.12-4474329.91,ENVASES,440760.12-4474329.91,24 horas
5613,ENVASES-440760.76-4480264.92,ENVASES,440760.76-4480264.92,24 horas
5614,ENVASES-440761.94-4479816.59,ENVASES,440761.94-4479816.59,24 horas
5615,ENVASES-440767.52-4470944.62,ENVASES,440767.52-4470944.62,24 horas
5616,ENVASES-440773.30-4479590.13,ENVASES,440773.3-4479590.13,24 horas
5617,ENVASES-440775.76-4467533.57,ENVASES,440775.76-4467533.57,24 horas
5618,ENVASES-440775.96-4467688.20,ENVASES,440775.96-4467688.2,24 horas
5619,ENVASES-440778.98-4467974.13,ENVASES,440778.98-4467974.13,24 horas
5620,ENVASES-440780.11-4480105.19,ENVASES,440780.11-4480105.19,24 horas
5621,ENVASES-440783.96-4467830.00,ENVASES,440783.96-4467830.0,24 horas
5622,ENVASES-440784.66-4466862.48,ENVASES,440784.66-4466862.48,24 horas
5623,ENVASES-440785.38-4479373.52,ENVASES,440785.38-4479373.52,24 horas
5624,ENVASES-440786.25-4467829.65,ENVASES,440786.25-4467829.65,24 horas
5625,ENVASES-440786.57-4468290.32,ENVASES,440786.57-4468290.32,24 horas
5626,ENVASES-440788.33-4479626.04,ENVASES,440788.33-4479626.04,24 horas
5627,ENVASES-440792.27-4479388.36,ENVASES,440792.27-4479388.36,24 horas
5628,ENVASES-440792.66-4468643.49,ENVASES,440792.66-4468643.49,24 horas
5629,ENVASES-440793.94-4468073.25,ENVASES,440793.94-4468073.25,24 horas
5630,ENVASES-440798.02-4474858.87,ENVASES,440798.02-4474858.87,24 horas
5631,ENVASES-440802.89-4480427.91,ENVASES,440802.89-4480427.91,24 horas
5632,ENVASES-440804.52-4466753.42,ENVASES,440804.52-4466753.42,24 horas
5633,ENVASES-440804.69-4470900.37,ENVASES,440804.69-4470900.37,24 horas
5634,ENVASES-440806.50-4480219.88,ENVASES,440806.5-4480219.88,24 horas
5635,ENVASES-440807.15-4479955.06,ENVASES,440807.15-4479955.06,24 horas
5636,ENVASES-440809.28-4480339.06,ENVASES,440809.28-4480339.06,24 horas
5637,ENVASES-440810.40-4468222.53,ENVASES,440810.4-4468222.53,24 horas
5638,ENVASES-440811.84-4479753.13,ENVASES,440811.84-4479753.13,24 horas
5639,ENVASES-440815.91-4479628.19,ENVASES,440815.91-4479628.19,24 horas
5640,ENVASES-440819.77-4467061.23,ENVASES,440819.77-4467061.23,24 horas
5641,ENVASES-440819.91-4473263.89,ENVASES,440819.91-4473263.89,24 horas
5642,ENVASES-440822.13-4479679.59,ENVASES,440822.13-4479679.59,24 horas
5643,ENVASES-440828.24-4470873.54,ENVASES,440828.24-4470873.54,24 horas
5644,ENVASES-440828.46-4469166.94,ENVASES,440828.46-4469166.94,24 horas
5645,ENVASES-440830.22-4480264.24,ENVASES,440830.22-4480264.24,24 horas
5646,ENVASES-440832.57-4480399.62,ENVASES,440832.57-4480399.62,24 horas
5647,ENVASES-440833.09-4480053.01,ENVASES,440833.09-4480053.01,24 horas
5648,ENVASES-440835.46-4479408.12,ENVASES,440835.46-4479408.12,24 horas
5649,ENVASES-440841.05-4468501.25,ENVASES,440841.05-4468501.25,24 horas
5650,ENVASES-440845.08-4479888.09,ENVASES,440845.08-4479888.09,24 horas
5651,ENVASES-440847.66-4467130.28,ENVASES,440847.66-4467130.28,24 horas
5652,ENVASES-440849.16-4468076.37,ENVASES,440849.16-4468076.37,24 horas
5653,ENVASES-440850.06-4475281.80,ENVASES,440850.06-4475281.8,24 horas
5654,ENVASES-440852.09-4475280.52,ENVASES,440852.09-4475280.52,24 horas
5655,ENVASES-440852.43-4468297.02,ENVASES,440852.43-4468297.02,24 horas
5656,ENVASES-440854.08-4469078.37,ENVASES,440854.08-4469078.37,24 horas
5657,ENVASES-440854.66-4466692.64,ENVASES,440854.66-4466692.64,24 horas
5658,ENVASES-440855.58-4479398.12,ENVASES,440855.58-4479398.12,24 horas
5659,ENVASES-440857.17-4468122.37,ENVASES,440857.17-4468122.37,24 horas
5660,ENVASES-440858.16-4469100.10,ENVASES,440858.16-4469100.1,24 horas
5661,ENVASES-440858.71-4468210.83,ENVASES,440858.71-4468210.83,24 horas
5662,ENVASES-440859.19-4467969.39,ENVASES,440859.19-4467969.39,24 horas
5663,ENVASES-440859.47-4467541.13,ENVASES,440859.47-4467541.13,24 horas
5664,ENVASES-440859.59-4466886.97,ENVASES,440859.59-4466886.97,24 horas
5665,ENVASES-440861.23-4480289.88,ENVASES,440861.23-4480289.88,24 horas
5666,ENVASES-440861.63-4473489.21,ENVASES,440861.63-4473489.21,24 horas
5667,ENVASES-440870.38-4468991.11,ENVASES,440870.38-4468991.11,24 horas
5668,ENVASES-440873.88-4480012.56,ENVASES,440873.88-4480012.56,24 horas
5669,ENVASES-440881.64-4480351.52,ENVASES,440881.64-4480351.52,24 horas
5670,ENVASES-440881.65-4479787.47,ENVASES,440881.65-4479787.47,24 horas
5671,ENVASES-440881.67-4480214.56,ENVASES,440881.67-4480214.56,24 horas
5672,ENVASES-440882.19-4480023.41,ENVASES,440882.19-4480023.41,24 horas
5673,ENVASES-440883.06-4474913.80,ENVASES,440883.06-4474913.8,24 horas
5674,ENVASES-440883.37-4479864.48,ENVASES,440883.37-4479864.48,24 horas
5675,ENVASES-440886.67-4468504.33,ENVASES,440886.67-4468504.33,24 horas
5676,ENVASES-440887.34-4480165.53,ENVASES,440887.34-4480165.53,24 horas
5677,ENVASES-440887.39-4468639.97,ENVASES,440887.39-4468639.97,24 horas
5678,ENVASES-440887.72-4467936.53,ENVASES,440887.72-4467936.53,24 horas
5679,ENVASES-440891.47-4480261.96,ENVASES,440891.47-4480261.96,24 horas
5680,ENVASES-440893.85-4482954.65,ENVASES,440893.85-4482954.65,24 horas
5681,ENVASES-440894.72-4480102.96,ENVASES,440894.72-4480102.96,24 horas
5682,ENVASES-440897.54-4467868.52,ENVASES,440897.54-4467868.52,24 horas
5683,ENVASES-440898.33-4479605.13,ENVASES,440898.33-4479605.13,24 horas
5684,ENVASES-440898.36-4468079.86,ENVASES,440898.36-4468079.86,24 horas
5685,ENVASES-440898.51-4467796.69,ENVASES,440898.51-4467796.69,24 horas
5686,ENVASES-440900.80-4482856.47,ENVASES,440900.8-4482856.47,24 horas
5687,ENVASES-440901.88-4467588.86,ENVASES,440901.88-4467588.86,24 horas
5688,ENVASES-440902.27-4482568.15,ENVASES,440902.27-4482568.15,24 horas
5689,ENVASES-440903.71-4467746.14,ENVASES,440903.71-4467746.14,24 horas
5690,ENVASES-440905.26-4482605.01,ENVASES,440905.26-4482605.01,24 horas
5691,ENVASES-440906.63-4474831.20,ENVASES,440906.63-4474831.2,24 horas
5692,ENVASES-440908.49-4480104.28,ENVASES,440908.49-4480104.28,24 horas
5693,ENVASES-440908.89-4480446.95,ENVASES,440908.89-4480446.95,24 horas
5694,ENVASES-440909.98-4479706.64,ENVASES,440909.98-4479706.64,24 horas
5695,ENVASES-440913.02-4467612.30,ENVASES,440913.02-4467612.3,24 horas
5696,ENVASES-440913.04-4466470.62,ENVASES,440913.04-4466470.62,24 horas
5697,ENVASES-440913.12-4473454.45,ENVASES,440913.12-4473454.45,24 horas
5698,ENVASES-440913.81-4467118.44,ENVASES,440913.81-4467118.44,24 horas
5699,ENVASES-440914.69-4467058.60,ENVASES,440914.69-4467058.6,24 horas
5700,ENVASES-440916.19-4467000.64,ENVASES,440916.19-4467000.64,24 horas
5701,ENVASES-440917.03-4479820.20,ENVASES,440917.03-4479820.2,24 horas
5702,ENVASES-440917.46-4482688.06,ENVASES,440917.46-4482688.06,24 horas
5703,ENVASES-440917.77-4467978.36,ENVASES,440917.77-4467978.36,24 horas
5704,ENVASES-440919.35-4468719.42,ENVASES,440919.35-4468719.42,24 horas
5705,ENVASES-440923.37-4466682.11,ENVASES,440923.37-4466682.11,24 horas
5706,ENVASES-440929.89-4468214.04,ENVASES,440929.89-4468214.04,24 horas
5707,ENVASES-440931.60-4479986.42,ENVASES,440931.6-4479986.42,24 horas
5708,ENVASES-440933.61-4467974.13,ENVASES,440933.61-4467974.13,24 horas
5709,ENVASES-440934.35-4466803.69,ENVASES,440934.35-4466803.69,24 horas
5710,ENVASES-440934.46-4479745.28,ENVASES,440934.46-4479745.28,24 horas
5711,ENVASES-440937.54-4468127.51,ENVASES,440937.54-4468127.51,24 horas
5712,ENVASES-440938.43-4482525.80,ENVASES,440938.43-4482525.8,24 horas
5713,ENVASES-440941.17-4479956.46,ENVASES,440941.17-4479956.46,24 horas
5714,ENVASES-440941.22-4473305.27,ENVASES,440941.22-4473305.27,24 horas
5715,ENVASES-440941.28-4468236.49,ENVASES,440941.28-4468236.49,24 horas
5716,ENVASES-440944.70-4473594.93,ENVASES,440944.7-4473594.93,24 horas
5717,ENVASES-440945.69-4468884.17,ENVASES,440945.69-4468884.17,24 horas
5718,ENVASES-440947.88-4468817.11,ENVASES,440947.88-4468817.11,24 horas
5719,ENVASES-440950.72-4483019.89,ENVASES,440950.72-4483019.89,24 horas
5720,ENVASES-440950.79-4467479.80,ENVASES,440950.79-4467479.8,24 horas
5721,ENVASES-440951.33-4475273.27,ENVASES,440951.33-4475273.27,24 horas
5722,ENVASES-440952.43-4482753.41,ENVASES,440952.43-4482753.41,24 horas
5723,ENVASES-440954.15-4468653.21,ENVASES,440954.15-4468653.21,24 horas
5724,ENVASES-440955.20-4479686.27,ENVASES,440955.2-4479686.27,24 horas
5725,ENVASES-440956.09-4467397.84,ENVASES,440956.09-4467397.84,24 horas
5726,ENVASES-440956.12-4466851.25,ENVASES,440956.12-4466851.25,24 horas
5727,ENVASES-440958.47-4467366.29,ENVASES,440958.47-4467366.29,24 horas
5728,ENVASES-440959.22-4480343.39,ENVASES,440959.22-4480343.39,24 horas
5729,ENVASES-440961.04-4475172.54,ENVASES,440961.04-4475172.54,24 horas
5730,ENVASES-440965.62-4468589.63,ENVASES,440965.62-4468589.63,24 horas
5731,ENVASES-440965.64-4467252.35,ENVASES,440965.64-4467252.35,24 horas
5732,ENVASES-440966.43-4480513.98,ENVASES,440966.43-4480513.98,24 horas
5733,ENVASES-440966.98-4479583.30,ENVASES,440966.98-4479583.3,24 horas
5734,ENVASES-440967.29-4466943.18,ENVASES,440967.29-4466943.18,24 horas
5735,ENVASES-440967.50-4468536.33,ENVASES,440967.5-4468536.33,24 horas
5736,ENVASES-440969.56-4473186.05,ENVASES,440969.56-4473186.05,24 horas
5737,ENVASES-440970.28-4467183.15,ENVASES,440970.28-4467183.15,24 horas
5738,ENVASES-440971.10-4479757.41,ENVASES,440971.1-4479757.41,24 horas
5739,ENVASES-440971.10-4480031.87,ENVASES,440971.1-4480031.87,24 horas
5740,ENVASES-440980.34-4474675.11,ENVASES,440980.34-4474675.11,24 horas
5741,ENVASES-440980.46-4480479.35,ENVASES,440980.46-4480479.35,24 horas
5742,ENVASES-440980.63-4466771.35,ENVASES,440980.63-4466771.35,24 horas
5743,ENVASES-440980.76-4474764.93,ENVASES,440980.76-4474764.93,24 horas
5744,ENVASES-440982.58-4466986.80,ENVASES,440982.58-4466986.8,24 horas
5745,ENVASES-440985.40-4467054.38,ENVASES,440985.4-4467054.38,24 horas
5746,ENVASES-440985.53-4467103.00,ENVASES,440985.53-4467103.0,24 horas
5747,ENVASES-440986.79-4473876.07,ENVASES,440986.79-4473876.07,24 horas
5748,ENVASES-440986.95-4467013.29,ENVASES,440986.95-4467013.29,24 horas
5749,ENVASES-440992.75-4482444.05,ENVASES,440992.75-4482444.05,24 horas
5750,ENVASES-440992.80-4480231.15,ENVASES,440992.8-4480231.15,24 horas
5751,ENVASES-440993.46-4480162.14,ENVASES,440993.46-4480162.14,24 horas
5752,ENVASES-440996.69-4480317.45,ENVASES,440996.69-4480317.45,24 horas
5753,ENVASES-441004.09-4480426.96,ENVASES,441004.09-4480426.96,24 horas
5754,ENVASES-441006.03-4467149.68,ENVASES,441006.03-4467149.68,24 horas
5755,ENVASES-441006.27-4480096.30,ENVASES,441006.27-4480096.3,24 horas
5756,ENVASES-441008.16-4480004.42,ENVASES,441008.16-4480004.42,24 horas
5757,ENVASES-441009.44-4479942.56,ENVASES,441009.44-4479942.56,24 horas
5758,ENVASES-441009.56-4475316.33,ENVASES,441009.56-4475316.33,24 horas
5759,ENVASES-441011.96-4480071.49,ENVASES,441011.96-4480071.49,24 horas
5760,ENVASES-441014.15-4467914.00,ENVASES,441014.15-4467914.0,24 horas
5761,ENVASES-441017.35-4467856.58,ENVASES,441017.35-4467856.58,24 horas
5762,ENVASES-441018.25-4474883.97,ENVASES,441018.25-4474883.97,24 horas
5763,ENVASES-441018.76-4479668.24,ENVASES,441018.76-4479668.24,24 horas
5764,ENVASES-441018.80-4468041.73,ENVASES,441018.8-4468041.73,24 horas
5765,ENVASES-441019.38-4467541.42,ENVASES,441019.38-4467541.42,24 horas
5766,ENVASES-441023.60-4475084.50,ENVASES,441023.6-4475084.5,24 horas
5767,ENVASES-441024.35-4467764.40,ENVASES,441024.35-4467764.4,24 horas
5768,ENVASES-441027.57-4467427.36,ENVASES,441027.57-4467427.36,24 horas
5769,ENVASES-441028.27-4467733.28,ENVASES,441028.27-4467733.28,24 horas
5770,ENVASES-441030.19-4467079.67,ENVASES,441030.19-4467079.67,24 horas
5771,ENVASES-441031.69-4467357.61,ENVASES,441031.69-4467357.61,24 horas
5772,ENVASES-441034.38-4467613.02,ENVASES,441034.38-4467613.02,24 horas
5773,ENVASES-441036.08-4467289.42,ENVASES,441036.08-4467289.42,24 horas
5774,ENVASES-441037.72-4479642.89,ENVASES,441037.72-4479642.89,24 horas
5775,ENVASES-441038.93-4467219.36,ENVASES,441038.93-4467219.36,24 horas
5776,ENVASES-441040.54-4480114.80,ENVASES,441040.54-4480114.8,24 horas
5777,ENVASES-441041.88-4468082.62,ENVASES,441041.88-4468082.62,24 horas
5778,ENVASES-441043.63-4480389.98,ENVASES,441043.63-4480389.98,24 horas
5779,ENVASES-441044.04-4479169.74,ENVASES,441044.04-4479169.74,24 horas
5780,ENVASES-441045.27-4479867.09,ENVASES,441045.27-4479867.09,24 horas
5781,ENVASES-441051.42-4479653.90,ENVASES,441051.42-4479653.9,24 horas
5782,ENVASES-441055.32-4480558.57,ENVASES,441055.32-4480558.57,24 horas
