,ID,TIPO,UBICACION,HORARIO
20101,PAPEL-CARTON-443534.72-4467541.64,PAPEL-CARTON,443534.72-4467541.64,24 horas
20102,PAPEL-CARTON-443535.53-4471658.03,PAPEL-CARTON,443535.53-4471658.03,24 horas
20103,PAPEL-CARTON-443537.89-4470606.68,PAPEL-CARTON,443537.89-4470606.68,24 horas
20104,PAPEL-CARTON-443537.9369-4474763.206,PAPEL-CARTON,443537.9369-4474763.206,24 horas
20105,PAPEL-CARTON-443539.96-4484058.54,PAPEL-CARTON,443539.96-4484058.54,24 horas
20106,PAPEL-CARTON-443544.5237-4475434.604,PAPEL-CARTON,443544.5237-4475434.604,24 horas
20107,PAPEL-CARTON-443545.23-4472056.13,PAPEL-CARTON,443545.23-4472056.13,24 horas
20108,PAPEL-CARTON-443547.5015-4475170.735,PAPEL-CARTON,443547.5015-4475170.735,24 horas
20109,PAPEL-CARTON-443551.1052-4475349.603,PAPEL-CARTON,443551.1052-4475349.603,24 horas
20110,PAPEL-CARTON-443552.1636-4474927.293,PAPEL-CARTON,443552.1636-4474927.293,24 horas
20111,PAPEL-CARTON-443552.86-4472189.94,PAPEL-CARTON,443552.86-4472189.94,24 horas
20112,PAPEL-CARTON-443553.5674-4477612.003,PAPEL-CARTON,443553.5674-4477612.003,24 horas
20113,PAPEL-CARTON-443554.0115-4480328.132,PAPEL-CARTON,443554.0115-4480328.132,24 horas
20114,PAPEL-CARTON-443555.85-4470974.08,PAPEL-CARTON,443555.85-4470974.08,24 horas
20115,PAPEL-CARTON-443558.41-4469632.12,PAPEL-CARTON,443558.41-4469632.12,24 horas
20116,PAPEL-CARTON-443559.53-4470571.55,PAPEL-CARTON,443559.53-4470571.55,24 horas
20117,PAPEL-CARTON-443561.0275-4475957.611,PAPEL-CARTON,443561.0275-4475957.611,24 horas
20118,PAPEL-CARTON-443561.6344-4476278.708,PAPEL-CARTON,443561.6344-4476278.708,24 horas
20119,PAPEL-CARTON-443562.57-4470309.22,PAPEL-CARTON,443562.57-4470309.22,24 horas
20120,PAPEL-CARTON-443564.1684-4482269.338,PAPEL-CARTON,443564.1684-4482269.338,24 horas
20121,PAPEL-CARTON-443565.8467-4476493.277,PAPEL-CARTON,443565.8467-4476493.277,24 horas
20122,PAPEL-CARTON-443566.02-4471920.32,PAPEL-CARTON,443566.02-4471920.32,24 horas
20123,PAPEL-CARTON-443566.73-4473945.65,PAPEL-CARTON,443566.73-4473945.65,24 horas
20124,PAPEL-CARTON-443568.9629-4476194.254,PAPEL-CARTON,443568.9629-4476194.254,24 horas
20125,PAPEL-CARTON-443570.4906-4475726.922,PAPEL-CARTON,443570.4906-4475726.922,24 horas
20126,PAPEL-CARTON-443572.2644-4478654.145,PAPEL-CARTON,443572.2644-4478654.145,24 horas
20127,PAPEL-CARTON-443573.03-4471430.41,PAPEL-CARTON,443573.03-4471430.41,24 horas
20128,PAPEL-CARTON-443574.5237-4475260.174,PAPEL-CARTON,443574.5237-4475260.174,24 horas
20129,PAPEL-CARTON-443583.1089-4474810.058,PAPEL-CARTON,443583.1089-4474810.058,24 horas
20130,PAPEL-CARTON-443583.1684-4480893.338,PAPEL-CARTON,443583.1684-4480893.338,24 horas
20131,PAPEL-CARTON-443584.6609-4482611.735,PAPEL-CARTON,443584.6609-4482611.735,24 horas
20132,PAPEL-CARTON-443589.72-4472769.00,PAPEL-CARTON,443589.72-4472769.0,24 horas
20133,PAPEL-CARTON-443591.07-4469967.78,PAPEL-CARTON,443591.07-4469967.78,24 horas
20134,PAPEL-CARTON-443591.1275-4476967,PAPEL-CARTON,443591.1275-4476967.0,24 horas
20135,PAPEL-CARTON-443592.2958-4479836.186,PAPEL-CARTON,443592.2958-4479836.186,24 horas
20136,PAPEL-CARTON-443597.1684-4480714.338,PAPEL-CARTON,443597.1684-4480714.338,24 horas
20137,PAPEL-CARTON-443602.3056-4479619.3,PAPEL-CARTON,443602.3056-4479619.3,24 horas
20138,PAPEL-CARTON-443603.8575-4481428.443,PAPEL-CARTON,443603.8575-4481428.443,24 horas
20139,PAPEL-CARTON-443604.81-4472597.83,PAPEL-CARTON,443604.81-4472597.83,24 horas
20140,PAPEL-CARTON-443604.9564-4475909.494,PAPEL-CARTON,443604.9564-4475909.494,24 horas
20141,PAPEL-CARTON-443607-4478257,PAPEL-CARTON,443607.0-4478257.0,24 horas
20142,PAPEL-CARTON-443608.76-4472095.95,PAPEL-CARTON,443608.76-4472095.95,24 horas
20143,PAPEL-CARTON-443610.46-4477364.872,PAPEL-CARTON,443610.46-4477364.872,24 horas
20144,PAPEL-CARTON-443610.48-4470371.13,PAPEL-CARTON,443610.48-4470371.13,24 horas
20145,PAPEL-CARTON-443610.5292-4477600.486,PAPEL-CARTON,443610.5292-4477600.486,24 horas
20146,PAPEL-CARTON-443611.0367-4474413.92,PAPEL-CARTON,443611.0367-4474413.92,24 horas
20147,PAPEL-CARTON-443612.9844-4474269.409,PAPEL-CARTON,443612.9844-4474269.409,24 horas
20148,PAPEL-CARTON-443613.56-4484329.98,PAPEL-CARTON,443613.56-4484329.98,24 horas
20149,PAPEL-CARTON-443613.92-4484225.25,PAPEL-CARTON,443613.92-4484225.25,24 horas
20150,PAPEL-CARTON-443615.254-4478459.945,PAPEL-CARTON,443615.254-4478459.945,24 horas
20151,PAPEL-CARTON-443617.1323-4476305.047,PAPEL-CARTON,443617.1323-4476305.047,24 horas
20152,PAPEL-CARTON-443617.8087-4481284.719,PAPEL-CARTON,443617.8087-4481284.719,24 horas
20153,PAPEL-CARTON-443619.3025-4479416.237,PAPEL-CARTON,443619.3025-4479416.237,24 horas
20154,PAPEL-CARTON-443619.5183-4478601.741,PAPEL-CARTON,443619.5183-4478601.741,24 horas
20155,PAPEL-CARTON-443620.4492-4481923.249,PAPEL-CARTON,443620.4492-4481923.249,24 horas
20156,PAPEL-CARTON-443620.70-4471019.33,PAPEL-CARTON,443620.7-4471019.33,24 horas
20157,PAPEL-CARTON-443622.4083-4481365.763,PAPEL-CARTON,443622.4083-4481365.763,24 horas
20158,PAPEL-CARTON-443626-4473603,PAPEL-CARTON,443626.0-4473603.0,24 horas
20159,PAPEL-CARTON-443630.11-4469785.88,PAPEL-CARTON,443630.11-4469785.88,24 horas
20160,PAPEL-CARTON-443633.576-4477534.397,PAPEL-CARTON,443633.576-4477534.397,24 horas
20161,PAPEL-CARTON-443637.1113-4476185.381,PAPEL-CARTON,443637.1113-4476185.381,24 horas
20162,PAPEL-CARTON-443640.88-4471863.81,PAPEL-CARTON,443640.88-4471863.81,24 horas
20163,PAPEL-CARTON-443641.285-4473511.254,PAPEL-CARTON,443641.285-4473511.254,24 horas
20164,PAPEL-CARTON-443642.1684-4482019.338,PAPEL-CARTON,443642.1684-4482019.338,24 horas
20165,PAPEL-CARTON-443643.8412-4480149.794,PAPEL-CARTON,443643.8412-4480149.794,24 horas
20166,PAPEL-CARTON-443643.9983-4480475.26,PAPEL-CARTON,443643.9983-4480475.26,24 horas
20167,PAPEL-CARTON-443644.4418-4482067.421,PAPEL-CARTON,443644.4418-4482067.421,24 horas
20168,PAPEL-CARTON-443645.62-4480053.445,PAPEL-CARTON,443645.62-4480053.445,24 horas
20169,PAPEL-CARTON-443646.9688-4476063.074,PAPEL-CARTON,443646.9688-4476063.074,24 horas
20170,PAPEL-CARTON-443647.92-4484626.73,PAPEL-CARTON,443647.92-4484626.73,24 horas
20171,PAPEL-CARTON-443649.3325-4477965.777,PAPEL-CARTON,443649.3325-4477965.777,24 horas
20172,PAPEL-CARTON-443651.4287-4481084.658,PAPEL-CARTON,443651.4287-4481084.658,24 horas
20173,PAPEL-CARTON-443651.51-4484373.08,PAPEL-CARTON,443651.51-4484373.08,24 horas
20174,PAPEL-CARTON-443652.015-4475861.761,PAPEL-CARTON,443652.015-4475861.761,24 horas
20175,PAPEL-CARTON-443652.4125-4474232.031,PAPEL-CARTON,443652.4125-4474232.031,24 horas
20176,PAPEL-CARTON-443654.3656-4481545.938,PAPEL-CARTON,443654.3656-4481545.938,24 horas
20177,PAPEL-CARTON-443655.7137-4478400.254,PAPEL-CARTON,443655.7137-4478400.254,24 horas
20178,PAPEL-CARTON-443660.92-4471243.26,PAPEL-CARTON,443660.92-4471243.26,24 horas
20179,PAPEL-CARTON-443662-4480260,PAPEL-CARTON,443662.0-4480260.0,24 horas
20180,PAPEL-CARTON-443666.9927-4477700.879,PAPEL-CARTON,443666.9927-4477700.879,24 horas
20181,PAPEL-CARTON-443668.06-4471583.43,PAPEL-CARTON,443668.06-4471583.43,24 horas
20182,PAPEL-CARTON-443668.795-4476465.46,PAPEL-CARTON,443668.795-4476465.46,24 horas
20183,PAPEL-CARTON-443669.1684-4482286.338,PAPEL-CARTON,443669.1684-4482286.338,24 horas
20184,PAPEL-CARTON-443669.44-4468046.14,PAPEL-CARTON,443669.44-4468046.14,24 horas
20185,PAPEL-CARTON-443671.8172-4475515.008,PAPEL-CARTON,443671.8172-4475515.008,24 horas
20186,PAPEL-CARTON-443673.724-4474393.31,PAPEL-CARTON,443673.724-4474393.31,24 horas
20187,PAPEL-CARTON-443675.8533-4482740.198,PAPEL-CARTON,443675.8533-4482740.198,24 horas
20188,PAPEL-CARTON-443676.8894-4474878.301,PAPEL-CARTON,443676.8894-4474878.301,24 horas
20189,PAPEL-CARTON-443678.73-4471184.62,PAPEL-CARTON,443678.73-4471184.62,24 horas
20190,PAPEL-CARTON-443678-4477599.773,PAPEL-CARTON,443678.0-4477599.773,24 horas
20191,PAPEL-CARTON-443682.81-4476337.788,PAPEL-CARTON,443682.81-4476337.788,24 horas
20192,PAPEL-CARTON-443683.6596-4480872.862,PAPEL-CARTON,443683.6596-4480872.862,24 horas
20193,PAPEL-CARTON-443686.11-4471116.63,PAPEL-CARTON,443686.11-4471116.63,24 horas
20194,PAPEL-CARTON-443686.1684-4482981.338,PAPEL-CARTON,443686.1684-4482981.338,24 horas
20195,PAPEL-CARTON-443689.3073-4475212.747,PAPEL-CARTON,443689.3073-4475212.747,24 horas
20196,PAPEL-CARTON-443689.52-4470847.53,PAPEL-CARTON,443689.52-4470847.53,24 horas
20197,PAPEL-CARTON-443693.25-4470676.22,PAPEL-CARTON,443693.25-4470676.22,24 horas
20198,PAPEL-CARTON-443694.2062-4474199.56,PAPEL-CARTON,443694.2062-4474199.56,24 horas
20199,PAPEL-CARTON-443694.4432-4482594.182,PAPEL-CARTON,443694.4432-4482594.182,24 horas
20200,PAPEL-CARTON-443698.0638-4475628.603,PAPEL-CARTON,443698.0638-4475628.603,24 horas
20201,PAPEL-CARTON-443699.47-4472839.89,PAPEL-CARTON,443699.47-4472839.89,24 horas
20202,PAPEL-CARTON-443703.2417-4481029.418,PAPEL-CARTON,443703.2417-4481029.418,24 horas
20203,PAPEL-CARTON-443703.4017-4476556.503,PAPEL-CARTON,443703.4017-4476556.503,24 horas
20204,PAPEL-CARTON-443704.03-4472622.73,PAPEL-CARTON,443704.03-4472622.73,24 horas
20205,PAPEL-CARTON-443704.6465-4482117.983,PAPEL-CARTON,443704.6465-4482117.983,24 horas
20206,PAPEL-CARTON-443706.11-4472029.17,PAPEL-CARTON,443706.11-4472029.17,24 horas
20207,PAPEL-CARTON-443706.7938-4474322.031,PAPEL-CARTON,443706.7938-4474322.031,24 horas
20208,PAPEL-CARTON-443708.02-4484187.45,PAPEL-CARTON,443708.02-4484187.45,24 horas
20209,PAPEL-CARTON-443711.5075-4478381.604,PAPEL-CARTON,443711.5075-4478381.604,24 horas
20210,PAPEL-CARTON-443712.54-4468119.41,PAPEL-CARTON,443712.54-4468119.41,24 horas
20211,PAPEL-CARTON-443713.73-4471121.20,PAPEL-CARTON,443713.73-4471121.2,24 horas
20212,PAPEL-CARTON-443717.41-4470004.68,PAPEL-CARTON,443717.41-4470004.68,24 horas
20213,PAPEL-CARTON-443718.3073-4477087.191,PAPEL-CARTON,443718.3073-4477087.191,24 horas
20214,PAPEL-CARTON-443720.1632-4477650.73,PAPEL-CARTON,443720.1632-4477650.73,24 horas
20215,PAPEL-CARTON-443720.6845-4479523.236,PAPEL-CARTON,443720.6845-4479523.236,24 horas
20216,PAPEL-CARTON-443722.5679-4474989.49,PAPEL-CARTON,443722.5679-4474989.49,24 horas
20217,PAPEL-CARTON-443723.05-4484418.92,PAPEL-CARTON,443723.05-4484418.92,24 horas
20218,PAPEL-CARTON-443723.44-4471963.21,PAPEL-CARTON,443723.44-4471963.21,24 horas
20219,PAPEL-CARTON-443724.3854-4473700.657,PAPEL-CARTON,443724.3854-4473700.657,24 horas
20220,PAPEL-CARTON-443729.23-4472362.23,PAPEL-CARTON,443729.23-4472362.23,24 horas
20221,PAPEL-CARTON-443731.3896-4480657.75,PAPEL-CARTON,443731.3896-4480657.75,24 horas
20222,PAPEL-CARTON-443731-4476281,PAPEL-CARTON,443731.0-4476281.0,24 horas
20223,PAPEL-CARTON-443734.3698-4477502.412,PAPEL-CARTON,443734.3698-4477502.412,24 horas
20224,PAPEL-CARTON-443734.86-4470452.79,PAPEL-CARTON,443734.86-4470452.79,24 horas
20225,PAPEL-CARTON-443736.5533-4479646.501,PAPEL-CARTON,443736.5533-4479646.501,24 horas
20226,PAPEL-CARTON-443737.11-4471364.23,PAPEL-CARTON,443737.11-4471364.23,24 horas
20227,PAPEL-CARTON-443739.46-4474255.935,PAPEL-CARTON,443739.46-4474255.935,24 horas
20228,PAPEL-CARTON-443739.4967-4473920.205,PAPEL-CARTON,443739.4967-4473920.205,24 horas
20229,PAPEL-CARTON-443739.5139-4478926.72,PAPEL-CARTON,443739.5139-4478926.72,24 horas
20230,PAPEL-CARTON-443741.635-4476605.132,PAPEL-CARTON,443741.635-4476605.132,24 horas
20231,PAPEL-CARTON-443741.8562-4480377.033,PAPEL-CARTON,443741.8562-4480377.033,24 horas
20232,PAPEL-CARTON-443742.83-4484098.14,PAPEL-CARTON,443742.83-4484098.14,24 horas
20233,PAPEL-CARTON-443743.5712-4479921.905,PAPEL-CARTON,443743.5712-4479921.905,24 horas
20234,PAPEL-CARTON-443743.68-4468218.53,PAPEL-CARTON,443743.68-4468218.53,24 horas
20235,PAPEL-CARTON-443747.3434-4482487.75,PAPEL-CARTON,443747.3434-4482487.75,24 horas
20236,PAPEL-CARTON-443750.8379-4475753.139,PAPEL-CARTON,443750.8379-4475753.139,24 horas
20237,PAPEL-CARTON-443750.96-4467932.64,PAPEL-CARTON,443750.96-4467932.64,24 horas
20238,PAPEL-CARTON-443755.1833-4481453.514,PAPEL-CARTON,443755.1833-4481453.514,24 horas
20239,PAPEL-CARTON-443755.65-4472739.23,PAPEL-CARTON,443755.65-4472739.23,24 horas
20240,PAPEL-CARTON-443756.4233-4474174.19,PAPEL-CARTON,443756.4233-4474174.19,24 horas
20241,PAPEL-CARTON-443758.0709-4481219.24,PAPEL-CARTON,443758.0709-4481219.24,24 horas
20242,PAPEL-CARTON-443763.43-4479749.758,PAPEL-CARTON,443763.43-4479749.758,24 horas
20243,PAPEL-CARTON-443763.78-4470720.43,PAPEL-CARTON,443763.78-4470720.43,24 horas
20244,PAPEL-CARTON-443765.5797-4475578.704,PAPEL-CARTON,443765.5797-4475578.704,24 horas
20245,PAPEL-CARTON-443766.39-4469709.49,PAPEL-CARTON,443766.39-4469709.49,24 horas
20246,PAPEL-CARTON-443766.6615-4476705.922,PAPEL-CARTON,443766.6615-4476705.922,24 horas
20247,PAPEL-CARTON-443767.9134-4476887.181,PAPEL-CARTON,443767.9134-4476887.181,24 horas
20248,PAPEL-CARTON-443768.62-4470562.10,PAPEL-CARTON,443768.62-4470562.1,24 horas
20249,PAPEL-CARTON-443769.512-4482433.416,PAPEL-CARTON,443769.512-4482433.416,24 horas
20250,PAPEL-CARTON-443770.56-4469993.63,PAPEL-CARTON,443770.56-4469993.63,24 horas
20251,PAPEL-CARTON-443770.63-4472891.53,PAPEL-CARTON,443770.63-4472891.53,24 horas
20252,PAPEL-CARTON-443770.9362-4476105.746,PAPEL-CARTON,443770.9362-4476105.746,24 horas
20253,PAPEL-CARTON-443771.14-4467826.03,PAPEL-CARTON,443771.14-4467826.03,24 horas
20254,PAPEL-CARTON-443772.06-4484264.52,PAPEL-CARTON,443772.06-4484264.52,24 horas
20255,PAPEL-CARTON-443773.4922-4479282.953,PAPEL-CARTON,443773.4922-4479282.953,24 horas
20256,PAPEL-CARTON-443774.0937-4475388.572,PAPEL-CARTON,443774.0937-4475388.572,24 horas
20257,PAPEL-CARTON-443774.24-4470995.75,PAPEL-CARTON,443774.24-4470995.75,24 horas
20258,PAPEL-CARTON-443779.4437-4473830.91,PAPEL-CARTON,443779.4437-4473830.91,24 horas
20259,PAPEL-CARTON-443779.95-4471757.21,PAPEL-CARTON,443779.95-4471757.21,24 horas
20260,PAPEL-CARTON-443783.4829-4477596.447,PAPEL-CARTON,443783.4829-4477596.447,24 horas
20261,PAPEL-CARTON-443783.9783-4473416.672,PAPEL-CARTON,443783.9783-4473416.672,24 horas
20262,PAPEL-CARTON-443788.87-4471520.48,PAPEL-CARTON,443788.87-4471520.48,24 horas
20263,PAPEL-CARTON-443790.70-4472195.26,PAPEL-CARTON,443790.7-4472195.26,24 horas
20264,PAPEL-CARTON-443792.08-4472628.06,PAPEL-CARTON,443792.08-4472628.06,24 horas
20265,PAPEL-CARTON-443793.33-4470064.28,PAPEL-CARTON,443793.33-4470064.28,24 horas
20266,PAPEL-CARTON-443796.02-4468007.78,PAPEL-CARTON,443796.02-4468007.78,24 horas
20267,PAPEL-CARTON-443805.48-4483670.94,PAPEL-CARTON,443805.48-4483670.94,24 horas
20268,PAPEL-CARTON-443806.76-4470816.01,PAPEL-CARTON,443806.76-4470816.01,24 horas
20269,PAPEL-CARTON-443808.1684-4481157.338,PAPEL-CARTON,443808.1684-4481157.338,24 horas
20270,PAPEL-CARTON-443809.7938-4474374.537,PAPEL-CARTON,443809.7938-4474374.537,24 horas
20271,PAPEL-CARTON-443810.6608-4481346.555,PAPEL-CARTON,443810.6608-4481346.555,24 horas
20272,PAPEL-CARTON-443811.1706-4479153.961,PAPEL-CARTON,443811.1706-4479153.961,24 horas
20273,PAPEL-CARTON-443813.057-4481290.389,PAPEL-CARTON,443813.057-4481290.389,24 horas
20274,PAPEL-CARTON-443816.27-4472142.57,PAPEL-CARTON,443816.27-4472142.57,24 horas
20275,PAPEL-CARTON-443818.0227-4479669.443,PAPEL-CARTON,443818.0227-4479669.443,24 horas
20276,PAPEL-CARTON-443818.5106-4477542.112,PAPEL-CARTON,443818.5106-4477542.112,24 horas
20277,PAPEL-CARTON-443819.204-4481007.713,PAPEL-CARTON,443819.204-4481007.713,24 horas
20278,PAPEL-CARTON-443820.093-4480380.814,PAPEL-CARTON,443820.093-4480380.814,24 horas
20279,PAPEL-CARTON-443820.7042-4479476.763,PAPEL-CARTON,443820.7042-4479476.763,24 horas
20280,PAPEL-CARTON-443822.2775-4477010.338,PAPEL-CARTON,443822.2775-4477010.338,24 horas
20281,PAPEL-CARTON-443822.41-4470241.11,PAPEL-CARTON,443822.41-4470241.11,24 horas
20282,PAPEL-CARTON-443822.7667-4481932.863,PAPEL-CARTON,443822.7667-4481932.863,24 horas
20283,PAPEL-CARTON-443822-4474316,PAPEL-CARTON,443822.0-4474316.0,24 horas
20284,PAPEL-CARTON-443822-4478821,PAPEL-CARTON,443822.0-4478821.0,24 horas
20285,PAPEL-CARTON-443824.3048-4480901.4,PAPEL-CARTON,443824.3048-4480901.4,24 horas
20286,PAPEL-CARTON-443826.93-4471842.44,PAPEL-CARTON,443826.93-4471842.44,24 horas
20287,PAPEL-CARTON-443828.0728-4480556.623,PAPEL-CARTON,443828.0728-4480556.623,24 horas
20288,PAPEL-CARTON-443837.8201-4476649.687,PAPEL-CARTON,443837.8201-4476649.687,24 horas
20289,PAPEL-CARTON-443838.9104-4475628.735,PAPEL-CARTON,443838.9104-4475628.735,24 horas
20290,PAPEL-CARTON-443839.9688-4479428.498,PAPEL-CARTON,443839.9688-4479428.498,24 horas
20291,PAPEL-CARTON-443840.3746-4482306.115,PAPEL-CARTON,443840.3746-4482306.115,24 horas
20292,PAPEL-CARTON-443842.06-4468294.50,PAPEL-CARTON,443842.06-4468294.5,24 horas
20293,PAPEL-CARTON-443843.06-4467985.45,PAPEL-CARTON,443843.06-4467985.45,24 horas
20294,PAPEL-CARTON-443843.25-4471425.94,PAPEL-CARTON,443843.25-4471425.94,24 horas
20295,PAPEL-CARTON-443846.0733-4479079.046,PAPEL-CARTON,443846.0733-4479079.046,24 horas
20296,PAPEL-CARTON-443846.80-4469222.57,PAPEL-CARTON,443846.8-4469222.57,24 horas
20297,PAPEL-CARTON-443847.46-4475458.095,PAPEL-CARTON,443847.46-4475458.095,24 horas
20298,PAPEL-CARTON-443848.01-4484353.57,PAPEL-CARTON,443848.01-4484353.57,24 horas
20299,PAPEL-CARTON-443848.3188-4476907.858,PAPEL-CARTON,443848.3188-4476907.858,24 horas
20300,PAPEL-CARTON-443848.70-4472630.86,PAPEL-CARTON,443848.7-4472630.86,24 horas
20301,PAPEL-CARTON-443849.0854-4475140.751,PAPEL-CARTON,443849.0854-4475140.751,24 horas
20302,PAPEL-CARTON-443852.22-4470504.42,PAPEL-CARTON,443852.22-4470504.42,24 horas
20303,PAPEL-CARTON-443852.5333-4479915.879,PAPEL-CARTON,443852.5333-4479915.879,24 horas
20304,PAPEL-CARTON-443854.22-4471270.00,PAPEL-CARTON,443854.22-4471270.0,24 horas
20305,PAPEL-CARTON-443854.97-4469452.96,PAPEL-CARTON,443854.97-4469452.96,24 horas
20306,PAPEL-CARTON-443855.66-4470680.33,PAPEL-CARTON,443855.66-4470680.33,24 horas
20307,PAPEL-CARTON-443857-4473429,PAPEL-CARTON,443857.0-4473429.0,24 horas
20308,PAPEL-CARTON-443859.6187-4475343.303,PAPEL-CARTON,443859.6187-4475343.303,24 horas
20309,PAPEL-CARTON-443860.9417-4478918.985,PAPEL-CARTON,443860.9417-4478918.985,24 horas
20310,PAPEL-CARTON-443861.5719-4479428.735,PAPEL-CARTON,443861.5719-4479428.735,24 horas
20311,PAPEL-CARTON-443864.065-4478308.562,PAPEL-CARTON,443864.065-4478308.562,24 horas
20312,PAPEL-CARTON-443867.258-4480758.194,PAPEL-CARTON,443867.258-4480758.194,24 horas
20313,PAPEL-CARTON-443871.16-4485244.87,PAPEL-CARTON,443871.16-4485244.87,24 horas
20314,PAPEL-CARTON-443873.1625-4476407.59,PAPEL-CARTON,443873.1625-4476407.59,24 horas
20315,PAPEL-CARTON-443873.475-4476267.898,PAPEL-CARTON,443873.475-4476267.898,24 horas
20316,PAPEL-CARTON-443873.5661-4481370.147,PAPEL-CARTON,443873.5661-4481370.147,24 horas
20317,PAPEL-CARTON-443875.0517-4482087.571,PAPEL-CARTON,443875.0517-4482087.571,24 horas
20318,PAPEL-CARTON-443875.24-4467904.84,PAPEL-CARTON,443875.24-4467904.84,24 horas
20319,PAPEL-CARTON-443876.1684-4482650.338,PAPEL-CARTON,443876.1684-4482650.338,24 horas
20320,PAPEL-CARTON-443878.13-4469575.33,PAPEL-CARTON,443878.13-4469575.33,24 horas
20321,PAPEL-CARTON-443881.25-4469630.15,PAPEL-CARTON,443881.25-4469630.15,24 horas
20322,PAPEL-CARTON-443882.05-4472540.14,PAPEL-CARTON,443882.05-4472540.14,24 horas
20323,PAPEL-CARTON-443883.0704-4477130.626,PAPEL-CARTON,443883.0704-4477130.626,24 horas
20324,PAPEL-CARTON-443885.6567-4477912.058,PAPEL-CARTON,443885.6567-4477912.058,24 horas
20325,PAPEL-CARTON-443886.81-4470169.25,PAPEL-CARTON,443886.81-4470169.25,24 horas
20326,PAPEL-CARTON-443890.64-4472099.83,PAPEL-CARTON,443890.64-4472099.83,24 horas
20327,PAPEL-CARTON-443890.68-4471901.35,PAPEL-CARTON,443890.68-4471901.35,24 horas
20328,PAPEL-CARTON-443890.9783-4473332.752,PAPEL-CARTON,443890.9783-4473332.752,24 horas
20329,PAPEL-CARTON-443894.1684-4481204.338,PAPEL-CARTON,443894.1684-4481204.338,24 horas
20330,PAPEL-CARTON-443894.56-4472885.16,PAPEL-CARTON,443894.56-4472885.16,24 horas
20331,PAPEL-CARTON-443897.35-4471601.25,PAPEL-CARTON,443897.35-4471601.25,24 horas
20332,PAPEL-CARTON-443898.576-4480020.727,PAPEL-CARTON,443898.576-4480020.727,24 horas
20333,PAPEL-CARTON-443899.31-4469308.87,PAPEL-CARTON,443899.31-4469308.87,24 horas
20334,PAPEL-CARTON-443901.2333-4478953,PAPEL-CARTON,443901.2333-4478953.0,24 horas
20335,PAPEL-CARTON-443903.78-4470872.46,PAPEL-CARTON,443903.78-4470872.46,24 horas
20336,PAPEL-CARTON-443904.3392-4477812.704,PAPEL-CARTON,443904.3392-4477812.704,24 horas
20337,PAPEL-CARTON-443910.37-4471515.02,PAPEL-CARTON,443910.37-4471515.02,24 horas
20338,PAPEL-CARTON-443910-4473228,PAPEL-CARTON,443910.0-4473228.0,24 horas
20339,PAPEL-CARTON-443915.01-4478583.068,PAPEL-CARTON,443915.01-4478583.068,24 horas
20340,PAPEL-CARTON-443915.68-4471431.06,PAPEL-CARTON,443915.68-4471431.06,24 horas
20341,PAPEL-CARTON-443916.11-4476216.913,PAPEL-CARTON,443916.11-4476216.913,24 horas
20342,PAPEL-CARTON-443916.8358-4481467.92,PAPEL-CARTON,443916.8358-4481467.92,24 horas
20343,PAPEL-CARTON-443918.0312-4478303.872,PAPEL-CARTON,443918.0312-4478303.872,24 horas
20344,PAPEL-CARTON-443918.0727-4476713.329,PAPEL-CARTON,443918.0727-4476713.329,24 horas
20345,PAPEL-CARTON-443920.16-4472268.78,PAPEL-CARTON,443920.16-4472268.78,24 horas
20346,PAPEL-CARTON-443921.45-4470317.08,PAPEL-CARTON,443921.45-4470317.08,24 horas
20347,PAPEL-CARTON-443922.0102-4479988.462,PAPEL-CARTON,443922.0102-4479988.462,24 horas
20348,PAPEL-CARTON-443926.8467-4477700.54,PAPEL-CARTON,443926.8467-4477700.54,24 horas
20349,PAPEL-CARTON-443930.84-4484013.78,PAPEL-CARTON,443930.84-4484013.78,24 horas
20350,PAPEL-CARTON-443930.9362-4476952.478,PAPEL-CARTON,443930.9362-4476952.478,24 horas
20351,PAPEL-CARTON-443937.49-4469237.32,PAPEL-CARTON,443937.49-4469237.32,24 horas
20352,PAPEL-CARTON-443937.86-4472763.73,PAPEL-CARTON,443937.86-4472763.73,24 horas
20353,PAPEL-CARTON-443941.097-4479624.757,PAPEL-CARTON,443941.097-4479624.757,24 horas
20354,PAPEL-CARTON-443942.05-4472393.16,PAPEL-CARTON,443942.05-4472393.16,24 horas
20355,PAPEL-CARTON-443944.555-4479528,PAPEL-CARTON,443944.555-4479528.0,24 horas
20356,PAPEL-CARTON-443944.70-4471964.22,PAPEL-CARTON,443944.7-4471964.22,24 horas
20357,PAPEL-CARTON-443947.4013-4481007.274,PAPEL-CARTON,443947.4013-4481007.274,24 horas
20358,PAPEL-CARTON-443949.91-4470285.56,PAPEL-CARTON,443949.91-4470285.56,24 horas
20359,PAPEL-CARTON-443954.42-4472741.52,PAPEL-CARTON,443954.42-4472741.52,24 horas
20360,PAPEL-CARTON-443955.5767-4477614.525,PAPEL-CARTON,443955.5767-4477614.525,24 horas
20361,PAPEL-CARTON-443955.79-4472482.31,PAPEL-CARTON,443955.79-4472482.31,24 horas
20362,PAPEL-CARTON-443955.87-4471255.26,PAPEL-CARTON,443955.87-4471255.26,24 horas
20363,PAPEL-CARTON-443956.1792-4480575.427,PAPEL-CARTON,443956.1792-4480575.427,24 horas
20364,PAPEL-CARTON-443958.15-4469149.48,PAPEL-CARTON,443958.15-4469149.48,24 horas
